tour_id,person_id,leg_sequence,population_group,role,origin_type,destination_type,origin_facility_id,destination_facility_id,departure_time_s,origin_tcs_zone,destination_tcs_zone,distance_km,low_classification,base_classification,high_classification
hk_person_01927616::unspecified_ride_tour,hk_person_01927616,2,resident,home_only,medical,home,resident_medical_igeocom_530573,home_hk_hh_0836781,57301.0,21,8,9.393613400536836,taxi,taxi,taxi
hk_person_01928263::unspecified_ride_tour,hk_person_01928263,0,resident,home_only,home,social,home_hk_hh_0837019,resident_social_igeocom_561295,59123.0,8,19,8.278423447460156,taxi,taxi,taxi
hk_person_01928263::unspecified_ride_tour,hk_person_01928263,1,resident,home_only,social,shopping,resident_social_igeocom_561295,resident_shopping_osm_8410705798_33193,68723.0,19,10,4.461566083881883,taxi,taxi,taxi
hk_person_01928263::unspecified_ride_tour,hk_person_01928263,2,resident,home_only,shopping,home,resident_shopping_osm_8410705798_33193,home_hk_hh_0837019,75623.0,10,8,3.8221455749508038,taxi,taxi,taxi
hk_person_01929377::unspecified_ride_tour,hk_person_01929377,0,resident,home_only,home,shopping,home_hk_hh_0837432,resident_shopping_osm_8065364262_32582,38074.0,8,2,2.9939870546018668,taxi,taxi,taxi
hk_person_01929377::unspecified_ride_tour,hk_person_01929377,1,resident,home_only,shopping,home,resident_shopping_osm_8065364262_32582,home_hk_hh_0837432,44974.0,2,8,2.9939870546018668,taxi,taxi,taxi
hk_person_01930059::unspecified_ride_tour,hk_person_01930059,0,resident,home_only,home,leisure,home_hk_hh_0837680,resident_leisure_osm_missing_73930,42697.0,8,4,6.4232122691988005,taxi,taxi,taxi
hk_person_01930059::unspecified_ride_tour,hk_person_01930059,1,resident,home_only,leisure,shopping,resident_leisure_osm_missing_73930,resident_shopping_osm_4909085941_23701,54097.0,4,18,29.041392185038596,taxi,taxi,taxi
hk_person_01930059::unspecified_ride_tour,hk_person_01930059,2,resident,home_only,shopping,home,resident_shopping_osm_4909085941_23701,home_hk_hh_0837680,60997.0,18,8,22.98716103586,taxi,taxi,taxi
hk_person_01931741::unspecified_ride_tour,hk_person_01931741,2,resident,fixed_worker,home,shopping,home_hk_hh_0838318,resident_shopping_osm_4850179785_20472,69983.0,8,1,5.3419020961222845,other_ride,taxi,taxi
hk_person_01931741::unspecified_ride_tour,hk_person_01931741,3,resident,fixed_worker,shopping,leisure,resident_shopping_osm_4850179785_20472,resident_leisure_igeocom_553970,76883.0,1,1,0.9470830853802517,other_ride,taxi,taxi
hk_person_01931741::unspecified_ride_tour,hk_person_01931741,4,resident,fixed_worker,leisure,home,resident_leisure_igeocom_553970,home_hk_hh_0838318,88283.0,1,8,6.250652824383862,other_ride,taxi,taxi
hk_person_01931803::unspecified_ride_tour,hk_person_01931803,2,resident,fixed_worker,home,shopping,home_hk_hh_0838343,resident_shopping_osm_4860792294_22345,70664.0,8,8,0.41252998535861624,taxi,taxi,taxi
hk_person_01931803::unspecified_ride_tour,hk_person_01931803,3,resident,fixed_worker,shopping,home,resident_shopping_osm_4860792294_22345,home_hk_hh_0838343,77564.0,8,8,0.41252998535861624,taxi,taxi,taxi
hk_person_01933755::unspecified_ride_tour,hk_person_01933755,0,resident,home_only,home,leisure,home_hk_hh_0839066,resident_leisure_osm_missing_76526,30600.0,8,5,2.2588847492583604,other_ride,taxi,taxi
hk_person_01933755::unspecified_ride_tour,hk_person_01933755,1,resident,home_only,leisure,home,resident_leisure_osm_missing_76526,home_hk_hh_0839066,42000.0,5,8,2.2588847492583604,other_ride,taxi,taxi
hk_person_01933980::unspecified_ride_tour,hk_person_01933980,2,resident,fixed_worker,home,leisure,home_hk_hh_0839149,resident_leisure_igeocom_535323,67746.0,8,9,5.322088286445986,other_ride,taxi,taxi
hk_person_01933980::unspecified_ride_tour,hk_person_01933980,3,resident,fixed_worker,leisure,home,resident_leisure_igeocom_535323,home_hk_hh_0839149,79146.0,9,8,5.322088286445986,other_ride,taxi,taxi
hk_person_01934680::unspecified_ride_tour,hk_person_01934680,2,resident,work_mobile,home,leisure,home_hk_hh_0839398,resident_leisure_osm_667356811_50557,64290.0,8,5,2.117172955355319,taxi,taxi,taxi
hk_person_01934680::unspecified_ride_tour,hk_person_01934680,3,resident,work_mobile,leisure,home,resident_leisure_osm_667356811_50557,home_hk_hh_0839398,75690.0,5,8,2.117172955355319,taxi,taxi,taxi
hk_person_01934783::unspecified_ride_tour,hk_person_01934783,2,resident,tertiary_student,home,social,home_hk_hh_0839437,resident_social_osm_missing_67674,72021.0,8,7,3.615640920121771,taxi,other_ride,taxi
hk_person_01934783::unspecified_ride_tour,hk_person_01934783,3,resident,tertiary_student,social,home,resident_social_osm_missing_67674,home_hk_hh_0839437,81621.0,7,8,3.615640920121771,taxi,other_ride,taxi
hk_person_01935046::unspecified_ride_tour,hk_person_01935046,0,resident,home_only,home,shopping,home_hk_hh_0839532,resident_shopping_igeocom_539289,60664.0,8,12,9.18079707855293,taxi,taxi,taxi
hk_person_01935046::unspecified_ride_tour,hk_person_01935046,1,resident,home_only,shopping,shopping,resident_shopping_igeocom_539289,resident_shopping_osm_4864356725_23077,67564.0,12,6,6.262232895957302,taxi,taxi,taxi
hk_person_01935046::unspecified_ride_tour,hk_person_01935046,2,resident,home_only,shopping,home,resident_shopping_osm_4864356725_23077,home_hk_hh_0839532,74464.0,6,8,3.001899332655745,taxi,taxi,taxi
hk_person_01935290::unspecified_ride_tour,hk_person_01935290,2,resident,tertiary_student,home,leisure,home_hk_hh_0839617,resident_leisure_igeocom_541995,58160.0,8,2,3.4743473640452947,other_ride,taxi,taxi
hk_person_01935290::unspecified_ride_tour,hk_person_01935290,3,resident,tertiary_student,leisure,dining,resident_leisure_igeocom_541995,resident_dining_osm_11303705269_41578,69560.0,2,6,5.266313670260194,other_ride,taxi,taxi
hk_person_01935290::unspecified_ride_tour,hk_person_01935290,4,resident,tertiary_student,dining,home,resident_dining_osm_11303705269_41578,home_hk_hh_0839617,76160.0,6,8,2.5180090933070653,other_ride,taxi,taxi
hk_person_01936210::unspecified_ride_tour,hk_person_01936210,2,resident,day_school_student,home,leisure,home_hk_hh_0839955,resident_leisure_igeocom_546165,59600.0,8,5,1.1966317365359431,taxi,taxi,other_ride
hk_person_01936210::unspecified_ride_tour,hk_person_01936210,3,resident,day_school_student,leisure,home,resident_leisure_igeocom_546165,home_hk_hh_0839955,71000.0,5,8,1.1966317365359431,taxi,taxi,other_ride
hk_person_01936211::unspecified_ride_tour,hk_person_01936211,2,resident,fixed_worker,home,shopping,home_hk_hh_0839955,resident_shopping_osm_4860787606_22308,65882.0,8,6,3.1279570594278447,taxi,taxi,taxi
hk_person_01936211::unspecified_ride_tour,hk_person_01936211,3,resident,fixed_worker,shopping,leisure,resident_shopping_osm_4860787606_22308,resident_leisure_igeocom_537039,72782.0,6,9,5.334825661520439,taxi,taxi,taxi
hk_person_01936211::unspecified_ride_tour,hk_person_01936211,4,resident,fixed_worker,leisure,home,resident_leisure_igeocom_537039,home_hk_hh_0839955,84182.0,9,8,3.866570987167208,taxi,taxi,taxi
hk_person_01936412::unspecified_ride_tour,hk_person_01936412,2,resident,fixed_worker,home,dining,home_hk_hh_0840033,resident_dining_osm_4848347172_20130,76973.0,8,8,2.052520325346394,taxi,taxi,taxi
hk_person_01936412::unspecified_ride_tour,hk_person_01936412,3,resident,fixed_worker,dining,home,resident_dining_osm_4848347172_20130,home_hk_hh_0840033,83573.0,8,8,2.052520325346394,taxi,taxi,taxi
hk_person_01937109::unspecified_ride_tour,hk_person_01937109,2,resident,day_school_student,home,shopping,home_hk_hh_0840290,resident_shopping_osm_13387880998_47248,54422.0,8,1,4.929828363171148,taxi,taxi,taxi
hk_person_01937109::unspecified_ride_tour,hk_person_01937109,3,resident,day_school_student,shopping,social,resident_shopping_osm_13387880998_47248,resident_social_osm_12754150895_45623,61322.0,1,1,0.4550293695942943,taxi,taxi,taxi
hk_person_01937109::unspecified_ride_tour,hk_person_01937109,4,resident,day_school_student,social,home,resident_social_osm_12754150895_45623,home_hk_hh_0840290,70922.0,1,8,4.626983237034182,taxi,taxi,taxi
hk_person_01937315::unspecified_ride_tour,hk_person_01937315,2,resident,fixed_worker,home,personal_business,home_hk_hh_0840369,resident_personal_business_igeocom_531894,61200.0,8,6,2.872303553862367,taxi,taxi,taxi
hk_person_01937315::unspecified_ride_tour,hk_person_01937315,3,resident,fixed_worker,personal_business,dining,resident_personal_business_igeocom_531894,resident_dining_osm_11335191569_41618,68100.0,6,5,2.244131538659488,taxi,taxi,taxi
hk_person_01937315::unspecified_ride_tour,hk_person_01937315,4,resident,fixed_worker,dining,home,resident_dining_osm_11335191569_41618,home_hk_hh_0840369,74700.0,5,8,1.4404974295103485,taxi,taxi,taxi
hk_person_01938137::unspecified_ride_tour,hk_person_01938137,2,resident,day_school_student,home,social,home_hk_hh_0840673,resident_social_osm_11792843867_42889,58977.0,8,5,2.5543949344245194,taxi,taxi,taxi
hk_person_01938137::unspecified_ride_tour,hk_person_01938137,3,resident,day_school_student,social,home,resident_social_osm_11792843867_42889,home_hk_hh_0840673,68577.0,5,8,2.5543949344245194,taxi,taxi,taxi
hk_person_01938303::unspecified_ride_tour,hk_person_01938303,0,resident,home_only,home,shopping,home_hk_hh_0840733,resident_shopping_osm_9245070721_34209,43042.0,8,2,2.7333171824904126,other_ride,taxi,taxi
hk_person_01938303::unspecified_ride_tour,hk_person_01938303,1,resident,home_only,shopping,home,resident_shopping_osm_9245070721_34209,home_hk_hh_0840733,49942.0,2,8,2.7333171824904126,other_ride,taxi,taxi
hk_person_01938496::unspecified_ride_tour,hk_person_01938496,0,resident,work_home,home,dining,home_hk_hh_0840799,resident_dining_osm_missing_68061,39269.0,8,7,3.543114880294947,other_ride,taxi,taxi
hk_person_01938496::unspecified_ride_tour,hk_person_01938496,1,resident,work_home,dining,home,resident_dining_osm_missing_68061,home_hk_hh_0840799,45869.0,7,8,3.543114880294947,other_ride,taxi,taxi
hk_person_01938943::unspecified_ride_tour,hk_person_01938943,2,resident,day_school_student,home,dining,home_hk_hh_0840967,resident_dining_osm_10018328750_36596,59336.0,8,11,10.229114464297693,taxi,taxi,taxi
hk_person_01938943::unspecified_ride_tour,hk_person_01938943,3,resident,day_school_student,dining,home,resident_dining_osm_10018328750_36596,home_hk_hh_0840967,65936.0,11,8,10.229114464297693,taxi,taxi,taxi
hk_person_01939139::unspecified_ride_tour,hk_person_01939139,2,resident,fixed_worker,home,dining,home_hk_hh_0841039,resident_dining_osm_missing_73378,66679.0,8,8,1.2960503784198507,other_ride,taxi,taxi
hk_person_01939139::unspecified_ride_tour,hk_person_01939139,3,resident,fixed_worker,dining,home,resident_dining_osm_missing_73378,home_hk_hh_0841039,73279.0,8,8,1.2960503784198507,other_ride,taxi,taxi
hk_person_01939925::unspecified_ride_tour,hk_person_01939925,2,resident,day_school_student,home,dining,home_hk_hh_0841365,resident_dining_osm_10012668406_36573,59836.0,8,10,4.389802963365342,taxi,taxi,taxi
hk_person_01939925::unspecified_ride_tour,hk_person_01939925,3,resident,day_school_student,dining,home,resident_dining_osm_10012668406_36573,home_hk_hh_0841365,66436.0,10,8,4.389802963365342,taxi,taxi,taxi
hk_person_01941305::unspecified_ride_tour,hk_person_01941305,2,resident,fixed_worker,home,dining,home_hk_hh_0841992,resident_dining_osm_5154981124_24624,69396.0,8,2,3.4457047678172152,taxi,taxi,taxi
hk_person_01941305::unspecified_ride_tour,hk_person_01941305,3,resident,fixed_worker,dining,home,resident_dining_osm_5154981124_24624,home_hk_hh_0841992,75996.0,2,8,3.4457047678172152,taxi,taxi,taxi
hk_person_01941595::unspecified_ride_tour,hk_person_01941595,2,resident,fixed_worker,home,shopping,home_hk_hh_0842121,resident_shopping_igeocom_558279,67129.0,8,9,3.8503514177058102,taxi,taxi,taxi
hk_person_01941595::unspecified_ride_tour,hk_person_01941595,3,resident,fixed_worker,shopping,home,resident_shopping_igeocom_558279,home_hk_hh_0842121,74029.0,9,8,3.8503514177058102,taxi,taxi,taxi
hk_person_01941676::unspecified_ride_tour,hk_person_01941676,2,resident,work_mobile,home,dining,home_hk_hh_0842152,resident_dining_osm_10816279282_38269,70203.0,8,10,4.8448878331717395,other_ride,taxi,taxi
hk_person_01941676::unspecified_ride_tour,hk_person_01941676,3,resident,work_mobile,dining,shopping,resident_dining_osm_10816279282_38269,resident_shopping_igeocom_557292,76803.0,10,7,4.375254037721765,other_ride,taxi,taxi
hk_person_01941676::unspecified_ride_tour,hk_person_01941676,4,resident,work_mobile,shopping,home,resident_shopping_igeocom_557292,home_hk_hh_0842152,83703.0,7,8,3.599816825755916,other_ride,taxi,taxi
hk_person_01941836::unspecified_ride_tour,hk_person_01941836,2,resident,work_mobile,home,dining,home_hk_hh_0842221,resident_dining_osm_1299465453_2274,65998.0,8,2,3.3957314497497326,taxi,taxi,taxi
hk_person_01941836::unspecified_ride_tour,hk_person_01941836,3,resident,work_mobile,dining,home,resident_dining_osm_1299465453_2274,home_hk_hh_0842221,72598.0,2,8,3.3957314497497326,taxi,taxi,taxi
hk_person_01941874::unspecified_ride_tour,hk_person_01941874,0,resident,home_only,home,dining,home_hk_hh_0842240,resident_dining_osm_6759443421_29824,42494.0,8,2,3.024677396149396,taxi,other_ride,taxi
hk_person_01941874::unspecified_ride_tour,hk_person_01941874,1,resident,home_only,dining,home,resident_dining_osm_6759443421_29824,home_hk_hh_0842240,49094.0,2,8,3.024677396149396,taxi,other_ride,taxi
hk_person_01941920::unspecified_ride_tour,hk_person_01941920,0,resident,home_only,home,social,home_hk_hh_0842257,resident_social_osm_missing_63399,41746.0,8,9,5.0346574466597716,taxi,taxi,taxi
hk_person_01941920::unspecified_ride_tour,hk_person_01941920,1,resident,home_only,social,home,resident_social_osm_missing_63399,home_hk_hh_0842257,51346.0,9,8,5.0346574466597716,taxi,taxi,taxi
hk_person_01942491::unspecified_ride_tour,hk_person_01942491,2,resident,fixed_worker,home,dining,home_hk_hh_0842516,resident_dining_osm_4265737650_14832,66299.0,8,3,1.9087996001603666,taxi,taxi,taxi
hk_person_01942491::unspecified_ride_tour,hk_person_01942491,3,resident,fixed_worker,dining,home,resident_dining_osm_4265737650_14832,home_hk_hh_0842516,72899.0,3,8,1.9087996001603666,taxi,taxi,taxi
hk_person_01942722::unspecified_ride_tour,hk_person_01942722,2,resident,work_mobile,home,dining,home_hk_hh_0842621,resident_dining_osm_missing_60374,64074.0,8,9,5.955168295876527,taxi,taxi,taxi
hk_person_01942722::unspecified_ride_tour,hk_person_01942722,3,resident,work_mobile,dining,personal_business,resident_dining_osm_missing_60374,resident_personal_business_osm_1950761615_4538,70674.0,9,8,5.48266179378358,taxi,taxi,taxi
hk_person_01942722::unspecified_ride_tour,hk_person_01942722,4,resident,work_mobile,personal_business,home,resident_personal_business_osm_1950761615_4538,home_hk_hh_0842621,77574.0,8,8,0.4987690238426877,taxi,taxi,taxi
hk_person_01943452::unspecified_ride_tour,hk_person_01943452,2,resident,fixed_worker,home,shopping,home_hk_hh_0842956,resident_shopping_osm_1299465501_2312,73826.0,8,3,2.3779156487909474,taxi,taxi,taxi
hk_person_01943452::unspecified_ride_tour,hk_person_01943452,3,resident,fixed_worker,shopping,home,resident_shopping_osm_1299465501_2312,home_hk_hh_0842956,80726.0,3,8,2.3779156487909474,taxi,taxi,taxi
hk_person_01943492::unspecified_ride_tour,hk_person_01943492,2,resident,fixed_worker,home,shopping,home_hk_hh_0842974,resident_shopping_igeocom_21129568,74599.0,8,14,23.316025368545198,taxi,taxi,taxi
hk_person_01943492::unspecified_ride_tour,hk_person_01943492,3,resident,fixed_worker,shopping,home,resident_shopping_igeocom_21129568,home_hk_hh_0842974,81499.0,14,8,23.316025368545198,taxi,taxi,taxi
hk_person_01944018::unspecified_ride_tour,hk_person_01944018,0,resident,home_only,home,social,home_hk_hh_0843208,resident_social_osm_10132193012_36930,37633.0,8,19,7.450673671973834,taxi,taxi,taxi
hk_person_01944018::unspecified_ride_tour,hk_person_01944018,1,resident,home_only,social,home,resident_social_osm_10132193012_36930,home_hk_hh_0843208,47233.0,19,8,7.450673671973834,taxi,taxi,taxi
hk_person_01946342::unspecified_ride_tour,hk_person_01946342,0,resident,home_only,home,leisure,home_hk_hh_0844258,resident_leisure_igeocom_536962,43769.0,8,9,3.907455728231597,taxi,taxi,taxi
hk_person_01946342::unspecified_ride_tour,hk_person_01946342,1,resident,home_only,leisure,shopping,resident_leisure_igeocom_536962,resident_shopping_osm_12491833459_44898,55169.0,9,8,3.7976475821375297,taxi,taxi,taxi
hk_person_01946342::unspecified_ride_tour,hk_person_01946342,2,resident,home_only,shopping,home,resident_shopping_osm_12491833459_44898,home_hk_hh_0844258,62069.0,8,8,0.17694515854636822,taxi,taxi,taxi
hk_person_01946574::unspecified_ride_tour,hk_person_01946574,2,resident,fixed_worker,home,dining,home_hk_hh_0844359,resident_dining_osm_6159587552_27361,66111.0,8,4,6.7862667870556415,taxi,taxi,taxi
hk_person_01946574::unspecified_ride_tour,hk_person_01946574,3,resident,fixed_worker,dining,home,resident_dining_osm_6159587552_27361,home_hk_hh_0844359,72711.0,4,8,6.7862667870556415,taxi,taxi,taxi
hk_person_01946811::unspecified_ride_tour,hk_person_01946811,0,resident,home_only,home,leisure,home_hk_hh_0844481,resident_leisure_igeocom_548365,59551.0,8,2,3.8815986102674325,taxi,taxi,taxi
hk_person_01946811::unspecified_ride_tour,hk_person_01946811,1,resident,home_only,leisure,home,resident_leisure_igeocom_548365,home_hk_hh_0844481,70951.0,2,8,3.8815986102674325,taxi,taxi,taxi
hk_person_01947000::unspecified_ride_tour,hk_person_01947000,0,resident,home_only,home,shopping,home_hk_hh_0844569,resident_shopping_osm_4249896893_14563,32400.0,8,6,1.873960904224872,taxi,taxi,taxi
hk_person_01947000::unspecified_ride_tour,hk_person_01947000,1,resident,home_only,shopping,social,resident_shopping_osm_4249896893_14563,resident_social_igeocom_536862,39300.0,6,8,3.0395478853571998,taxi,taxi,taxi
hk_person_01947000::unspecified_ride_tour,hk_person_01947000,2,resident,home_only,social,home,resident_social_igeocom_536862,home_hk_hh_0844569,48900.0,8,8,3.3607984394990953,taxi,taxi,taxi
hk_person_01947281::unspecified_ride_tour,hk_person_01947281,0,resident,home_only,home,dining,home_hk_hh_0844692,resident_dining_osm_7949583415_32270,45651.0,8,11,10.598933168299501,taxi,taxi,taxi
hk_person_01947281::unspecified_ride_tour,hk_person_01947281,1,resident,home_only,dining,home,resident_dining_osm_7949583415_32270,home_hk_hh_0844692,52251.0,11,8,10.598933168299501,taxi,taxi,taxi
hk_person_01948028::unspecified_ride_tour,hk_person_01948028,2,resident,fixed_worker,home,shopping,home_hk_hh_0845030,resident_shopping_igeocom_21273877,73994.0,8,8,0.6882122069376776,taxi,taxi,taxi
hk_person_01948028::unspecified_ride_tour,hk_person_01948028,3,resident,fixed_worker,shopping,home,resident_shopping_igeocom_21273877,home_hk_hh_0845030,80894.0,8,8,0.6882122069376776,taxi,taxi,taxi
hk_person_01948292::unspecified_ride_tour,hk_person_01948292,0,resident,home_only,home,dining,home_hk_hh_0845152,resident_dining_osm_1180107928_1662,32243.0,8,4,7.467519511751039,other_ride,taxi,taxi
hk_person_01948292::unspecified_ride_tour,hk_person_01948292,1,resident,home_only,dining,home,resident_dining_osm_1180107928_1662,home_hk_hh_0845152,38843.0,4,8,7.467519511751039,other_ride,taxi,taxi
hk_person_01948364::unspecified_ride_tour,hk_person_01948364,0,resident,home_only,home,social,home_hk_hh_0845179,resident_social_osm_missing_66260,40519.0,8,1,4.7612551193782675,taxi,taxi,taxi
hk_person_01948364::unspecified_ride_tour,hk_person_01948364,1,resident,home_only,social,home,resident_social_osm_missing_66260,home_hk_hh_0845179,50119.0,1,8,4.7612551193782675,taxi,taxi,taxi
hk_person_01949087::unspecified_ride_tour,hk_person_01949087,2,resident,fixed_worker,home,shopping,home_hk_hh_0845503,resident_shopping_igeocom_21230263,67436.0,8,8,2.2301087425478294,other_ride,taxi,taxi
hk_person_01949087::unspecified_ride_tour,hk_person_01949087,3,resident,fixed_worker,shopping,leisure,resident_shopping_igeocom_21230263,resident_leisure_igeocom_547443,74336.0,8,8,0.7072522083027932,other_ride,taxi,taxi
hk_person_01949087::unspecified_ride_tour,hk_person_01949087,4,resident,fixed_worker,leisure,home,resident_leisure_igeocom_547443,home_hk_hh_0845503,85736.0,8,8,2.352632597559227,other_ride,taxi,taxi
hk_person_01950761::unspecified_ride_tour,hk_person_01950761,2,resident,fixed_worker,home,leisure,home_hk_hh_0846234,resident_leisure_osm_missing_55350,70727.0,8,8,0.820357032649238,taxi,taxi,taxi
hk_person_01950761::unspecified_ride_tour,hk_person_01950761,3,resident,fixed_worker,leisure,dining,resident_leisure_osm_missing_55350,resident_dining_osm_4862335141_22675,82127.0,8,19,8.429636742888848,taxi,taxi,taxi
hk_person_01950761::unspecified_ride_tour,hk_person_01950761,4,resident,fixed_worker,dining,home,resident_dining_osm_4862335141_22675,home_hk_hh_0846234,88727.0,19,8,9.033667707201653,taxi,taxi,taxi
hk_person_01951366::unspecified_ride_tour,hk_person_01951366,0,resident,home_only,home,medical,home_hk_hh_0846465,resident_medical_igeocom_546398,34134.0,8,13,9.935697963028796,taxi,taxi,taxi
hk_person_01951366::unspecified_ride_tour,hk_person_01951366,1,resident,home_only,medical,shopping,resident_medical_igeocom_546398,resident_shopping_osm_10777251889_37942,41934.0,13,6,7.517437703501144,taxi,taxi,taxi
hk_person_01951366::unspecified_ride_tour,hk_person_01951366,2,resident,home_only,shopping,home,resident_shopping_osm_10777251889_37942,home_hk_hh_0846465,48834.0,6,8,2.423933101943586,taxi,taxi,taxi
hk_person_01952606::unspecified_ride_tour,hk_person_01952606,0,resident,home_only,home,shopping,home_hk_hh_0846942,resident_shopping_igeocom_552641,45328.0,8,3,3.1908273286071753,taxi,taxi,taxi
hk_person_01952606::unspecified_ride_tour,hk_person_01952606,1,resident,home_only,shopping,home,resident_shopping_igeocom_552641,home_hk_hh_0846942,52228.0,3,8,3.1908273286071753,taxi,taxi,taxi
hk_person_01953270::unspecified_ride_tour,hk_person_01953270,0,resident,home_only,home,personal_business,home_hk_hh_0847202,resident_personal_business_igeocom_548425,55217.0,8,21,9.255562569765823,taxi,taxi,taxi
hk_person_01953270::unspecified_ride_tour,hk_person_01953270,1,resident,home_only,personal_business,shopping,resident_personal_business_igeocom_548425,resident_shopping_osm_4850379261_20564,62117.0,21,5,10.358755935893528,taxi,taxi,taxi
hk_person_01953270::unspecified_ride_tour,hk_person_01953270,2,resident,home_only,shopping,home,resident_shopping_osm_4850379261_20564,home_hk_hh_0847202,69017.0,5,8,1.400418721681599,taxi,taxi,taxi
hk_person_01953366::unspecified_ride_tour,hk_person_01953366,0,resident,home_only,home,dining,home_hk_hh_0847235,resident_dining_osm_4156250891_14265,45004.0,8,2,3.9728640184213204,taxi,taxi,taxi
hk_person_01953366::unspecified_ride_tour,hk_person_01953366,1,resident,home_only,dining,home,resident_dining_osm_4156250891_14265,home_hk_hh_0847235,51604.0,2,8,3.9728640184213204,taxi,taxi,taxi
hk_person_01953860::unspecified_ride_tour,hk_person_01953860,2,resident,fixed_worker,home,shopping,home_hk_hh_0847426,resident_shopping_igeocom_549640,64848.0,8,6,2.406690763614528,taxi,taxi,taxi
hk_person_01953860::unspecified_ride_tour,hk_person_01953860,3,resident,fixed_worker,shopping,shopping,resident_shopping_igeocom_549640,resident_shopping_igeocom_541143,71748.0,6,21,10.003222724564338,taxi,taxi,taxi
hk_person_01953860::unspecified_ride_tour,hk_person_01953860,4,resident,fixed_worker,shopping,home,resident_shopping_igeocom_541143,home_hk_hh_0847426,78648.0,21,8,8.282093181459228,taxi,taxi,taxi
hk_person_01954870::unspecified_ride_tour,hk_person_01954870,2,resident,fixed_worker,home,dining,home_hk_hh_0847809,resident_dining_osm_9789497977_35356,67193.0,8,8,2.3820632829395385,taxi,taxi,taxi
hk_person_01954870::unspecified_ride_tour,hk_person_01954870,3,resident,fixed_worker,dining,shopping,resident_dining_osm_9789497977_35356,resident_shopping_igeocom_562587,73793.0,8,11,8.670594484464493,taxi,taxi,taxi
hk_person_01954870::unspecified_ride_tour,hk_person_01954870,4,resident,fixed_worker,shopping,home,resident_shopping_igeocom_562587,home_hk_hh_0847809,80693.0,11,8,9.947156560010646,taxi,taxi,taxi
hk_person_01955740::unspecified_ride_tour,hk_person_01955740,2,resident,work_mobile,home,leisure,home_hk_hh_0848148,resident_leisure_igeocom_562337,65442.0,8,2,5.133775928366349,taxi,taxi,taxi
hk_person_01955740::unspecified_ride_tour,hk_person_01955740,3,resident,work_mobile,leisure,home,resident_leisure_igeocom_562337,home_hk_hh_0848148,76842.0,2,8,5.133775928366349,taxi,taxi,taxi
hk_person_01955786::unspecified_ride_tour,hk_person_01955786,2,resident,fixed_worker,home,shopping,home_hk_hh_0848167,resident_shopping_osm_12410362406_44460,72151.0,8,4,8.722699720410729,taxi,other_ride,taxi
hk_person_01955786::unspecified_ride_tour,hk_person_01955786,3,resident,fixed_worker,shopping,home,resident_shopping_osm_12410362406_44460,home_hk_hh_0848167,79051.0,4,8,8.722699720410729,taxi,other_ride,taxi
hk_person_01955888::unspecified_ride_tour,hk_person_01955888,2,resident,fixed_worker,home,dining,home_hk_hh_0848202,resident_dining_osm_1571059914_2730,68266.0,8,1,4.6053248342091,other_ride,taxi,taxi
hk_person_01955888::unspecified_ride_tour,hk_person_01955888,3,resident,fixed_worker,dining,leisure,resident_dining_osm_1571059914_2730,resident_leisure_osm_missing_70623,74866.0,1,12,10.408590419664247,other_ride,taxi,taxi
hk_person_01955888::unspecified_ride_tour,hk_person_01955888,4,resident,fixed_worker,leisure,home,resident_leisure_osm_missing_70623,home_hk_hh_0848202,86266.0,12,8,9.431039571604208,other_ride,taxi,taxi
hk_person_01956195::unspecified_ride_tour,hk_person_01956195,2,resident,day_school_student,home,leisure,home_hk_hh_0848326,resident_leisure_igeocom_540759,61358.0,8,2,2.551939711995018,taxi,taxi,taxi
hk_person_01956195::unspecified_ride_tour,hk_person_01956195,3,resident,day_school_student,leisure,home,resident_leisure_igeocom_540759,home_hk_hh_0848326,72758.0,2,8,2.551939711995018,taxi,taxi,taxi
hk_person_01956844::unspecified_ride_tour,hk_person_01956844,0,resident,home_only,home,leisure,home_hk_hh_0848567,resident_leisure_osm_missing_52689,38651.0,8,10,4.87191915832833,taxi,taxi,taxi
hk_person_01956844::unspecified_ride_tour,hk_person_01956844,1,resident,home_only,leisure,home,resident_leisure_osm_missing_52689,home_hk_hh_0848567,50051.0,10,8,4.87191915832833,taxi,taxi,taxi
hk_person_01957135::unspecified_ride_tour,hk_person_01957135,0,resident,home_only,home,shopping,home_hk_hh_0848682,resident_shopping_osm_11873993394_43111,55013.0,8,7,2.8862155423022307,taxi,taxi,taxi
hk_person_01957135::unspecified_ride_tour,hk_person_01957135,1,resident,home_only,shopping,leisure,resident_shopping_osm_11873993394_43111,resident_leisure_igeocom_549835,61913.0,7,19,7.460273472042629,taxi,taxi,taxi
hk_person_01957135::unspecified_ride_tour,hk_person_01957135,2,resident,home_only,leisure,home,resident_leisure_igeocom_549835,home_hk_hh_0848682,73313.0,19,8,9.57976177368397,taxi,taxi,taxi
hk_person_01957137::unspecified_ride_tour,hk_person_01957137,0,resident,work_home,home,leisure,home_hk_hh_0848682,resident_leisure_osm_missing_62338,51301.0,8,5,1.4268228157639182,taxi,taxi,taxi
hk_person_01957137::unspecified_ride_tour,hk_person_01957137,1,resident,work_home,leisure,dining,resident_leisure_osm_missing_62338,resident_dining_osm_9428596677_34476,62701.0,5,7,2.709468588343434,taxi,taxi,taxi
