tour_id,person_id,population_group,role,classification_source,activity_purpose,tour_leg_count,manifest_ride_leg_count,leg_sequences,tour_departure_time_s,departure_period,origin_tcs_zone,first_destination_tcs_zone,second_destination_tcs_zone,tcs26_tour_chain,tour_distance_km,distance_band,household_id,age,sex,dcca,grid_id,tcs_zone,household_private_vehicle_count,potential_household_vehicle_access,is_designated_driver,assigned_vehicle_count,income_band_tcs,housing_type,visitor_day_kind,candidate_leg_count,low_selected_as_taxi,low_classification,base_selected_as_taxi,base_classification,high_selected_as_taxi,high_classification
hk_person_00108504::unspecified_ride_tour,hk_person_00108504,resident,day_school_student,resident_discretionary_ride_assignment,leisure>dining,3,3,2|3|4,59432.0,03_evening_peak_1600_1959,1,2,2,1>2>2>1,11.047652125117374,03_10_20km,hk_hh_0038280,13,M,1107,674,1,0.0,False,False,0.0,3.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00109317::unspecified_ride_tour,hk_person_00109317,resident,home_only,resident_discretionary_ride_assignment,shopping>leisure,3,3,0|1|2,35588.0,01_morning_0600_0959,1,8,10,1>8>10>1,21.227620128051434,04_20km_plus,hk_hh_0038596,80,F,1107,674,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00109333::unspecified_ride_tour,hk_person_00109333,resident,fixed_worker,resident_discretionary_ride_assignment,leisure>dining,3,3,2|3|4,66050.0,03_evening_peak_1600_1959,1,1,6,1>1>6>1,12.25382037999929,03_10_20km,hk_hh_0038601,23,M,1107,674,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00109904::unspecified_ride_tour,hk_person_00109904,resident,fixed_worker,resident_discretionary_ride_assignment,shopping>dining,3,3,2|3|4,71345.0,03_evening_peak_1600_1959,1,5,17,1>5>17>1,39.96764834151253,04_20km_plus,hk_hh_0038830,49,F,1107,674,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,False,other_ride,True,taxi
hk_person_00110412::unspecified_ride_tour,hk_person_00110412,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,38468.0,02_midday_1000_1559,1,5,-1,1>5>1,10.850624662346462,03_10_20km,hk_hh_0039017,95,M,1107,642,1,1.0,True,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00110716::unspecified_ride_tour,hk_person_00110716,resident,work_mobile,resident_discretionary_ride_assignment,shopping,2,2,2|3,68033.0,03_evening_peak_1600_1959,1,4,-1,1>4>1,4.62987077171073,01_2_5km,hk_hh_0039139,57,M,1107,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00110718::unspecified_ride_tour,hk_person_00110718,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,51142.0,02_midday_1000_1559,1,1,-1,1>1>1,4.459316775166816,01_2_5km,hk_hh_0039139,59,F,1107,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00110995::unspecified_ride_tour,hk_person_00110995,resident,home_only,resident_discretionary_ride_assignment,shopping>dining,3,3,0|1|2,64800.0,03_evening_peak_1600_1959,1,6,10,1>6>10>1,19.733113007823263,03_10_20km,hk_hh_0039261,49,F,1107,674,1,0.0,False,False,0.0,1.0,public_rental,,3,True,taxi,False,other_ride,True,taxi
hk_person_00111163::unspecified_ride_tour,hk_person_00111163,resident,home_only,resident_discretionary_ride_assignment,social>personal_business,3,3,0|1|2,36440.0,02_midday_1000_1559,1,1,4,1>1>4>1,6.150528685707572,02_5_10km,hk_hh_0039331,78,F,1107,674,1,0.0,False,False,0.0,2.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00111286::unspecified_ride_tour,hk_person_00111286,resident,home_only,resident_discretionary_ride_assignment,shopping>social,3,3,0|1|2,30600.0,01_morning_0600_0959,1,1,12,1>1>12>1,25.30844193499668,04_20km_plus,hk_hh_0039374,72,F,1107,673,1,0.0,False,False,0.0,3.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00111408::unspecified_ride_tour,hk_person_00111408,resident,fixed_worker,resident_discretionary_ride_assignment,shopping>dining,3,3,2|3|4,66207.0,03_evening_peak_1600_1959,1,5,8,1>5>8>1,17.000384478840267,03_10_20km,hk_hh_0039426,47,F,1107,674,1,0.0,False,False,0.0,4.0,private_permanent,,3,False,other_ride,True,taxi,True,taxi
hk_person_00111461::unspecified_ride_tour,hk_person_00111461,resident,fixed_worker,resident_discretionary_ride_assignment,personal_business,2,2,2|3,72422.0,04_night_2000_2359,1,3,-1,1>3>1,19.581490953893482,03_10_20km,hk_hh_0039445,38,F,1107,641,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00111511::unspecified_ride_tour,hk_person_00111511,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,48512.0,02_midday_1000_1559,1,1,-1,1>1>1,1.6809838258892178,00_0_2km,hk_hh_0039468,35,M,1107,674,1,0.0,False,False,0.0,3.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00111512::unspecified_ride_tour,hk_person_00111512,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,56459.0,02_midday_1000_1559,1,8,-1,1>8>1,17.322955532371257,03_10_20km,hk_hh_0039468,62,M,1107,674,1,0.0,False,False,0.0,3.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00112157::unspecified_ride_tour,hk_person_00112157,resident,fixed_worker,resident_discretionary_ride_assignment,dining,2,2,2|3,69684.0,03_evening_peak_1600_1959,1,6,-1,1>6>1,11.91479890445008,03_10_20km,hk_hh_0039718,40,F,1107,674,1,0.0,False,False,0.0,1.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00112320::unspecified_ride_tour,hk_person_00112320,resident,work_mobile,resident_discretionary_ride_assignment,dining>leisure,3,3,2|3|4,65898.0,03_evening_peak_1600_1959,1,6,7,1>6>7>1,16.39547270365508,03_10_20km,hk_hh_0039781,34,F,1107,674,1,0.0,False,False,0.0,4.0,private_permanent,,3,False,other_ride,True,taxi,True,taxi
hk_person_00112757::unspecified_ride_tour,hk_person_00112757,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,54478.0,02_midday_1000_1559,1,7,-1,1>7>1,12.969047356853848,03_10_20km,hk_hh_0039951,51,M,1107,674,1,1.0,True,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,False,other_ride
hk_person_00113384::unspecified_ride_tour,hk_person_00113384,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,56033.0,02_midday_1000_1559,1,2,-1,1>2>1,10.531331990118256,03_10_20km,hk_hh_0040219,35,M,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00113387::unspecified_ride_tour,hk_person_00113387,resident,day_school_student,resident_discretionary_ride_assignment,dining,2,2,2|3,58474.0,03_evening_peak_1600_1959,1,1,-1,1>1>1,4.42509501839494,01_2_5km,hk_hh_0040219,12,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,False,other_ride,True,taxi
hk_person_00114252::unspecified_ride_tour,hk_person_00114252,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,33813.0,01_morning_0600_0959,1,8,-1,1>8>1,13.330186141590556,03_10_20km,hk_hh_0040570,79,M,1108,675,1,0.0,False,False,0.0,2.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00114675::unspecified_ride_tour,hk_person_00114675,resident,home_only,resident_discretionary_ride_assignment,shopping>social,3,3,0|1|2,42070.0,02_midday_1000_1559,1,1,1,1>1>1>1,4.865132882788298,01_2_5km,hk_hh_0040737,70,M,1108,674,1,0.0,False,False,0.0,1.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00115410::unspecified_ride_tour,hk_person_00115410,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,39366.0,02_midday_1000_1559,1,19,-1,1>19>1,26.902098900775094,04_20km_plus,hk_hh_0041017,85,M,1108,674,1,0.0,False,False,0.0,2.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00115453::unspecified_ride_tour,hk_person_00115453,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,32886.0,01_morning_0600_0959,1,2,-1,1>2>1,10.722848113713184,03_10_20km,hk_hh_0041032,80,M,1108,675,1,1.0,True,False,0.0,5.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00115538::unspecified_ride_tour,hk_person_00115538,resident,work_home,resident_discretionary_ride_assignment,shopping,2,2,0|1,44371.0,02_midday_1000_1559,1,5,-1,1>5>1,11.187277552673876,03_10_20km,hk_hh_0041065,54,M,1108,675,1,0.0,False,False,0.0,5.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00117179::unspecified_ride_tour,hk_person_00117179,resident,fixed_worker,resident_discretionary_ride_assignment,dining,2,2,2|3,67316.0,03_evening_peak_1600_1959,1,3,-1,1>3>1,19.77194713885915,03_10_20km,hk_hh_0041705,24,M,1108,674,1,0.0,False,False,0.0,4.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00117746::unspecified_ride_tour,hk_person_00117746,resident,home_only,resident_discretionary_ride_assignment,medical>shopping,3,3,0|1|2,33462.0,01_morning_0600_0959,1,1,21,1>1>21>1,28.212778235622288,04_20km_plus,hk_hh_0041936,79,M,1108,675,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00117826::unspecified_ride_tour,hk_person_00117826,resident,fixed_worker,resident_discretionary_ride_assignment,dining,2,2,2|3,67652.0,03_evening_peak_1600_1959,1,2,-1,1>2>1,9.277963123949245,02_5_10km,hk_hh_0041964,41,F,1108,674,1,1.0,True,False,0.0,2.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00117983::unspecified_ride_tour,hk_person_00117983,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,57864.0,03_evening_peak_1600_1959,1,2,-1,1>2>1,13.574045855414068,03_10_20km,hk_hh_0042025,12,F,1108,675,1,0.0,False,False,0.0,4.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00117989::unspecified_ride_tour,hk_person_00117989,resident,home_only,resident_discretionary_ride_assignment,dining>shopping,3,3,0|1|2,47339.0,02_midday_1000_1559,1,1,13,1>1>13>1,19.686925482252867,03_10_20km,hk_hh_0042027,45,M,1108,675,1,0.0,False,False,0.0,4.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00118210::unspecified_ride_tour,hk_person_00118210,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,38352.0,02_midday_1000_1559,1,1,-1,1>1>1,0.33342634679913774,00_0_2km,hk_hh_0042113,72,M,1108,675,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,False,other_ride,True,taxi
hk_person_00118576::unspecified_ride_tour,hk_person_00118576,resident,home_only,resident_discretionary_ride_assignment,shopping>dining,3,3,0|1|2,38764.0,02_midday_1000_1559,1,2,5,1>2>5>1,13.441966128100155,03_10_20km,hk_hh_0042257,48,F,1108,675,1,0.0,False,False,0.0,3.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00118690::unspecified_ride_tour,hk_person_00118690,resident,fixed_worker,resident_discretionary_ride_assignment,shopping,2,2,2|3,68882.0,03_evening_peak_1600_1959,1,1,-1,1>1>1,7.185377916130899,02_5_10km,hk_hh_0042304,25,M,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,False,other_ride,True,taxi
hk_person_00118761::unspecified_ride_tour,hk_person_00118761,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,37874.0,02_midday_1000_1559,1,8,-1,1>8>1,13.079187948458758,03_10_20km,hk_hh_0042329,89,M,1108,674,1,0.0,False,False,0.0,4.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00119040::unspecified_ride_tour,hk_person_00119040,resident,fixed_worker,resident_discretionary_ride_assignment,shopping>dining,3,3,2|3|4,67624.0,03_evening_peak_1600_1959,1,17,24,1>17>24>1,54.79837370890844,04_20km_plus,hk_hh_0042440,66,M,1108,674,1,0.0,False,False,0.0,1.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00119373::unspecified_ride_tour,hk_person_00119373,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,44156.0,02_midday_1000_1559,1,4,-1,1>4>1,9.524431207399978,02_5_10km,hk_hh_0042577,82,F,1108,675,1,0.0,False,False,0.0,4.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00119531::unspecified_ride_tour,hk_person_00119531,resident,home_only,resident_discretionary_ride_assignment,personal_business,2,2,0|1,39113.0,02_midday_1000_1559,1,5,-1,1>5>1,8.27852893925732,02_5_10km,hk_hh_0042642,93,M,1108,675,1,0.0,False,False,0.0,1.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00119603::unspecified_ride_tour,hk_person_00119603,resident,fixed_worker,resident_discretionary_ride_assignment,dining,2,2,2|3,66627.0,03_evening_peak_1600_1959,1,1,-1,1>1>1,4.255828023196485,01_2_5km,hk_hh_0042674,49,M,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00119604::unspecified_ride_tour,hk_person_00119604,resident,work_home,resident_discretionary_ride_assignment,shopping,2,2,0|1,35865.0,01_morning_0600_0959,1,21,-1,1>21>1,25.17819021478215,04_20km_plus,hk_hh_0042674,25,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,False,other_ride,True,taxi
hk_person_00119722::unspecified_ride_tour,hk_person_00119722,resident,fixed_worker,resident_discretionary_ride_assignment,dining>leisure,3,3,2|3|4,73014.0,04_night_2000_2359,1,8,4,1>8>4>1,24.509068358180517,04_20km_plus,hk_hh_0042726,63,M,1108,675,1,0.0,False,False,0.0,1.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00119789::unspecified_ride_tour,hk_person_00119789,resident,home_only,resident_discretionary_ride_assignment,shopping>shopping,3,3,0|1|2,44101.0,02_midday_1000_1559,1,7,7,1>7>7>1,15.20867489382596,03_10_20km,hk_hh_0042754,55,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00120037::unspecified_ride_tour,hk_person_00120037,resident,fixed_worker,resident_discretionary_ride_assignment,leisure>shopping,3,3,2|3|4,69681.0,03_evening_peak_1600_1959,1,6,1,1>6>1>1,13.993851777291109,03_10_20km,hk_hh_0042853,30,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00120515::unspecified_ride_tour,hk_person_00120515,resident,home_only,resident_discretionary_ride_assignment,leisure>dining,3,3,0|1|2,51575.0,02_midday_1000_1559,1,8,10,1>8>10>1,17.565715809175003,03_10_20km,hk_hh_0043041,61,F,1108,675,1,0.0,False,False,0.0,1.0,private_permanent,,3,True,taxi,False,other_ride,True,taxi
hk_person_00121341::unspecified_ride_tour,hk_person_00121341,resident,fixed_worker,resident_discretionary_ride_assignment,shopping,2,2,2|3,65264.0,03_evening_peak_1600_1959,1,5,-1,1>5>1,8.837794361269966,02_5_10km,hk_hh_0043361,35,M,1108,674,1,0.0,False,False,0.0,4.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00121654::unspecified_ride_tour,hk_person_00121654,resident,home_only,resident_discretionary_ride_assignment,leisure>dining,3,3,0|1|2,52582.0,02_midday_1000_1559,1,6,5,1>6>5>1,11.97045622739591,03_10_20km,hk_hh_0043482,26,F,1108,674,1,0.0,False,False,0.0,4.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00122160::unspecified_ride_tour,hk_person_00122160,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,40335.0,02_midday_1000_1559,1,1,-1,1>1>1,1.312434042680565,00_0_2km,hk_hh_0043675,72,M,1108,674,1,0.0,False,False,0.0,2.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00122185::unspecified_ride_tour,hk_person_00122185,resident,work_mobile,resident_discretionary_ride_assignment,leisure>shopping,3,3,2|3|4,64590.0,03_evening_peak_1600_1959,1,11,20,1>11>20>1,40.645896434060596,04_20km_plus,hk_hh_0043685,42,M,1108,675,1,0.0,False,False,0.0,3.0,private_permanent,,3,False,other_ride,True,taxi,True,taxi
hk_person_00122855::unspecified_ride_tour,hk_person_00122855,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,32819.0,01_morning_0600_0959,1,2,-1,1>2>1,9.098294549723255,02_5_10km,hk_hh_0043953,31,F,1108,675,1,0.0,False,False,0.0,2.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00123345::unspecified_ride_tour,hk_person_00123345,resident,home_only,resident_discretionary_ride_assignment,social,2,2,0|1,31350.0,01_morning_0600_0959,1,5,-1,1>5>1,9.692224485548419,02_5_10km,hk_hh_0044147,77,F,1108,674,1,1.0,True,False,0.0,1.0,private_permanent,,2,False,other_ride,False,other_ride,True,taxi
hk_person_00123896::unspecified_ride_tour,hk_person_00123896,resident,fixed_worker,resident_discretionary_ride_assignment,dining>shopping,3,3,2|3|4,66424.0,03_evening_peak_1600_1959,1,6,9,1>6>9>1,20.40561792176578,04_20km_plus,hk_hh_0044375,31,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00124037::unspecified_ride_tour,hk_person_00124037,resident,home_only,resident_discretionary_ride_assignment,social>medical,3,3,0|1|2,38811.0,02_midday_1000_1559,1,19,19,1>19>19>1,33.28489351602695,04_20km_plus,hk_hh_0044430,93,M,1108,675,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00124137::unspecified_ride_tour,hk_person_00124137,resident,fixed_worker,resident_discretionary_ride_assignment,shopping,2,2,2|3,66840.0,03_evening_peak_1600_1959,1,8,-1,1>8>1,13.695356714676457,03_10_20km,hk_hh_0044468,38,F,1108,674,1,2.0,True,False,0.0,5.0,private_permanent,,2,True,taxi,False,other_ride,True,taxi
hk_person_00124987::unspecified_ride_tour,hk_person_00124987,resident,home_only,resident_discretionary_ride_assignment,social,2,2,0|1,55826.0,02_midday_1000_1559,1,11,-1,1>11>1,20.062583853303266,04_20km_plus,hk_hh_0044802,51,M,1108,674,1,0.0,False,False,0.0,1.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00125025::unspecified_ride_tour,hk_person_00125025,resident,fixed_worker,resident_discretionary_ride_assignment,leisure>medical,3,3,2|3|4,65856.0,03_evening_peak_1600_1959,1,7,4,1>7>4>1,21.875909200425543,04_20km_plus,hk_hh_0044816,44,F,1108,674,1,0.0,False,False,0.0,3.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00125271::unspecified_ride_tour,hk_person_00125271,resident,work_mobile,resident_discretionary_ride_assignment,shopping,2,2,2|3,70262.0,03_evening_peak_1600_1959,1,7,-1,1>7>1,14.502214778065184,03_10_20km,hk_hh_0044911,39,F,1108,675,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00125468::unspecified_ride_tour,hk_person_00125468,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,45467.0,02_midday_1000_1559,1,13,-1,1>13>1,14.557279714077577,03_10_20km,hk_hh_0044986,32,M,1108,674,1,0.0,False,False,0.0,1.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00125756::unspecified_ride_tour,hk_person_00125756,resident,home_only,resident_discretionary_ride_assignment,social,2,2,0|1,43740.0,02_midday_1000_1559,1,7,-1,1>7>1,12.375396199972034,03_10_20km,hk_hh_0045106,61,M,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00125757::unspecified_ride_tour,hk_person_00125757,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,33228.0,01_morning_0600_0959,1,8,-1,1>8>1,13.027326846993091,03_10_20km,hk_hh_0045107,94,F,1108,674,1,0.0,False,False,0.0,2.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00125759::unspecified_ride_tour,hk_person_00125759,resident,fixed_worker,resident_discretionary_ride_assignment,leisure,2,2,2|3,73800.0,04_night_2000_2359,1,5,-1,1>5>1,10.694200388218924,03_10_20km,hk_hh_0045107,48,M,1108,674,1,0.0,False,False,0.0,2.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00125775::unspecified_ride_tour,hk_person_00125775,resident,home_only,resident_discretionary_ride_assignment,social,2,2,0|1,52922.0,02_midday_1000_1559,1,1,-1,1>1>1,6.961284889236995,02_5_10km,hk_hh_0045112,19,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00125776::unspecified_ride_tour,hk_person_00125776,resident,home_only,resident_discretionary_ride_assignment,social,2,2,0|1,42112.0,02_midday_1000_1559,1,8,-1,1>8>1,14.80787707524399,03_10_20km,hk_hh_0045112,76,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00125871::unspecified_ride_tour,hk_person_00125871,resident,tertiary_student,resident_discretionary_ride_assignment,dining>shopping,3,3,2|3|4,59204.0,03_evening_peak_1600_1959,1,6,7,1>6>7>1,15.209743800307404,03_10_20km,hk_hh_0045148,22,F,1108,675,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00125872::unspecified_ride_tour,hk_person_00125872,resident,home_only,resident_discretionary_ride_assignment,social,2,2,0|1,45338.0,02_midday_1000_1559,1,2,-1,1>2>1,9.541486123774474,02_5_10km,hk_hh_0045148,50,F,1108,675,1,0.0,False,False,0.0,5.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00126980::unspecified_ride_tour,hk_person_00126980,resident,home_only,resident_discretionary_ride_assignment,social,2,2,0|1,35482.0,01_morning_0600_0959,1,2,-1,1>2>1,11.077298332276033,03_10_20km,hk_hh_0045573,80,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00126983::unspecified_ride_tour,hk_person_00126983,resident,fixed_worker,resident_discretionary_ride_assignment,leisure,2,2,2|3,63676.0,03_evening_peak_1600_1959,1,7,-1,1>7>1,12.429731165217103,03_10_20km,hk_hh_0045573,28,F,1108,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00127016::unspecified_ride_tour,hk_person_00127016,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,39780.0,02_midday_1000_1559,1,1,-1,1>1>1,5.211122213079643,02_5_10km,hk_hh_0045585,95,F,1108,674,1,0.0,False,False,0.0,2.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00127168::unspecified_ride_tour,hk_person_00127168,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,52901.0,02_midday_1000_1559,1,3,-1,1>3>1,13.202684163144477,03_10_20km,hk_hh_0045643,61,F,1108,674,1,0.0,False,False,0.0,4.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00127740::unspecified_ride_tour,hk_person_00127740,resident,day_school_student,resident_discretionary_ride_assignment,leisure>leisure,3,3,2|3|4,57841.0,03_evening_peak_1600_1959,1,5,20,1>5>20>1,40.399305414838445,04_20km_plus,hk_hh_0045857,7,M,1109,708,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00127810::unspecified_ride_tour,hk_person_00127810,resident,day_school_student,resident_discretionary_ride_assignment,dining>shopping,3,3,2|3|4,57193.0,02_midday_1000_1559,1,5,17,1>5>17>1,40.39064999238326,04_20km_plus,hk_hh_0045877,5,F,1109,708,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00128057::unspecified_ride_tour,hk_person_00128057,resident,home_only,resident_discretionary_ride_assignment,dining>leisure,3,3,0|1|2,31202.0,01_morning_0600_0959,1,4,2,1>4>2>1,14.194178803803341,03_10_20km,hk_hh_0045962,66,M,1109,708,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00128257::unspecified_ride_tour,hk_person_00128257,resident,home_only,resident_discretionary_ride_assignment,medical,2,2,0|1,43255.0,02_midday_1000_1559,1,8,-1,1>8>1,15.02217406001444,03_10_20km,hk_hh_0046038,82,F,1109,708,1,0.0,False,False,0.0,1.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00128430::unspecified_ride_tour,hk_person_00128430,resident,home_only,resident_discretionary_ride_assignment,shopping>personal_business,3,3,0|1|2,48527.0,02_midday_1000_1559,1,7,21,1>7>21>1,31.719282060392267,04_20km_plus,hk_hh_0046107,45,M,1109,675,1,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00128544::unspecified_ride_tour,hk_person_00128544,resident,day_school_student,resident_discretionary_ride_assignment,leisure,2,2,2|3,58202.0,03_evening_peak_1600_1959,1,6,-1,1>6>1,9.295861188854257,02_5_10km,hk_hh_0046147,7,F,1109,708,1,2.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00128870::unspecified_ride_tour,hk_person_00128870,resident,day_school_student,resident_discretionary_ride_assignment,leisure>shopping,3,3,2|3|4,56313.0,02_midday_1000_1559,1,7,10,1>7>10>1,19.30774546856357,03_10_20km,hk_hh_0046258,5,F,1109,675,1,0.0,False,False,0.0,2.0,private_permanent,,3,False,other_ride,True,taxi,True,taxi
hk_person_00129088::unspecified_ride_tour,hk_person_00129088,resident,day_school_student,resident_discretionary_ride_assignment,shopping,2,2,2|3,59028.0,03_evening_peak_1600_1959,1,22,-1,1>22>1,39.580248586689514,04_20km_plus,hk_hh_0046330,11,M,1109,675,1,0.0,False,False,0.0,1.0,private_permanent,,2,True,taxi,True,taxi,False,other_ride
hk_person_00129987::unspecified_ride_tour,hk_person_00129987,resident,fixed_worker,resident_discretionary_ride_assignment,personal_business,2,2,2|3,67027.0,03_evening_peak_1600_1959,1,7,-1,1>7>1,10.85872096173047,03_10_20km,hk_hh_0046641,53,F,1109,675,1,0.0,False,False,0.0,3.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_00130170::unspecified_ride_tour,hk_person_00130170,resident,home_only,resident_discretionary_ride_assignment,dining>social,3,3,0|1|2,50066.0,02_midday_1000_1559,1,7,7,1>7>7>1,11.49854382321353,03_10_20km,hk_hh_0046707,20,F,1109,708,1,1.0,True,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_00130199::unspecified_ride_tour,hk_person_00130199,resident,fixed_worker,resident_discretionary_ride_assignment,dining,2,2,2|3,71737.0,03_evening_peak_1600_1959,1,7,-1,1>7>1,15.144000198348326,03_10_20km,hk_hh_0046717,45,F,1109,674,1,0.0,False,False,0.0,5.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_00130208::unspecified_ride_tour,hk_person_00130208,resident,fixed_worker,resident_discretionary_ride_assignment,dining,2,2,2|3,69724.0,03_evening_peak_1600_1959,1,2,-1,1>2>1,10.424830794837975,03_10_20km,hk_hh_0046722,49,F,1109,674,1,0.0,False,False,0.0,1.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
