matsim_line_id,matsim_route_id,official_operator,official_route_id,official_route_sequence,official_direction,route_franchise_scope_status,route_distance_m,stop_count,route_fallback_fare_hkd,fallback_level,fare_resolution_status,fare_resolution_method,fallback_reference_route_ids_json,fallback_reference_values_hkd_json,fallback_reference_count,official_published_fare_hkd,model_fare_hkd,cost_hkd,currency,cost_quality,model_assumption_used,anomaly_flag,anomaly_severity,anomaly_reason,audit_priority,selection_rationale,source_record_ids_json,source_file,source_sha256
line_bus_1000406,bus_1000406_2,CTB,1000406,2,2,confirmed_franchised_route,19208.481000000003,38,7.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000406_2""]",[7.5],1,,7.5,7.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:50846;50847;50848;50849;50850;50851;50852;50853;50854;50855;50856;50857;50858;50859;50860;50861;50862;50863;50864;50865;50866;50867;50868;50869;50870;50871;50872;50873;50874;50875;50876;50877;50878;50879;50880;50881;50882;50883""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000408,bus_1000408_1,KMB,1000408,1,1,confirmed_franchised_route,8014.155999999999,10,6.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000408_1""]",[6.7],1,,6.7,6.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:50884;50885;50886;50887;50888;50889;50890;50891;50892;50893""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000409,bus_1000409_1,KMB,1000409,1,1,confirmed_franchised_route,9813.947000000004,25,6.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000409_1""]",[6.9],1,,6.9,6.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:50894;50895;50896;50897;50898;50899;50900;50901;50902;50903;50904;50905;50906;50907;50908;50909;50910;50911;50912;50913;50914;50915;50916;50917;50918""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000410,bus_1000410_1,CTB,1000410,1,1,confirmed_franchised_route,6282.1209999999965,14,5.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000410_1""]",[5.6],1,,5.6,5.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:50919;50920;50921;50922;50923;50924;50925;50926;50927;50928;50929;50930;50931;50932""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000412,bus_1000412_1,KMB,1000412,1,1,confirmed_franchised_route,37171.33199999999,37,14.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000412_1""]",[14.7],1,,14.7,14.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:50933;50934;50935;50936;50937;50938;50939;50940;50941;50942;50943;50944;50945;50946;50947;50948;50949;50950;50951;50952;50953;50954;50955;50956;50957;50958;50959;50960;50961;50962;50963;50964;50965;50966;50967;50968;50969""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000412,bus_1000412_2,KMB,1000412,2,2,confirmed_franchised_route,37035.461999999985,38,14.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000412_2""]",[14.7],1,,14.7,14.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:50970;50971;50972;50973;50974;50975;50976;50977;50978;50979;50980;50981;50982;50983;50984;50985;50986;50987;50988;50989;50990;50991;50992;50993;50994;50995;50996;50997;50998;50999;51000;51001;51002;51003;51004;51005;51006;51007""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000413,bus_1000413_1,CTB,1000413,1,1,confirmed_franchised_route,20096.673999999995,34,14.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000413_1""]",[14.5],1,,14.5,14.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51008;51009;51010;51011;51012;51013;51014;51015;51016;51017;51018;51019;51020;51021;51022;51023;51024;51025;51026;51027;51028;51029;51030;51031;51032;51033;51034;51035;51036;51037;51038;51039;51040;51041""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000418,bus_1000418_1,KMB,1000418,1,1,confirmed_franchised_route,22324.908999999992,31,6.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000418_1""]",[6.7],1,,6.7,6.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51042;51043;51044;51045;51046;51047;51048;51049;51050;51051;51052;51053;51054;51055;51056;51057;51058;51059;51060;51061;51062;51063;51064;51065;51066;51067;51068;51069;51070;51071;51072""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000419,bus_1000419_1,CTB,1000419,1,1,confirmed_franchised_route,21498.164999999997,16,16.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000419_1""]",[16.5],1,,16.5,16.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51073;51074;51075;51076;51077;51078;51079;51080;51081;51082;51083;51084;51085;51086;51087;51088""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000420,bus_1000420_1,KMB,1000420,1,1,confirmed_franchised_route,2771.461000000001,5,4.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000420_1""]",[4.9],1,,4.9,4.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51089;51090;51091;51092;51093""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000421,bus_1000421_1,KMB,1000421,1,1,confirmed_franchised_route,1418.819,4,4.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000421_1""]",[4.9],1,,4.9,4.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51094;51095;51096;51097""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000425,bus_1000425_1,CTB,1000425,1,1,confirmed_franchised_route,7915.106000000001,26,5.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000425_1""]",[5.5],1,,5.5,5.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51098;51099;51100;51101;51102;51103;51104;51105;51106;51107;51108;51109;51110;51111;51112;51113;51114;51115;51116;51117;51118;51119;51120;51121;51122;51123""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000425,bus_1000425_2,CTB,1000425,2,2,confirmed_franchised_route,8673.071000000002,29,5.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000425_2""]",[5.5],1,,5.5,5.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51124;51125;51126;51127;51128;51129;51130;51131;51132;51133;51134;51135;51136;51137;51138;51139;51140;51141;51142;51143;51144;51145;51146;51147;51148;51149;51150;51151;51152""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000437,bus_1000437_1,CTB,1000437,1,1,confirmed_franchised_route,30955.813999999988,17,47.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000437_1""]",[47.6],1,,47.6,47.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51153;51154;51155;51156;51157;51158;51159;51160;51161;51162;51163;51164;51165;51166;51167;51168;51169""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000439,bus_1000439_1,KMB,1000439,1,1,confirmed_franchised_route,62321.13300000003,23,8.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000439_1""]",[8.6],1,,8.6,8.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51170;51171;51172;51173;51174;51175;51176;51177;51178;51179;51180;51181;51182;51183;51184;51185;51186;51187;51188;51189;51190;51191;51192""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000441,bus_1000441_1,KMB,1000441,1,1,confirmed_franchised_route,12282.953999999994,23,8.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000441_1""]",[8.6],1,,8.6,8.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51193;51194;51195;51196;51197;51198;51199;51200;51201;51202;51203;51204;51205;51206;51207;51208;51209;51210;51211;51212;51213;51214;51215""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000441,bus_1000441_2,KMB,1000441,2,2,confirmed_franchised_route,11158.192999999997,20,8.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000441_2""]",[8.6],1,,8.6,8.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51216;51217;51218;51219;51220;51221;51222;51223;51224;51225;51226;51227;51228;51229;51230;51231;51232;51233;51234;51235""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000442,bus_1000442_1,NLB,1000442,1,1,confirmed_franchised_route,23031.645,6,43.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000442_1""]",[43.9],1,,43.9,43.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51236;51237;51238;51239;51240;51241""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000442,bus_1000442_2,NLB,1000442,2,2,confirmed_franchised_route,23809.050000000003,7,43.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000442_2""]",[43.9],1,,43.9,43.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51242;51243;51244;51245;51246;51247;51248""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000443,bus_1000443_1,KMB,1000443,1,1,confirmed_franchised_route,9578.252999999999,24,6.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000443_1""]",[6.9],1,,6.9,6.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51249;51250;51251;51252;51253;51254;51255;51256;51257;51258;51259;51260;51261;51262;51263;51264;51265;51266;51267;51268;51269;51270;51271;51272""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000444,bus_1000444_1,LWB,1000444,1,1,confirmed_franchised_route,49052.13199999997,23,23.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000444_1""]",[23.4],1,,23.4,23.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51273;51274;51275;51276;51277;51278;51279;51280;51281;51282;51283;51284;51285;51286;51287;51288;51289;51290;51291;51292;51293;51294;51295""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000444,bus_1000444_2,LWB,1000444,2,2,confirmed_franchised_route,41835.29700000001,21,23.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000444_2""]",[23.4],1,,23.4,23.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51296;51297;51298;51299;51300;51301;51302;51303;51304;51305;51306;51307;51308;51309;51310;51311;51312;51313;51314;51315;51316""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000445,bus_1000445_1,LWB,1000445,1,1,confirmed_franchised_route,57703.22299999995,25,23.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000445_1""]",[23.4],1,,23.4,23.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51317;51318;51319;51320;51321;51322;51323;51324;51325;51326;51327;51328;51329;51330;51331;51332;51333;51334;51335;51336;51337;51338;51339;51340;51341""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000446,bus_1000446_1,LWB,1000446,1,1,confirmed_franchised_route,44316.703000000016,22,23.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000446_1""]",[23.4],1,,23.4,23.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51342;51343;51344;51345;51346;51347;51348;51349;51350;51351;51352;51353;51354;51355;51356;51357;51358;51359;51360;51361;51362;51363""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000447,bus_1000447_1,LWB,1000447,1,1,confirmed_franchised_route,47807.655999999995,24,23.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000447_1""]",[23.4],1,,23.4,23.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51364;51365;51366;51367;51368;51369;51370;51371;51372;51373;51374;51375;51376;51377;51378;51379;51380;51381;51382;51383;51384;51385;51386;51387""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000447,bus_1000447_2,LWB,1000447,2,2,confirmed_franchised_route,43503.327000000034,21,23.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000447_2""]",[23.4],1,,23.4,23.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51388;51389;51390;51391;51392;51393;51394;51395;51396;51397;51398;51399;51400;51401;51402;51403;51404;51405;51406;51407;51408""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000448,bus_1000448_1,LWB,1000448,1,1,confirmed_franchised_route,49834.379,17,23.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000448_1""]",[23.4],1,,23.4,23.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51409;51410;51411;51412;51413;51414;51415;51416;51417;51418;51419;51420;51421;51422;51423;51424;51425""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000448,bus_1000448_2,LWB,1000448,2,2,confirmed_franchised_route,44927.775000000016,18,23.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000448_2""]",[23.4],1,,23.4,23.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51426;51427;51428;51429;51430;51431;51432;51433;51434;51435;51436;51437;51438;51439;51440;51441;51442;51443""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000450,bus_1000450_1,KMB,1000450,1,1,confirmed_franchised_route,11797.632000000001,16,9.3,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000450_1""]",[9.3],1,,9.3,9.3,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51444;51445;51446;51447;51448;51449;51450;51451;51452;51453;51454;51455;51456;51457;51458;51459""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000451,bus_1000451_1,NLB,1000451,1,1,confirmed_franchised_route,3390.220999999999,6,3.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000451_1""]",[3.9],1,,3.9,3.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51460;51461;51462;51463;51464;51465""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000452,bus_1000452_1,LWB,1000452,1,1,confirmed_franchised_route,23592.880999999998,16,15.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000452_1""]",[15.7],1,,15.7,15.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51466;51467;51468;51469;51470;51471;51472;51473;51474;51475;51476;51477;51478;51479;51480;51481""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000453,bus_1000453_1,KMB,1000453,1,1,confirmed_franchised_route,26153.282000000007,20,16.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000453_1""]",[16.9],1,,16.9,16.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51482;51483;51484;51485;51486;51487;51488;51489;51490;51491;51492;51493;51494;51495;51496;51497;51498;51499;51500;51501""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000453,bus_1000453_2,KMB,1000453,2,2,confirmed_franchised_route,26196.01099999999,16,16.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000453_2""]",[16.9],1,,16.9,16.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51502;51503;51504;51505;51506;51507;51508;51509;51510;51511;51512;51513;51514;51515;51516;51517""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000454,bus_1000454_1,CTB,1000454,1,1,confirmed_franchised_route,40064.05499999997,25,32.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000454_1""]",[32.4],1,,32.4,32.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51518;51519;51520;51521;51522;51523;51524;51525;51526;51527;51528;51529;51530;51531;51532;51533;51534;51535;51536;51537;51538;51539;51540;51541;51542""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000454,bus_1000454_2,CTB,1000454,2,2,confirmed_franchised_route,37992.80899999997,29,32.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000454_2""]",[32.4],1,,32.4,32.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51543;51544;51545;51546;51547;51548;51549;51550;51551;51552;51553;51554;51555;51556;51557;51558;51559;51560;51561;51562;51563;51564;51565;51566;51567;51568;51569;51570;51571""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000455,bus_1000455_1,CTB,1000455,1,1,confirmed_franchised_route,63637.919999999955,31,44.0,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000455_1""]",[44.0],1,,44.0,44.0,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51572;51573;51574;51575;51576;51577;51578;51579;51580;51581;51582;51583;51584;51585;51586;51587;51588;51589;51590;51591;51592;51593;51594;51595;51596;51597;51598;51599;51600;51601;51602""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000455,bus_1000455_2,CTB,1000455,2,2,confirmed_franchised_route,56061.01299999995,33,44.0,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000455_2""]",[44.0],1,,44.0,44.0,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51603;51604;51605;51606;51607;51608;51609;51610;51611;51612;51613;51614;51615;51616;51617;51618;51619;51620;51621;51622;51623;51624;51625;51626;51627;51628;51629;51630;51631;51632;51633;51634;51635""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000456,bus_1000456_1,CTB,1000456,1,1,confirmed_franchised_route,66159.62499999991,32,44.0,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000456_1""]",[44.0],1,,44.0,44.0,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51636;51637;51638;51639;51640;51641;51642;51643;51644;51645;51646;51647;51648;51649;51650;51651;51652;51653;51654;51655;51656;51657;51658;51659;51660;51661;51662;51663;51664;51665;51666;51667""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1000457,bus_1000457_1,CTB,1000457,1,1,confirmed_franchised_route,67669.17699999997,34,44.0,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1000457_1""]",[44.0],1,,44.0,44.0,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:51668;51669;51670;51671;51672;51673;51674;51675;51676;51677;51678;51679;51680;51681;51682;51683;51684;51685;51686;51687;51688;51689;51690;51691;51692;51693;51694;51695;51696;51697;51698;51699;51700;51701""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
