person_id,leg_sequence,mode,cost_component,cost_hkd,cost_source,cost_effective_date,cost_quality,origin_facility_id,destination_facility_id,origin_type,destination_type,departure_time_s,population_group,role,is_discretionary,euclidean_distance_m,fare_uncertainty_low_hkd,fare_uncertainty_high_hkd,bus_fare_estimate_hkd,gmb_fare_estimate_hkd,train_fare_estimate_hkd,light_rail_fare_estimate_hkd,ferry_fare_estimate_hkd,nearest_reference_distance_gap_m,transfer_concession_hkd,transfer_concession_status,transfer_concession_source,fare_passenger_type,fare_payment_medium,estimation_method
hk_collective_000204,0,pt,pt_base_fare_adult_octopus_distance_proxy,22.9,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000204,work_poi_igeocom:21183675,home,work,24558.0,resident,fixed_worker,False,22042.76148582713,7.7,50.0,20.8,28.0,22.9,7.7,50.0,10542.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000204,1,pt,pt_base_fare_adult_octopus_distance_proxy,22.9,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:21183675,home_hk_collective_000204,work,home,60473.0,resident,fixed_worker,False,22042.76148582713,7.7,50.0,20.8,28.0,22.9,7.7,50.0,10542.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000205,0,pt,pt_base_fare_adult_octopus_distance_proxy,23.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000205,work_poi_igeocom:535954,home,work,27081.0,resident,fixed_worker,False,23074.122056640135,7.7,50.0,23.8,28.5,22.5,7.7,50.0,11574.1,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000205,1,pt,pt_base_fare_adult_octopus_distance_proxy,23.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:535954,home_hk_collective_000205,work,home,68757.0,resident,fixed_worker,False,23074.122056640135,7.7,50.0,23.8,28.5,22.5,7.7,50.0,11574.1,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000206,0,pt,pt_base_fare_adult_octopus_distance_proxy,7.0,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000206,resident_shopping_osm_3336290994_12178,home,shopping,30967.0,resident,home_only,True,1788.9814686407556,4.9,30.0,7.3,7.0,4.9,5.3,10.0,289.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000206,1,pt,pt_base_fare_adult_octopus_distance_proxy,6.2,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_shopping_osm_3336290994_12178,resident_leisure_osm_missing_63299,shopping,leisure,37867.0,resident,home_only,True,647.0067266547454,3.0,51.0,6.8,6.2,4.9,5.1,8.3,147.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000206,2,pt,pt_base_fare_adult_octopus_distance_proxy,7.0,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_leisure_osm_missing_63299,home_hk_collective_000206,leisure,home,49267.0,resident,home_only,True,1170.4644039368993,4.9,30.0,7.3,7.0,4.9,5.3,10.0,329.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000207,0,pt,pt_base_fare_adult_octopus_distance_proxy,6.2,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000207,school_734,home,school_secondary,25851.0,resident,day_school_student,False,822.2872341372224,3.0,51.0,6.8,6.2,4.9,5.1,8.3,322.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000207,1,pt,pt_base_fare_adult_octopus_distance_proxy,6.2,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,school_734,home_hk_collective_000207,school_secondary,home,57368.0,resident,day_school_student,False,822.2872341372224,3.0,51.0,6.8,6.2,4.9,5.1,8.3,322.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000208,0,pt,pt_base_fare_adult_octopus_distance_proxy,24.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000208,work_grid_1262,home,work,27841.0,resident,fixed_worker,False,33203.93115213624,7.7,50.0,24.8,28.6,24.3,7.7,50.0,21703.9,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000208,1,pt,pt_base_fare_adult_octopus_distance_proxy,24.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_grid_1262,home_hk_collective_000208,work,home,64974.0,resident,fixed_worker,False,33203.93115213624,7.7,50.0,24.8,28.6,24.3,7.7,50.0,21703.9,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000209,0,pt,pt_base_fare_adult_octopus_distance_proxy,15.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000209,work_mobile_poi_igeocom:21136599,home,work_mobile,26150.0,resident,work_mobile,False,13193.249738978047,7.7,59.0,13.1,18.7,15.8,7.7,30.0,1693.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000209,1,pt,pt_base_fare_adult_octopus_distance_proxy,15.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_poi_igeocom:21136599,home_hk_collective_000209,work_mobile,home,57754.0,resident,work_mobile,False,13193.249738978047,7.7,59.0,13.1,18.7,15.8,7.7,30.0,1693.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000214,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000214,work_poi_igeocom:531363,home,work,30225.0,resident,fixed_worker,False,31998.185739247125,7.7,54.4,27.9,28.6,54.4,7.7,50.0,20498.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000214,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:531363,home_hk_collective_000214,work,home,62948.0,resident,fixed_worker,False,31998.185739247125,7.7,54.4,27.9,28.6,54.4,7.7,50.0,20498.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000215,0,pt,pt_base_fare_adult_octopus_distance_proxy,6.2,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000215,work_poi_osm:1727955511:3571,home,work,28053.0,resident,fixed_worker,False,510.4493132257419,3.0,51.0,6.8,6.2,4.9,5.1,8.3,10.4,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000215,1,pt,pt_base_fare_adult_octopus_distance_proxy,6.2,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:1727955511:3571,home_hk_collective_000215,work,home,57446.0,resident,fixed_worker,False,510.4493132257419,3.0,51.0,6.8,6.2,4.9,5.1,8.3,10.4,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000216,0,pt,pt_base_fare_adult_octopus_distance_proxy,24.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000216,work_poi_osm:missing:69204,home,work,33638.0,resident,fixed_worker,False,24331.75653873277,7.7,50.0,23.8,28.6,24.5,7.7,50.0,12831.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000216,1,pt,pt_base_fare_adult_octopus_distance_proxy,24.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:missing:69204,home_hk_collective_000216,work,home,64375.0,resident,fixed_worker,False,24331.75653873277,7.7,50.0,23.8,28.6,24.5,7.7,50.0,12831.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000217,0,pt,pt_base_fare_adult_octopus_distance_proxy,18.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000217,work_poi_igeocom:552201,home,work,30261.0,resident,fixed_worker,False,17545.3139782079,7.7,33.0,18.5,15.7,21.0,7.7,21.6,6045.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000217,1,pt,pt_base_fare_adult_octopus_distance_proxy,18.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:552201,home_hk_collective_000217,work,home,73521.0,resident,fixed_worker,False,17545.3139782079,7.7,33.0,18.5,15.7,21.0,7.7,21.6,6045.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000220,0,pt,pt_base_fare_adult_octopus_distance_proxy,18.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000220,work_poi_igeocom:21078167,home,work,29965.0,resident,fixed_worker,False,17406.157374220315,7.7,33.0,18.5,15.7,21.0,7.7,21.6,5906.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000220,1,pt,pt_base_fare_adult_octopus_distance_proxy,18.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:21078167,home_hk_collective_000220,work,home,75446.0,resident,fixed_worker,False,17406.157374220315,7.7,33.0,18.5,15.7,21.0,7.7,21.6,5906.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000222,0,pt,pt_base_fare_adult_octopus_distance_proxy,18.1,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000222,work_poi_osm:4848301626:20082,home,work,30937.0,resident,fixed_worker,False,19305.1574263602,7.7,34.6,17.2,18.1,22.9,7.7,21.6,7805.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000222,1,pt,pt_base_fare_adult_octopus_distance_proxy,18.1,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:4848301626:20082,home_hk_collective_000222,work,home,62070.0,resident,fixed_worker,False,19305.1574263602,7.7,34.6,17.2,18.1,22.9,7.7,21.6,7805.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000223,0,pt,pt_base_fare_adult_octopus_distance_proxy,21.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000223,work_mobile_grid_421,home,work_mobile,27132.0,resident,work_mobile,False,20080.641105327508,7.7,36.7,18.8,25.0,22.1,7.7,21.6,8580.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000223,1,pt,pt_base_fare_adult_octopus_distance_proxy,21.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_grid_421,home_hk_collective_000223,work_mobile,home,61886.0,resident,work_mobile,False,20080.641105327508,7.7,36.7,18.8,25.0,22.1,7.7,21.6,8580.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000224,0,pt,pt_base_fare_adult_octopus_distance_proxy,9.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000224,work_mobile_poi_osm:2081898087:5093,home,work_mobile,29186.0,resident,work_mobile,False,5107.990408910618,5.4,20.0,9.8,10.1,9.6,5.4,19.0,392.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000224,1,pt,pt_base_fare_adult_octopus_distance_proxy,9.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_poi_osm:2081898087:5093,home_hk_collective_000224,work_mobile,home,61916.0,resident,work_mobile,False,5107.990408910618,5.4,20.0,9.8,10.1,9.6,5.4,19.0,392.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000226,0,pt,pt_base_fare_adult_octopus_distance_proxy,15.4,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000226,education_tertiary_poi_igeocom:556118,home,education_tertiary,33380.0,resident,tertiary_student,False,10324.681150524304,7.7,80.0,13.6,15.4,15.8,7.7,49.2,175.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000226,1,pt,pt_base_fare_adult_octopus_distance_proxy,15.4,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,education_tertiary_poi_igeocom:556118,home_hk_collective_000226,education_tertiary,home,60109.0,resident,tertiary_student,False,10324.681150524304,7.7,80.0,13.6,15.4,15.8,7.7,49.2,175.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000228,0,pt,pt_base_fare_adult_octopus_distance_proxy,24.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000228,work_poi_osm:7084644601:30800,home,work,28305.0,resident,fixed_worker,False,24216.16061845962,7.7,50.0,23.8,28.6,24.5,7.7,50.0,12716.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000228,1,pt,pt_base_fare_adult_octopus_distance_proxy,24.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:7084644601:30800,home_hk_collective_000228,work,home,64017.0,resident,fixed_worker,False,24216.16061845962,7.7,50.0,23.8,28.6,24.5,7.7,50.0,12716.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000230,0,pt,pt_base_fare_adult_octopus_distance_proxy,12.1,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000230,work_mobile_poi_igeocom:543065,home,work_mobile,28334.0,resident,work_mobile,False,8356.68057644454,6.5,65.0,12.1,13.8,11.1,6.5,20.0,143.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000230,1,pt,pt_base_fare_adult_octopus_distance_proxy,12.1,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_poi_igeocom:543065,home_hk_collective_000230,work_mobile,home,62119.0,resident,work_mobile,False,8356.68057644454,6.5,65.0,12.1,13.8,11.1,6.5,20.0,143.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000230,2,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000230,resident_shopping_igeocom_549383,home,shopping,67225.0,resident,work_mobile,True,26467.96169700046,7.7,50.0,23.8,28.6,30.2,7.7,50.0,14968.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000230,3,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_shopping_igeocom_549383,home_hk_collective_000230,shopping,home,74125.0,resident,work_mobile,True,26467.96169700046,7.7,50.0,23.8,28.6,30.2,7.7,50.0,14968.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000232,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000232,work_grid_1528,home,work,24682.0,resident,fixed_worker,False,40010.56593266732,7.7,50.0,28.5,28.6,27.8,7.7,50.0,28510.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000232,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_grid_1528,home_hk_collective_000232,work,home,52089.0,resident,fixed_worker,False,40010.56593266732,7.7,50.0,28.5,28.6,27.8,7.7,50.0,28510.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000233,0,pt,pt_base_fare_adult_octopus_distance_proxy,7.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000233,resident_social_osm_missing_67638,home,social,46284.0,resident,home_only,True,2212.982309991912,4.9,45.0,7.5,8.0,5.9,5.4,20.0,287.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000233,1,pt,pt_base_fare_adult_octopus_distance_proxy,7.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_social_osm_missing_67638,resident_dining_osm_12005604142_43387,social,dining,55884.0,resident,home_only,True,3409.8478848913323,5.3,52.0,7.8,8.8,7.4,5.4,20.0,90.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000233,2,pt,pt_base_fare_adult_octopus_distance_proxy,7.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_dining_osm_12005604142_43387,home_hk_collective_000233,dining,home,62484.0,resident,home_only,True,3482.7749687910637,5.3,52.0,7.8,8.8,7.4,5.4,20.0,17.2,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000234,0,pt,pt_base_fare_adult_octopus_distance_proxy,15.4,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000234,work_poi_osm:missing:64157,home,work,30606.0,resident,fixed_worker,False,10537.539832692364,7.7,80.0,13.6,15.4,15.8,7.7,49.2,37.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000234,1,pt,pt_base_fare_adult_octopus_distance_proxy,15.4,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:missing:64157,home_hk_collective_000234,work,home,72499.0,resident,fixed_worker,False,10537.539832692364,7.7,80.0,13.6,15.4,15.8,7.7,49.2,37.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000235,0,pt,pt_base_fare_adult_octopus_distance_proxy,12.1,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000235,work_mobile_poi_igeocom:556677,home,work_mobile,35628.0,resident,work_mobile,False,8383.278842035861,6.5,65.0,12.1,13.8,11.1,6.5,20.0,116.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000235,1,pt,pt_base_fare_adult_octopus_distance_proxy,12.1,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_poi_igeocom:556677,home_hk_collective_000235,work_mobile,home,62175.0,resident,work_mobile,False,8383.278842035861,6.5,65.0,12.1,13.8,11.1,6.5,20.0,116.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000237,0,pt,pt_base_fare_adult_octopus_distance_proxy,13.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000237,work_poi_osm:missing:59880,home,work,29985.0,resident,fixed_worker,False,9105.46419185181,7.4,28.1,12.5,13.8,13.8,7.4,20.0,394.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000237,1,pt,pt_base_fare_adult_octopus_distance_proxy,13.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:missing:59880,home_hk_collective_000237,work,home,59808.0,resident,fixed_worker,False,9105.46419185181,7.4,28.1,12.5,13.8,13.8,7.4,20.0,394.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000238,0,pt,pt_base_fare_adult_octopus_distance_proxy,24.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000238,work_poi_osm:missing:73555,home,work,29483.0,resident,fixed_worker,False,24415.70111964622,7.7,50.0,23.8,28.6,24.5,7.7,50.0,12915.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000238,1,pt,pt_base_fare_adult_octopus_distance_proxy,24.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:missing:73555,home_hk_collective_000238,work,home,56494.0,resident,fixed_worker,False,24415.70111964622,7.7,50.0,23.8,28.6,24.5,7.7,50.0,12915.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000239,0,pt,pt_base_fare_adult_octopus_distance_proxy,23.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000239,work_poi_osm:4862458901:22735,home,work,25362.0,resident,fixed_worker,False,23204.444852286586,7.7,50.0,23.8,28.5,22.5,7.7,50.0,11704.4,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000239,1,pt,pt_base_fare_adult_octopus_distance_proxy,23.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:4862458901:22735,home_hk_collective_000239,work,home,68625.0,resident,fixed_worker,False,23204.444852286586,7.7,50.0,23.8,28.5,22.5,7.7,50.0,11704.4,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000240,0,pt,pt_base_fare_adult_octopus_distance_proxy,15.4,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000240,work_mobile_poi_osm:9995141132:36535,home,work_mobile,28833.0,resident,work_mobile,False,11679.827719042927,7.7,36.0,12.9,15.4,15.8,7.7,36.0,179.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
