person_id,leg_sequence,mode,cost_component,cost_hkd,cost_source,cost_effective_date,cost_quality,mapping_status,unresolved_reason,required_missing_fields,population_group,role,origin_type,destination_type,origin_facility_id,destination_facility_id,departure_time_s,is_discretionary,serialized_leg_mode,serialized_route_type,serialized_route_attribute_names,serialized_route_has_text,serialized_start_link_id,serialized_end_link_id,serialized_route_distance_m,serialized_route_travel_time,actual_transport_mode,actual_line_id,actual_route_id,actual_direction,boarding_stop_id,alighting_stop_id,transfer_chain,source_record_id,fare_scope,transfer_concession_hkd,transfer_concession_status,transfer_concession_source,fare_passenger_type,fare_payment_medium,estimation_method
hk_collective_000205,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000205,work_poi_igeocom:535954,27081.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94746_0_f,road_278688_0_f,39119.05500000003,00:59:24,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000205,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:535954,home_hk_collective_000205,68757.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_278688_0_f,road_94746_0_f,37375.59599999999,00:56:33,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000206,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,home,shopping,home_hk_collective_000206,resident_shopping_osm_3336290994_12178,30967.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_98728_0_r,road_94625_0_f,2810.6979999999994,00:06:43,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000206,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,shopping,leisure,resident_shopping_osm_3336290994_12178,resident_leisure_osm_missing_63299,37867.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94625_0_f,road_94353_0_f,1154.259,00:02:45,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000206,2,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,leisure,home,resident_leisure_osm_missing_63299,home_hk_collective_000206,49267.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94353_0_f,road_98728_0_r,1873.489,00:04:18,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000207,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,day_school_student,home,school_secondary,home_hk_collective_000207,school_734,25851.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_98728_0_r,road_94663_0_r,1285.526,00:03:04,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000207,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,day_school_student,school_secondary,home,school_734,home_hk_collective_000207,57368.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94663_0_r,road_98728_0_r,1416.7089999999998,00:03:22,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000208,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000208,work_grid_1262,27841.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94266_0_f,road_62310_0_r,36502.98100000002,01:05:44,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000208,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_grid_1262,home_hk_collective_000208,64974.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_62310_0_r,road_94266_0_f,40319.96700000001,01:05:49,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000209,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,home,work_mobile,home_hk_collective_000209,work_mobile_poi_igeocom:21136599,26150.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_98728_0_r,road_93159_0_f,16373.373999999996,00:31:58,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000209,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,work_mobile,home,work_mobile_poi_igeocom:21136599,home_hk_collective_000209,57754.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_93159_0_f,road_98728_0_r,16664.142,00:32:28,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000214,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000214,work_poi_igeocom:531363,30225.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_8608_0_f,road_101609_0_f,52897.44099999999,01:33:34,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000214,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:531363,home_hk_collective_000214,62948.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_101609_0_f,road_8608_0_f,52918.655,01:34:04,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000215,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000215,work_poi_osm:1727955511:3571,28053.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_8887_0_f,road_296085_0_r,773.354,00:03:01,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000215,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_osm:1727955511:3571,home_hk_collective_000215,57446.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_296085_0_r,road_8887_0_f,784.761,00:03:04,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000216,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000216,work_poi_osm:missing:69204,33638.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_8608_0_f,road_1205_0_f,49644.35499999998,01:26:23,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000216,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_osm:missing:69204,home_hk_collective_000216,64375.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_1205_0_f,road_8608_0_f,48914.988,01:24:44,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000217,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000217,work_poi_igeocom:552201,30261.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_7615_0_f,road_3278_0_f,51194.506999999976,01:35:17,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000217,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:552201,home_hk_collective_000217,73521.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_3278_0_f,road_7615_0_f,51951.23299999999,01:38:01,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000220,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000220,work_poi_igeocom:21078167,29965.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9874_0_r,road_269439_0_f,51792.35799999998,01:37:29,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000220,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:21078167,home_hk_collective_000220,75446.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_269439_0_f,road_9874_0_r,51208.73,01:35:51,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000222,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000222,work_poi_osm:4848301626:20082,30937.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_261773_0_f,road_164892_0_f,42779.586,01:08:48,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000222,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_osm:4848301626:20082,home_hk_collective_000222,62070.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_164892_0_f,road_261773_0_f,37096.44799999999,01:00:45,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000223,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,home,work_mobile,home_hk_collective_000223,work_mobile_grid_421,27132.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_8253_0_f,road_95513_0_r,30975.506999999998,00:52:17,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000223,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,work_mobile,home,work_mobile_grid_421,home_hk_collective_000223,61886.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_95513_0_r,road_8253_0_f,30119.604,00:47:00,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000224,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,home,work_mobile,home_hk_collective_000224,work_mobile_poi_osm:2081898087:5093,29186.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_8253_0_f,road_7949_0_f,17615.221000000005,00:47:32,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000224,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,work_mobile,home,work_mobile_poi_osm:2081898087:5093,home_hk_collective_000224,61916.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_7949_0_f,road_8253_0_f,18548.06199999999,00:49:02,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000226,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,tertiary_student,home,education_tertiary,home_hk_collective_000226,education_tertiary_poi_igeocom:556118,33380.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9594_0_f,road_95326_0_f,19559.435,00:32:37,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000226,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,tertiary_student,education_tertiary,home,education_tertiary_poi_igeocom:556118,home_hk_collective_000226,60109.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_95326_0_f,road_9594_0_f,20142.013000000003,00:34:17,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000228,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000228,work_poi_osm:7084644601:30800,28305.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9594_0_f,road_3305_0_f,34741.225000000006,00:51:40,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000228,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_osm:7084644601:30800,home_hk_collective_000228,64017.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_3305_0_f,road_9594_0_f,42578.058000000005,01:02:11,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000230,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,home,work_mobile,home_hk_collective_000230,work_mobile_poi_igeocom:543065,28334.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_279767_0_f,road_284414_0_r,16539.309,00:25:56,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000230,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,work_mobile,home,work_mobile_poi_igeocom:543065,home_hk_collective_000230,62119.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_284414_0_r,road_279767_0_f,16337.467000000004,00:26:21,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000230,2,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,home,shopping,home_hk_collective_000230,resident_shopping_igeocom_549383,67225.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_279767_0_f,road_283586_0_r,50667.67700000002,01:19:43,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000230,3,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,shopping,home,resident_shopping_igeocom_549383,home_hk_collective_000230,74125.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_283586_0_r,road_279767_0_f,44321.262,01:12:05,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000232,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000232,work_grid_1528,24682.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9913_0_r,road_270343_0_r,58121.24000000001,01:49:46,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000232,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_grid_1528,home_hk_collective_000232,52089.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_270343_0_r,road_9913_0_r,57582.122,01:48:40,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000233,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,home,social,home_hk_collective_000233,resident_social_osm_missing_67638,46284.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_96114_0_f,road_94692_0_f,4013.133,00:10:05,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000233,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,social,dining,resident_social_osm_missing_67638,resident_dining_osm_12005604142_43387,55884.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94692_0_f,road_94892_0_r,4474.196,00:12:12,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000233,2,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,dining,home,resident_dining_osm_12005604142_43387,home_hk_collective_000233,62484.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94892_0_r,road_96114_0_f,4666.737000000001,00:11:12,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000234,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000234,work_poi_osm:missing:64157,30606.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_266904_0_r,road_9569_0_f,16229.935000000003,00:29:04,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000234,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_osm:missing:64157,home_hk_collective_000234,72499.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9569_0_f,road_266904_0_r,16313.848999999998,00:28:54,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000235,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,home,work_mobile,home_hk_collective_000235,work_mobile_poi_igeocom:556677,35628.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_93939_0_f,road_95279_0_f,12066.189999999997,00:21:31,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000235,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,work_mobile,home,work_mobile_poi_igeocom:556677,home_hk_collective_000235,62175.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_95279_0_f,road_93939_0_f,10947.202,00:19:39,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
