person_id,unrouted_leg_sequence,main_trip_index,mapped_routed_raw_leg_sequence,origin_activity_type,destination_activity_type,mode_before,mode_after,route_distance_m,actual_travel_time_s,route_attributes_hash_before,route_attributes_hash_after,route_text_hash_before,route_text_hash_after,taxi_type,classification_source,fare_baseline_hkd,fare_attribute_written_hkd,attribute_match,conversion_status
hk_person_02171879,0,0,0,home,dining,ride,taxi,2683.9200000000005,192.0,a2cf64571322dc53343062344b8df0b588b2682a2516b5c0af1c1b7f47ac1a9a,a2cf64571322dc53343062344b8df0b588b2682a2516b5c0af1c1b7f47ac1a9a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,37.4,37.4,True,converted_validated
hk_person_02171879,1,1,1,dining,home,ride,taxi,2603.577,186.0,83ce5539204528b0a62bc3d008ab93fbef612f130e00c22385fa81642fb6adb2,83ce5539204528b0a62bc3d008ab93fbef612f130e00c22385fa81642fb6adb2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,37.4,37.4,True,converted_validated
hk_person_02171911,0,0,0,home,work,ride,taxi,13665.751000000006,713.0,fc80eb7b080f1c1fe44433c5a32444fd072ae3cf2b026d6fa0dd6fdc51ebb5c5,fc80eb7b080f1c1fe44433c5a32444fd072ae3cf2b026d6fa0dd6fdc51ebb5c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,136.1,136.1,True,converted_validated
hk_person_02171911,1,1,1,work,home,ride,taxi,13755.677000000003,727.0,1e4e979c4e7981326365f67f9979dabd216696866b17fd9937af096bf380c5e2,1e4e979c4e7981326365f67f9979dabd216696866b17fd9937af096bf380c5e2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,136.1,136.1,True,converted_validated
hk_person_02171936,0,0,0,home,shopping,ride,taxi,2066.143,147.0,688d59266f5fa6ee7c6a95b7cd1539ea783877b235b22b479f11030078a7f432,688d59266f5fa6ee7c6a95b7cd1539ea783877b235b22b479f11030078a7f432,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,31.1,31.1,True,converted_validated
hk_person_02171936,1,1,1,shopping,medical,ride,taxi,5536.437,398.0,f391959598f525738a59aab288673cdce8d58c6ac50eca5e86640e2e667338a6,f391959598f525738a59aab288673cdce8d58c6ac50eca5e86640e2e667338a6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,66.8,66.8,True,converted_validated
hk_person_02171936,2,2,2,medical,home,ride,taxi,5716.638999999998,366.0,51057be2ab7ce6d1750dc6f307989e5b185ce94b76537c0be52feb94116eea59,51057be2ab7ce6d1750dc6f307989e5b185ce94b76537c0be52feb94116eea59,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,68.9,68.9,True,converted_validated
hk_person_02172278,2,2,2,home,leisure,ride,taxi,4565.862999999998,328.0,bf7c7bc3ca42e6e7c196766da15733e08d85f4798fa4c073e5f1b6db5d3e6d1e,bf7c7bc3ca42e6e7c196766da15733e08d85f4798fa4c073e5f1b6db5d3e6d1e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,56.3,56.3,True,converted_validated
hk_person_02172278,3,3,3,leisure,shopping,ride,taxi,9766.564000000004,539.0,992212dd47485971e1c78304fe6fc0f8fc8e7afd1e61cc0d2ea17d0959444180,992212dd47485971e1c78304fe6fc0f8fc8e7afd1e61cc0d2ea17d0959444180,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,108.1,108.1,True,converted_validated
hk_person_02172278,4,4,4,shopping,home,ride,taxi,12724.007000000005,696.0,35e588605247b2561c2981e92b3e6169da1d81207426bedbb7a845434a1b90f8,35e588605247b2561c2981e92b3e6169da1d81207426bedbb7a845434a1b90f8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,129.1,129.1,True,converted_validated
hk_person_02172473,0,0,0,home,school_kindergarten,ride,taxi,1168.5280000000002,83.0,e1dd99afe090a68b9cf0304475f0edfc156dda220ec703650f0e4d015579ab0e,e1dd99afe090a68b9cf0304475f0edfc156dda220ec703650f0e4d015579ab0e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,29.0,29.0,True,converted_validated
hk_person_02172473,1,1,1,school_kindergarten,home,ride,taxi,1323.3140000000003,95.0,fc737c41b59110b784e424c8d1a8e987a1ec6e10524a038e70816682da31ae04,fc737c41b59110b784e424c8d1a8e987a1ec6e10524a038e70816682da31ae04,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,29.0,29.0,True,converted_validated
hk_person_02172684,2,2,2,home,dining,ride,taxi,9063.639000000005,597.0,8d5fc9518d381d52e3287ea1f0a8c6513160a9e53e2cdab7db8ab4defbe98464,8d5fc9518d381d52e3287ea1f0a8c6513160a9e53e2cdab7db8ab4defbe98464,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,103.9,103.9,True,converted_validated
hk_person_02172684,3,3,3,dining,home,ride,taxi,8460.421,542.0,653450848d4a99eb4afa40656672b7eeb0d7143771a0223134b5159aedf60a71,653450848d4a99eb4afa40656672b7eeb0d7143771a0223134b5159aedf60a71,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,98.3,98.3,True,converted_validated
hk_person_02172852,0,0,0,home,work,ride,taxi,5398.674000000002,342.0,e3736299dc193420b6149729924e5f664964c47dd188dda01c4bfe8eba1dcf98,e3736299dc193420b6149729924e5f664964c47dd188dda01c4bfe8eba1dcf98,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,64.7,64.7,True,converted_validated
hk_person_02172852,1,1,1,work,home,ride,taxi,5567.836000000001,336.0,784c7df473a86d663eb97365b97ee3893caeff00418f496faec11f2a3dd9165c,784c7df473a86d663eb97365b97ee3893caeff00418f496faec11f2a3dd9165c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,66.8,66.8,True,converted_validated
hk_person_02173210,0,0,0,home,work,ride,taxi,4660.398,284.0,ca04da1f91c16ca5ff473d31d1483dc2af1f87a12b7693f29acff163eda5138a,ca04da1f91c16ca5ff473d31d1483dc2af1f87a12b7693f29acff163eda5138a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,58.4,58.4,True,converted_validated
hk_person_02173210,1,1,1,work,home,ride,taxi,4160.234,248.0,bae85e2b55b9507e7109afaf8600917bab66f483d65eed8dffe315bd756be9bf,bae85e2b55b9507e7109afaf8600917bab66f483d65eed8dffe315bd756be9bf,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,52.1,52.1,True,converted_validated
hk_person_02176406,2,2,2,home,shopping,ride,taxi,6291.4169999999995,430.0,cd2a61e308532ddef19349fd0eb8ee3463357947568ac25c7c99d9371888a829,cd2a61e308532ddef19349fd0eb8ee3463357947568ac25c7c99d9371888a829,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,75.2,75.2,True,converted_validated
hk_person_02176406,3,3,3,shopping,dining,ride,taxi,33041.75899999999,1563.0,6e17f0138ea308ea5518196508c7beb84f6e9183838e74a05c64bde1a3e53a84,6e17f0138ea308ea5518196508c7beb84f6e9183838e74a05c64bde1a3e53a84,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,271.9,271.9,True,converted_validated
hk_person_02176406,4,4,4,dining,home,ride,taxi,28863.056999999997,1306.0,0b3d8e7847ce59be52ca5a84c10e8f546d847c3ca285e77c352fed7c40a7c42d,0b3d8e7847ce59be52ca5a84c10e8f546d847c3ca285e77c352fed7c40a7c42d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,242.5,242.5,True,converted_validated
hk_person_02176615,0,0,0,home,dining,ride,taxi,4043.9400000000005,255.0,34d0cd1c6f99abbc03e582fd2b828cc69b13f76576c96d66b31a1a4a9a5bfeab,34d0cd1c6f99abbc03e582fd2b828cc69b13f76576c96d66b31a1a4a9a5bfeab,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,52.1,52.1,True,converted_validated
hk_person_02176615,1,1,1,dining,shopping,ride,taxi,8674.010999999999,563.0,ee6bd519d2585ba7bdfd940e4ff43ebe1442f11f208422188c8bac3d9dbcbd91,ee6bd519d2585ba7bdfd940e4ff43ebe1442f11f208422188c8bac3d9dbcbd91,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,100.4,100.4,True,converted_validated
hk_person_02176615,2,2,2,shopping,home,ride,taxi,9825.944999999998,593.0,b32901e69bc0fd92d1e32377f7c7daf3a6e2d73f72dcfbe430d769983d381f5d,b32901e69bc0fd92d1e32377f7c7daf3a6e2d73f72dcfbe430d769983d381f5d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,109.5,109.5,True,converted_validated
hk_person_02179629,0,0,0,home,shopping,ride,taxi,10678.910999999998,679.0,14b21a01a2d3f850fc4a846b17faf54893d432ec088a3d1768dadc292d537aa8,14b21a01a2d3f850fc4a846b17faf54893d432ec088a3d1768dadc292d537aa8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,115.1,115.1,True,converted_validated
hk_person_02179629,1,1,1,shopping,home,ride,taxi,11696.619,727.0,5a4850f69f9041dfcb80fe04c5aba320288116f1b91e13f18c096239922d65b0,5a4850f69f9041dfcb80fe04c5aba320288116f1b91e13f18c096239922d65b0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,122.1,122.1,True,converted_validated
hk_person_02179829,2,2,2,home,dining,ride,taxi,4968.205,374.0,6f5ceb1060cc9cacb194d4ce137f4315e1bfe4319eea763b13c5607caec24e48,6f5ceb1060cc9cacb194d4ce137f4315e1bfe4319eea763b13c5607caec24e48,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,60.5,60.5,True,converted_validated
hk_person_02179829,3,3,3,dining,home,ride,taxi,5312.5790000000015,366.0,7294671a5b840eda17b963e8ef871753ca8dd7ceb5a920a96a10e39873154952,7294671a5b840eda17b963e8ef871753ca8dd7ceb5a920a96a10e39873154952,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,64.7,64.7,True,converted_validated
hk_person_02180941,2,2,2,home,shopping,ride,taxi,4625.329999999999,336.0,bf0ae80d3d90f3e6aad276481e75ffc7965dd78979907c7a26a88145c1e08852,bf0ae80d3d90f3e6aad276481e75ffc7965dd78979907c7a26a88145c1e08852,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,58.4,58.4,True,converted_validated
hk_person_02180941,3,3,3,shopping,dining,ride,taxi,7618.261999999999,486.0,703e4b54f98f12d6114a1c18b1f2d6c7a8ae684a6543651af048e2641ecea565,703e4b54f98f12d6114a1c18b1f2d6c7a8ae684a6543651af048e2641ecea565,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,89.9,89.9,True,converted_validated
hk_person_02180941,4,4,4,dining,home,ride,taxi,9526.571999999998,613.0,7fa04dc3a0589886dd6c0e34821bd8907f391eda0bdb651c3b577a8c35e4a0cc,7fa04dc3a0589886dd6c0e34821bd8907f391eda0bdb651c3b577a8c35e4a0cc,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,106.7,106.7,True,converted_validated
hk_person_02181386,0,0,0,home,shopping,ride,taxi,10456.409000000001,662.0,28f76fd50a6ae0225bc050a823241d255876dcdced05517df99408bf1e5c8740,28f76fd50a6ae0225bc050a823241d255876dcdced05517df99408bf1e5c8740,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,113.7,113.7,True,converted_validated
hk_person_02181386,1,1,1,shopping,leisure,ride,taxi,8576.591999999997,502.0,800df37949534fa5a1c5909757a90096e2b6401333937c39373b0a6c1175fcbd,800df37949534fa5a1c5909757a90096e2b6401333937c39373b0a6c1175fcbd,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,98.3,98.3,True,converted_validated
hk_person_02181386,2,2,2,leisure,home,ride,taxi,5953.2959999999985,416.0,db1a07913414c4c6c83d2bd67fa581528e18314a14a6960c6b806b855047bb3c,db1a07913414c4c6c83d2bd67fa581528e18314a14a6960c6b806b855047bb3c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,71.0,71.0,True,converted_validated
hk_person_02181442,2,2,2,home,dining,ride,taxi,12265.342000000004,699.0,b8746b94d2b8ff9dc1ab07ea77752858b41c2d9ccd06760c49468136c2276f83,b8746b94d2b8ff9dc1ab07ea77752858b41c2d9ccd06760c49468136c2276f83,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,126.3,126.3,True,converted_validated
hk_person_02181442,3,3,3,dining,home,ride,taxi,11567.670000000004,691.0,0cf9b6a0d6b48e0164165cd5e76abfbc0c2bb1010db74b292346088696f58445,0cf9b6a0d6b48e0164165cd5e76abfbc0c2bb1010db74b292346088696f58445,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,120.7,120.7,True,converted_validated
hk_person_02183226,0,0,0,home,dining,ride,taxi,4805.6630000000005,353.0,b88f2faa86363af3e9500dadc7b7b5453d43d24d02b5696d7b65b48928962ac5,b88f2faa86363af3e9500dadc7b7b5453d43d24d02b5696d7b65b48928962ac5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,60.5,60.5,True,converted_validated
hk_person_02183226,1,1,1,dining,home,ride,taxi,5347.976000000001,386.0,899f25a421a392ca80a3dd0e0f57298569c3afc57a2bb8864a9f071844b62fa4,899f25a421a392ca80a3dd0e0f57298569c3afc57a2bb8864a9f071844b62fa4,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,64.7,64.7,True,converted_validated
hk_person_02184369,0,0,0,home,dining,ride,taxi,11028.575000000003,664.0,b1584d2024f1ba51909f151b82db8dff1f93c8c9958d6a0fed9d03fe70543fff,b1584d2024f1ba51909f151b82db8dff1f93c8c9958d6a0fed9d03fe70543fff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,117.9,117.9,True,converted_validated
hk_person_02184369,1,1,1,dining,leisure,ride,taxi,11766.749000000002,668.0,cb29c9f29798f60cf19354c8b5bdb80c72a210e84612fd4a33c6ed765030b58a,cb29c9f29798f60cf19354c8b5bdb80c72a210e84612fd4a33c6ed765030b58a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,122.1,122.1,True,converted_validated
hk_person_02184369,2,2,2,leisure,home,ride,taxi,7347.833000000003,462.0,8d7c7d0f4038b9fc9578f2749c404cdb0a020b8474b0763d083806b0ed06baf3,8d7c7d0f4038b9fc9578f2749c404cdb0a020b8474b0763d083806b0ed06baf3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,85.7,85.7,True,converted_validated
hk_person_02184526,0,0,0,home,personal_business,ride,taxi,12895.399999999998,744.0,119aa0f9247303980e979baa1f4e24056d5e9fbb2ec8ad25800f112fe3ac7677,119aa0f9247303980e979baa1f4e24056d5e9fbb2ec8ad25800f112fe3ac7677,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,130.5,130.5,True,converted_validated
hk_person_02184526,1,1,1,personal_business,home,ride,taxi,11882.176999999996,748.0,57e94bdbe329530bbe286023019e5e28bb45ba00201df7f3f630459e6885ee16,57e94bdbe329530bbe286023019e5e28bb45ba00201df7f3f630459e6885ee16,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,123.5,123.5,True,converted_validated
hk_person_02184810,0,0,0,home,shopping,ride,taxi,9543.509,581.0,433880e957fc7e88f40d75001b0d968c6f1acde5f672378fefec98e4310a53be,433880e957fc7e88f40d75001b0d968c6f1acde5f672378fefec98e4310a53be,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,106.7,106.7,True,converted_validated
hk_person_02184810,1,1,1,shopping,dining,ride,taxi,12642.282000000001,724.0,a91bc7c45d01978ed4d79e2a66b2205549739db05e38dfad12420f3d083da487,a91bc7c45d01978ed4d79e2a66b2205549739db05e38dfad12420f3d083da487,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,129.1,129.1,True,converted_validated
hk_person_02184810,2,2,2,dining,home,ride,taxi,5919.634999999998,393.0,1bb8ef0197e283db526454a87df00889e5130826a54852946b5b82c690778ac6,1bb8ef0197e283db526454a87df00889e5130826a54852946b5b82c690778ac6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,71.0,71.0,True,converted_validated
hk_person_02185669,0,0,0,home,shopping,ride,taxi,9311.827000000003,613.0,f0fe8681f9cd1a3d4be8f963d0c08a6152d04f59b7cd76477a46a326ce7ed824,f0fe8681f9cd1a3d4be8f963d0c08a6152d04f59b7cd76477a46a326ce7ed824,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,105.3,105.3,True,converted_validated
hk_person_02185669,1,1,1,shopping,home,ride,taxi,10419.911000000002,634.0,51ddb9ac027331ab0a6e27f4cda48e34d6afa0b75d93a673635b80b71fb6402e,51ddb9ac027331ab0a6e27f4cda48e34d6afa0b75d93a673635b80b71fb6402e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,113.7,113.7,True,converted_validated
hk_person_02186252,0,0,0,home,shopping,ride,taxi,4106.637000000001,265.0,a87508978b41b86726f525cf39ae1c8c56c82ebcf4aabbf8e7c0a3b1ec5e8c7e,a87508978b41b86726f525cf39ae1c8c56c82ebcf4aabbf8e7c0a3b1ec5e8c7e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,52.1,52.1,True,converted_validated
hk_person_02186252,1,1,1,shopping,home,ride,taxi,4125.915,262.0,3b72e0f7fd5c419244fdb521b831a706d5e71ad51d6da1cd0672e74286e57c4b,3b72e0f7fd5c419244fdb521b831a706d5e71ad51d6da1cd0672e74286e57c4b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,52.1,52.1,True,converted_validated
hk_person_02186487,0,0,0,home,dining,ride,taxi,20624.529000000006,982.0,5e8ba967040ecc4007cdd55eeb8203d48d513c8c9a8fa45c8d50e18394ec6c56,5e8ba967040ecc4007cdd55eeb8203d48d513c8c9a8fa45c8d50e18394ec6c56,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,185.1,185.1,True,converted_validated
hk_person_02186487,1,1,1,dining,home,ride,taxi,20734.062,1023.0,273f9fbc38a476caabd4474aa047670232a28966b1e11f1985a1cfde848dc171,273f9fbc38a476caabd4474aa047670232a28966b1e11f1985a1cfde848dc171,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,185.1,185.1,True,converted_validated
hk_person_02187159,0,0,0,home,shopping,ride,taxi,5331.220999999999,338.0,411e9b3efba2422ea76acee9e01131d8f45a45b08b78b454dac472420f7fd6b7,411e9b3efba2422ea76acee9e01131d8f45a45b08b78b454dac472420f7fd6b7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,64.7,64.7,True,converted_validated
hk_person_02187159,1,1,1,shopping,home,ride,taxi,4374.996999999999,314.0,dabc0ef4617f3da6cfe254811dff8cd5d797f92093a8fd3a213d82863d7d3b1b,dabc0ef4617f3da6cfe254811dff8cd5d797f92093a8fd3a213d82863d7d3b1b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,54.2,54.2,True,converted_validated
hk_person_02187160,0,0,0,home,leisure,ride,taxi,1884.647,135.0,2880e41d05d8a57a26bb1d23d2e9e4ca14a66f3054951381047c19dadca2ef98,2880e41d05d8a57a26bb1d23d2e9e4ca14a66f3054951381047c19dadca2ef98,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,29.0,29.0,True,converted_validated
hk_person_02187160,1,1,1,leisure,home,ride,taxi,1706.7320000000002,122.0,db27e99ea7c39f7207a000916b6a36f21cab21d691e6d285d893728db0a5d313,db27e99ea7c39f7207a000916b6a36f21cab21d691e6d285d893728db0a5d313,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,29.0,29.0,True,converted_validated
