displaced_person_id,donor_person_id,student_stage,displaced_tcs_zone,donor_tcs_zone,donor_original_mode,donor_original_mode_detail,pairing_rule,home_distance_m
hk_person_02238731,hk_person_02343101,primary,10,10,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02238821,hk_person_01999537,secondary,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02245314,hk_person_02360930,secondary,10,10,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02247252,hk_person_02256000,kindergarten,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02256171,hk_person_02163308,secondary,10,10,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02262025,hk_person_02255999,kindergarten,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02293714,hk_person_02078057,secondary,10,10,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02309173,hk_person_02092958,secondary,10,10,pt,mtr,same_stage_tcs,0.0
hk_person_02311955,hk_person_02055510,kindergarten,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02313254,hk_person_02098204,secondary,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02332054,hk_person_02328440,primary,10,10,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02334690,hk_person_02078058,kindergarten,10,10,pt,mtr,same_stage_tcs,0.0
hk_person_02345655,hk_person_02159829,secondary,10,10,pt,mtr,same_stage_tcs,0.0
hk_person_02357753,hk_person_02013902,primary,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02365146,hk_person_02096079,primary,10,10,pt,mtr,same_stage_tcs,0.0
hk_person_02369985,hk_person_02085203,kindergarten,10,10,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02370361,hk_person_02312677,secondary,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02370571,hk_person_02134418,secondary,10,10,pt,lrt,same_stage_tcs,0.0
hk_person_02376767,hk_person_02095252,kindergarten,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02386748,hk_person_02078108,primary,10,10,walk,walk,same_stage_tcs,0.0
hk_person_02401582,hk_person_02787985,primary,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02426969,hk_person_02592570,primary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02429856,hk_person_02429366,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02430009,hk_person_02757701,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02432891,hk_person_02868378,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02436529,hk_person_02862616,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02448525,hk_person_02537811,primary,9,9,pt,plb,same_stage_tcs,0.0
hk_person_02448743,hk_person_03058549,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02466671,hk_person_03020532,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02472994,hk_person_02448328,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02473872,hk_person_02918175,primary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02476443,hk_person_02876438,primary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02519646,hk_person_02575600,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02526711,hk_person_02906987,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02527123,hk_person_02882028,primary,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02538060,hk_person_02863005,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02539443,hk_person_02960990,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02547494,hk_person_02996022,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02549231,hk_person_02666627,kindergarten,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02549630,hk_person_02401261,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02549649,hk_person_03039706,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02559690,hk_person_02585583,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02562348,hk_person_02608313,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02564590,hk_person_03060134,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02568682,hk_person_02711646,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02575496,hk_person_02695856,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02577952,hk_person_02787628,primary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02578151,hk_person_02623027,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02582265,hk_person_02987071,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02590009,hk_person_02658987,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02592607,hk_person_02670988,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02594030,hk_person_02630885,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02603137,hk_person_02473407,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02605465,hk_person_02946278,kindergarten,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02605597,hk_person_03031673,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02605599,hk_person_02549792,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02605654,hk_person_02549800,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02623663,hk_person_02862572,primary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02624981,hk_person_02578390,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02632877,hk_person_02841578,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02636216,hk_person_02918129,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02661124,hk_person_02568826,primary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02662850,hk_person_02968237,secondary,9,9,pt,plb,same_stage_tcs,0.0
hk_person_02694105,hk_person_02840927,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02695768,hk_person_02573641,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02699881,hk_person_02893833,kindergarten,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02705833,hk_person_02766073,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02708221,hk_person_02476649,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02710760,hk_person_02649945,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02711050,hk_person_02986608,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02714725,hk_person_02696628,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02728263,hk_person_02413045,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02752293,hk_person_02983425,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02755197,hk_person_03051294,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02760694,hk_person_02848559,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02763439,hk_person_02854492,kindergarten,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02787647,hk_person_02665018,primary,9,9,pt,tram,same_stage_tcs,0.0
hk_person_02798554,hk_person_02973032,primary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02803095,hk_person_02798327,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02803770,hk_person_02997305,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02804314,hk_person_02859981,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02811349,hk_person_03001429,secondary,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02819418,hk_person_02606206,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02821594,hk_person_03014389,primary,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02830095,hk_person_02606209,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02839833,hk_person_02849467,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02841224,hk_person_02873933,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02841234,hk_person_02415763,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02851718,hk_person_02915091,primary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02862654,hk_person_02619662,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02883538,hk_person_02494090,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02883989,hk_person_02857414,kindergarten,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02892870,hk_person_02861453,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02901822,hk_person_02628364,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02901889,hk_person_02811502,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02902131,hk_person_02930038,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02906733,hk_person_02401490,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02908717,hk_person_03033322,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02910668,hk_person_03061952,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02930808,hk_person_03050164,secondary,9,9,pt,lrt,same_stage_tcs,0.0
hk_person_02934412,hk_person_02430359,primary,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02944623,hk_person_02861449,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02946193,hk_person_03032138,kindergarten,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02950445,hk_person_02711645,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02960609,hk_person_02590354,kindergarten,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_02961247,hk_person_02931272,primary,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02967948,hk_person_02863875,secondary,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_02973194,hk_person_02536996,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02981029,hk_person_02877174,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02985623,hk_person_03053069,kindergarten,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02992777,hk_person_02862970,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_02994740,hk_person_02901911,primary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_03000772,hk_person_02549795,secondary,9,9,pt,mtr,same_stage_tcs,0.0
hk_person_03008173,hk_person_02724891,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_03048876,hk_person_02798328,primary,9,9,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03056388,hk_person_02515976,secondary,9,9,walk,walk,same_stage_tcs,0.0
hk_person_03068141,hk_person_03365724,primary,5,5,pt,mtr,same_stage_tcs,0.0
hk_person_03079125,hk_person_03122224,special,5,5,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03092529,hk_person_03139796,kindergarten,5,5,pt,plb,same_stage_tcs,0.0
hk_person_03093639,hk_person_03067256,secondary,5,5,walk,walk,same_stage_tcs,0.0
hk_person_03095087,hk_person_03138570,primary,5,5,pt,mtr,same_stage_tcs,0.0
hk_person_03111307,hk_person_03315345,secondary,5,5,pt,mtr,same_stage_tcs,0.0
hk_person_03125140,hk_person_03306337,kindergarten,5,5,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03126385,hk_person_03347176,secondary,5,5,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03132287,hk_person_03109027,primary,5,5,walk,walk,same_stage_tcs,0.0
hk_person_03138409,hk_person_03135351,secondary,5,5,walk,walk,same_stage_tcs,0.0
hk_person_03148691,hk_person_03187765,secondary,6,6,pt,mtr,same_stage_tcs,0.0
hk_person_03149267,hk_person_03275019,primary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03158885,hk_person_03274395,secondary,6,6,pt,tram,same_stage_tcs,0.0
hk_person_03176415,hk_person_03222767,kindergarten,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03177669,hk_person_03195154,primary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03177671,hk_person_03258933,primary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03190380,hk_person_03142364,kindergarten,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03191255,hk_person_03194682,secondary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03197142,hk_person_03194683,secondary,6,6,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03197301,hk_person_03177271,kindergarten,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03209325,hk_person_03218851,primary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03214551,hk_person_03217044,kindergarten,6,6,pt,lrt,same_stage_tcs,0.0
hk_person_03233217,hk_person_03298306,primary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03241363,hk_person_03141674,primary,6,6,pt,mtr,same_stage_tcs,0.0
hk_person_03241740,hk_person_03213753,secondary,6,6,pt,mtr,same_stage_tcs,0.0
hk_person_03260553,hk_person_03303254,kindergarten,6,6,pt,plb,same_stage_tcs,0.0
hk_person_03286009,hk_person_03145455,secondary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03290863,hk_person_03261053,secondary,6,6,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03291276,hk_person_03177616,primary,6,6,pt,plb,same_stage_tcs,0.0
hk_person_03302872,hk_person_03220234,primary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03304334,hk_person_03142363,secondary,6,6,walk,walk,same_stage_tcs,0.0
hk_person_03317779,hk_person_03143116,special,5,6,walk,walk,same_stage_nearest_home,634.1835676574374
hk_person_03318764,hk_person_03098014,primary,5,5,walk,walk,same_stage_tcs,0.0
hk_person_03338551,hk_person_03346390,kindergarten,5,5,walk,walk,same_stage_tcs,0.0
hk_person_03340141,hk_person_03106978,secondary,5,5,walk,walk,same_stage_tcs,0.0
hk_person_03344358,hk_person_03319192,secondary,5,5,walk,walk,same_stage_tcs,0.0
hk_person_03354119,hk_person_03139795,primary,5,5,pt,mtr,same_stage_tcs,0.0
hk_person_03370363,hk_person_03592735,kindergarten,12,12,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03370775,hk_person_03463992,secondary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03385987,hk_person_03469470,primary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03389410,hk_person_03551745,secondary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03399518,hk_person_03511115,primary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03421132,hk_person_03598801,special,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03441383,hk_person_03589260,secondary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03441751,hk_person_03525134,kindergarten,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03445378,hk_person_03426221,primary,12,12,pt,plb,same_stage_tcs,0.0
hk_person_03448320,hk_person_03463991,secondary,12,12,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03455686,hk_person_03430536,kindergarten,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03460411,hk_person_03439930,secondary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03464254,hk_person_03610494,secondary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03466529,hk_person_03380510,secondary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03470910,hk_person_03509857,primary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03481178,hk_person_03383572,secondary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03483604,hk_person_03605941,primary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03483788,hk_person_03622451,primary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03488234,hk_person_03592832,secondary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03505350,hk_person_03449745,primary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03511160,hk_person_03510350,kindergarten,12,12,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03511194,hk_person_03572169,secondary,12,12,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03531181,hk_person_03606251,secondary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03537253,hk_person_03621073,secondary,12,12,pt,plb,same_stage_tcs,0.0
hk_person_03554607,hk_person_03621074,kindergarten,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03556513,hk_person_03379959,secondary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03559604,hk_person_03490023,special,12,12,pt,plb,same_stage_tcs,0.0
hk_person_03560867,hk_person_03592837,secondary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03572892,hk_person_03572234,primary,12,12,pt,plb,same_stage_tcs,0.0
hk_person_03586189,hk_person_03515360,primary,12,12,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03591219,hk_person_03592313,primary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03592185,hk_person_03438280,secondary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03599876,hk_person_03490022,primary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03605115,hk_person_03533226,secondary,12,12,pt,plb,same_stage_tcs,0.0
hk_person_03616002,hk_person_03512230,primary,12,12,pt,plb,same_stage_tcs,0.0
hk_person_03620987,hk_person_03511116,primary,12,12,pt,mtr,same_stage_tcs,0.0
hk_person_03621043,hk_person_03457154,secondary,12,12,pt,plb,same_stage_tcs,0.0
hk_person_03621428,hk_person_03420110,primary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03633338,hk_person_03572232,primary,12,12,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03635139,hk_person_03603632,primary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03647559,hk_person_03424907,secondary,12,12,pt,plb,same_stage_tcs,0.0
hk_person_03660014,hk_person_03413659,secondary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03661394,hk_person_03592898,kindergarten,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03661416,hk_person_03476680,primary,12,12,walk,walk,same_stage_tcs,0.0
hk_person_03686910,hk_person_03698963,secondary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03697887,hk_person_03797996,secondary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03702606,hk_person_03730097,primary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03709020,hk_person_03733149,primary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03722901,hk_person_03741732,primary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03726297,hk_person_03718926,secondary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03731471,hk_person_03730526,primary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03746843,hk_person_03769061,primary,13,13,pt,mtr,same_stage_tcs,0.0
hk_person_03749501,hk_person_03768823,primary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03750113,hk_person_03749863,secondary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03750269,hk_person_03808819,primary,13,13,pt,mtr,same_stage_tcs,0.0
hk_person_03750498,hk_person_03742555,secondary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03769202,hk_person_03807527,primary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03769901,hk_person_03841706,secondary,13,13,pt,mtr,same_stage_tcs,0.0
hk_person_03790487,hk_person_03798540,kindergarten,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03797337,hk_person_03734574,secondary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03798878,hk_person_03729465,secondary,13,13,pt,lrt,same_stage_tcs,0.0
hk_person_03802109,hk_person_03726482,primary,13,13,walk,walk,same_stage_tcs,0.0
hk_person_03861108,hk_person_04078345,secondary,11,11,pt,mtr,same_stage_tcs,0.0
hk_person_03864700,hk_person_03978863,kindergarten,11,11,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03866831,hk_person_03975843,kindergarten,11,11,pt,lrt,same_stage_tcs,0.0
hk_person_03868694,hk_person_03953486,kindergarten,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03869181,hk_person_04111781,primary,11,11,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03871161,hk_person_03925737,kindergarten,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03871448,hk_person_04096666,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03878377,hk_person_04015205,secondary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03888116,hk_person_03902527,secondary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03889614,hk_person_03952145,kindergarten,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03889785,hk_person_04167413,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03894172,hk_person_04107413,kindergarten,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03898073,hk_person_04096201,secondary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03903639,hk_person_03948119,primary,11,11,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03904784,hk_person_03929590,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03909438,hk_person_04116262,kindergarten,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03921585,hk_person_04097266,secondary,11,11,pt,lrt,same_stage_tcs,0.0
hk_person_03929741,hk_person_04050258,primary,11,11,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03929910,hk_person_03888968,primary,11,11,pt,mtr,same_stage_tcs,0.0
hk_person_03933490,hk_person_03888393,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03935786,hk_person_03956710,secondary,11,11,pt,plb,same_stage_tcs,0.0
hk_person_03940948,hk_person_03862375,secondary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03942696,hk_person_04007605,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03943659,hk_person_04096513,secondary,11,11,pt,plb,same_stage_tcs,0.0
hk_person_03946921,hk_person_03948123,secondary,11,11,pt,franchised_bus,same_stage_tcs,0.0
hk_person_03952371,hk_person_03911003,secondary,11,11,pt,plb,same_stage_tcs,0.0
hk_person_03958225,hk_person_04063676,secondary,11,11,pt,lrt,same_stage_tcs,0.0
hk_person_03963567,hk_person_03920930,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03968197,hk_person_04057068,primary,11,11,pt,mtr,same_stage_tcs,0.0
hk_person_03982296,hk_person_04056016,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_03982392,hk_person_03983049,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04000736,hk_person_03877793,secondary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04009265,hk_person_03890541,secondary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04010629,hk_person_03878471,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04027178,hk_person_07247097,kindergarten,26,26,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04032729,hk_person_07228779,primary,26,26,pt,mtr,same_stage_tcs,0.0
hk_person_04052612,hk_person_03898770,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04058567,hk_person_03866087,kindergarten,11,11,pt,plb,same_stage_tcs,0.0
hk_person_04060674,hk_person_04097116,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04069075,hk_person_04089882,secondary,11,11,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04078365,hk_person_04024552,secondary,11,11,pt,mtr,same_stage_tcs,0.0
hk_person_04086044,hk_person_04028292,secondary,26,26,walk,walk,same_stage_tcs,0.0
hk_person_04125709,hk_person_03984936,secondary,11,11,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04126618,hk_person_04023024,kindergarten,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04126780,hk_person_03928139,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04138687,hk_person_03888966,secondary,11,11,pt,mtr,same_stage_tcs,0.0
hk_person_04138974,hk_person_03968695,primary,11,11,pt,plb,same_stage_tcs,0.0
hk_person_04139096,hk_person_03982898,primary,11,11,pt,plb,same_stage_tcs,0.0
hk_person_04154520,hk_person_03904804,primary,11,11,walk,walk,same_stage_tcs,0.0
hk_person_04155235,hk_person_04109463,primary,11,11,pt,lrt,same_stage_tcs,0.0
hk_person_04168097,hk_person_03999626,primary,11,11,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04174141,hk_person_04173091,primary,14,14,pt,plb,same_stage_tcs,0.0
hk_person_04193789,hk_person_04641479,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04200758,hk_person_04559458,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04213143,hk_person_04228491,kindergarten,14,14,pt,tram,same_stage_tcs,0.0
hk_person_04213509,hk_person_04648108,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04216471,hk_person_04323194,secondary,14,14,pt,plb,same_stage_tcs,0.0
hk_person_04226257,hk_person_04234850,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04228453,hk_person_04182757,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04246723,hk_person_04505922,secondary,14,14,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04249102,hk_person_04369461,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04253491,hk_person_04648109,secondary,14,14,pt,mtr,same_stage_tcs,0.0
hk_person_04254152,hk_person_04339621,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04256603,hk_person_04585623,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04260526,hk_person_04667734,secondary,14,14,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04279193,hk_person_04602987,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04282203,hk_person_04220241,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04290319,hk_person_04276622,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04307624,hk_person_04370494,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04308183,hk_person_04478754,primary,14,14,pt,ferry,same_stage_tcs,0.0
hk_person_04309009,hk_person_04182716,primary,14,14,pt,lrt,same_stage_tcs,0.0
hk_person_04309261,hk_person_04479820,kindergarten,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04309445,hk_person_04512688,kindergarten,14,14,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04313908,hk_person_04461524,secondary,14,14,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04323240,hk_person_04605361,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04332390,hk_person_04520601,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04366932,hk_person_04558790,primary,14,14,pt,mtr,same_stage_tcs,0.0
hk_person_04369064,hk_person_04472034,primary,14,14,pt,lrt,same_stage_tcs,0.0
hk_person_04370481,hk_person_04597078,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04419034,hk_person_04265946,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04425488,hk_person_04602986,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04452883,hk_person_04192589,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04453705,hk_person_04472529,primary,14,14,pt,mtr,same_stage_tcs,0.0
hk_person_04468373,hk_person_04615457,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04468861,hk_person_04400418,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04471983,hk_person_04574408,primary,14,14,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04498467,hk_person_04599051,kindergarten,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04499071,hk_person_04453128,secondary,14,14,pt,mtr,same_stage_tcs,0.0
hk_person_04502893,hk_person_04527466,secondary,14,14,pt,mtr,same_stage_tcs,0.0
