person_id,person_index,household_id,household_index,member_sequence,relationship_role,age,age_band_census,sex,dcca,grid_id,tcs_zone,household_private_vehicle_count,potential_household_vehicle_access,is_designated_driver,assigned_vehicle_count,expansion_weight,dc_eng,income_band_tcs,housing_type,role,student_stage,destination_grid_id,destination_facility_id,mode_detail,matsim_mode,border_control_point,home_x,home_y,home_facility_id,outbound_time_s,return_time_s,assigned_vehicle_id,selection_stratum,selection_stratum_quota
hk_person_04474430,4474430,hk_hh_1662586,1662586,0,reference_person,38,3,F,3320,224,14,1,True,True,1,20.000024482134844,Tuen Mun,2.0,private_permanent,fixed_worker,,1181,work_poi_osm:12033113935:43505,private_car_passenger_van,ride,,187715.56871391425,2477852.4893772467,home_hk_hh_1662586,30165.236983036208,53812.19992385004,,14|F|3,3
hk_person_04596710,4596710,hk_hh_1710442,1710442,3,other_member,27,3,F,3328,252,14,2,True,True,1,20.000024482134844,Tuen Mun,5.0,private_permanent,fixed_worker,,337,work_poi_igeocom:21246666,private_car_passenger_van,ride,,188831.499266049,2482079.129794505,home_hk_hh_1710442,27364.669149962716,64425.36205152745,,14|F|3,3
hk_person_04748957,4748957,hk_hh_1766667,1766667,0,reference_person,51,4,M,3405,394,15,2,True,True,1,20.000024482134844,Yuen Long,5.0,private_permanent,fixed_worker,,318,work_poi_igeocom:544647,private_car_passenger_van,ride,,193339.58584558667,2484205.861117552,home_hk_hh_1766667,25140.863632671524,58640.27215464469,,15|M|4,1
hk_person_04762513,4762513,hk_hh_1771772,1771772,0,reference_person,41,3,F,3406,395,15,1,True,True,1,20.000024482134844,Yuen Long,5.0,private_permanent,fixed_worker,,1109,work_poi_osm:8588391477:33467,private_car_passenger_van,ride,,193357.92920113413,2485129.1843191176,home_hk_hh_1771772,28814.388698392086,57287.015756887195,,15|F|3,1
hk_person_04785278,4785278,hk_hh_1780481,1780481,0,reference_person,48,4,F,3407,417,15,1,True,True,1,20.000024482134844,Yuen Long,1.0,subsidised_home_ownership,fixed_worker,,725,work_poi_igeocom:528804,private_car_passenger_van,ride,,194123.0700963395,2484744.5271838834,home_hk_hh_1780481,27038.352217116153,58017.54485840048,,15|F|4,1
hk_person_04833899,4833899,hk_hh_1798655,1798655,0,reference_person,23,2,M,3411,415,23,2,True,True,1,20.000024482134844,Yuen Long,5.0,private_permanent,fixed_worker,,826,work_poi_osm:missing:59778,private_car_passenger_van,ride,,194267.30782865582,2483356.1503624558,home_hk_hh_1798655,26815.9193287242,55410.046152174866,,23|M|2,1
hk_person_04869701,4869701,hk_hh_1810971,1810971,1,partner_or_other_adult,31,3,F,3413,336,23,3,True,True,1,20.000024482134844,Yuen Long,5.0,private_permanent,fixed_worker,,1130,work_grid_1130,private_car_passenger_van,ride,,191447.52946715645,2484058.8189177047,home_hk_hh_1810971,32712.51284676281,63379.12206964559,,23|F|3,2
hk_person_04869804,4869804,hk_hh_1811005,1811005,2,other_member,25,3,M,3413,336,23,2,True,True,1,20.000024482134844,Yuen Long,5.0,private_permanent,fixed_worker,,1140,work_poi_osm:11545388069:42361,private_car_passenger_van,ride,,190753.44036140695,2483703.2221831693,home_hk_hh_1811005,29375.643078172492,52323.09998445146,,23|M|3,1
hk_person_04904153,4904153,hk_hh_1823537,1823537,2,other_member,40,3,F,3415,307,23,3,True,True,1,20.000024482134844,Yuen Long,5.0,private_permanent,fixed_worker,,739,work_poi_igeocom:559234,private_car_passenger_van,ride,,190532.94913880643,2485555.0606385483,home_hk_hh_1823537,33939.21589343808,66903.62521165938,,23|F|3,2
hk_person_05096391,5096391,hk_hh_1890604,1890604,0,reference_person,58,4,F,3427,339,16,1,True,True,1,20.000024482134844,Yuen Long,2.0,private_permanent,fixed_worker,,1073,work_poi_igeocom:21128908,private_car_passenger_van,ride,,191250.99862765142,2487110.977165306,home_hk_hh_1890604,28338.250713223955,56939.36925105866,,16|F|4,1
hk_person_05146737,5146737,hk_hh_1910339,1910339,1,partner_or_other_adult,51,4,M,3430,339,16,1,True,True,1,20.000024482134844,Yuen Long,1.0,public_rental,fixed_worker,,1456,work_poi_osm:13296274996:46860,private_car_passenger_van,ride,,191422.63751183008,2487107.541195746,home_hk_hh_1910339,32038.740065513543,59378.029131064905,,16|M|4,1
hk_person_05182226,5182226,hk_hh_1921629,1921629,0,reference_person,39,3,F,3432,340,16,1,True,True,1,20.000024482134844,Yuen Long,3.0,public_rental,fixed_worker,,44,work_poi_osm:missing:63588,private_car_passenger_van,ride,,191260.24397544964,2487572.6459999583,home_hk_hh_1921629,27760.951404899693,62397.42535526601,,16|F|3,1
hk_person_05300898,5300898,hk_hh_1960671,1960671,0,reference_person,57,4,F,3438,575,23,3,True,True,1,20.000024482134844,Yuen Long,5.0,private_permanent,fixed_worker,,922,work_poi_osm:5787744245:26454,private_car_passenger_van,ride,,200556.66845240793,2484433.6474098447,home_hk_hh_1960671,28861.15408129768,67081.34913925483,,23|F|4,2
hk_person_05304653,5304653,hk_hh_1962018,1962018,0,reference_person,50,4,F,3438,576,23,3,True,True,1,20.000024482134844,Yuen Long,5.0,private_permanent,fixed_worker,,1071,work_poi_igeocom:21078267,private_car_passenger_van,ride,,200658.61388999224,2485262.936166108,home_hk_hh_1962018,31595.49075023517,65603.26832575873,,23|F|4,2
hk_person_05402562,5402562,hk_hh_1997546,1997546,0,reference_person,63,4,M,3505,765,18,1,True,True,1,20.000024482134844,North,1.0,subsidised_home_ownership,fixed_worker,,681,work_poi_igeocom:21108930,private_car_passenger_van,ride,,205452.94037194445,2489049.770295454,home_hk_hh_1997546,24827.893967031385,53325.78638729463,,18|M|4,1
hk_person_05522342,5522342,hk_hh_2041155,2041155,1,partner_or_other_adult,18,2,F,3512,698,18,1,True,True,1,20.000024482134844,North,2.0,public_rental,fixed_worker,,647,work_poi_igeocom:538529,private_car_passenger_van,ride,,203777.79633404734,2491206.1957731745,home_hk_hh_2041155,27217.229268583644,59809.47672436835,,18|F|2,1
hk_person_05547151,5547151,hk_hh_2050826,2050826,1,partner_or_other_adult,55,4,F,3513,731,18,2,True,True,1,20.000024482134844,North,4.0,private_permanent,fixed_worker,,1238,work_poi_igeocom:535978,private_car_passenger_van,ride,,205223.81977658434,2490531.910806039,home_hk_hh_2050826,28511.754654068103,64148.969203503555,,18|F|4,1
hk_person_05660003,5660003,hk_hh_2092515,2092515,1,partner_or_other_adult,44,3,F,3602,882,17,2,True,True,1,20.000024482134844,Tai Po,5.0,private_permanent,fixed_worker,,1021,work_poi_osm:missing:73649,private_car_passenger_van,ride,,208660.94829379255,2486218.0569294635,home_hk_hh_2092515,33628.21656175004,60696.7788339713,,17|F|3,1
hk_person_05684376,5684376,hk_hh_2101693,2101693,1,partner_or_other_adult,64,4,M,3604,882,17,1,True,True,1,20.000024482134844,Tai Po,1.0,public_rental,fixed_worker,,707,work_poi_osm:3937121762:13708,private_car_passenger_van,ride,,208315.94844247395,2486132.220513259,home_hk_hh_2101693,25635.28174855911,56795.226601132774,,17|M|4,1
hk_person_05860057,5860057,hk_hh_2163978,2163978,0,reference_person,53,4,F,3615,841,17,1,True,True,1,20.000024482134844,Tai Po,2.0,subsidised_home_ownership,fixed_worker,,906,work_poi_igeocom:553154,private_car_passenger_van,ride,,207792.3189176565,2485680.3446420394,home_hk_hh_2163978,27795.853060358517,57780.717816673954,,17|F|4,1
hk_person_05954973,5954973,hk_hh_2196370,2196370,1,partner_or_other_adult,41,3,F,3701,912,19,2,True,True,1,20.000024482134844,Sha Tin,5.0,private_permanent,fixed_worker,,865,work_poi_osm:4864548564:23210,private_car_passenger_van,ride,,209682.04548514448,2476593.8413926186,home_hk_hh_2196370,29593.601485949246,71790.89342282541,,19|F|3,2
hk_person_06006089,6006089,hk_hh_2215076,2215076,0,reference_person,18,2,F,3704,1040,19,2,True,True,1,20.000024482134844,Sha Tin,5.0,private_permanent,fixed_worker,,865,work_poi_igeocom:563310,private_car_passenger_van,ride,,212725.02410234045,2478568.865722364,home_hk_hh_2215076,27911.398009539145,57225.701696508986,,19|F|2,1
hk_person_06131491,6131491,hk_hh_2264328,2264328,0,reference_person,38,3,M,3712,953,19,1,True,True,1,20.000024482134844,Sha Tin,1.0,public_rental,fixed_worker,,865,work_poi_igeocom:21134262,private_car_passenger_van,ride,,210111.37616361625,2476585.800711585,home_hk_hh_2264328,24426.203072028704,60058.38295844252,,19|M|3,3
hk_person_06257637,6257637,hk_hh_2309119,2309119,0,reference_person,57,4,F,3720,873,19,1,True,True,1,20.000024482134844,Sha Tin,4.0,private_permanent,fixed_worker,,128,work_poi_igeocom:544377,private_car_passenger_van,ride,,208924.86454686255,2477439.2504780204,home_hk_hh_2309119,26462.862157222255,56124.724740018166,,19|F|4,2
hk_person_06267684,6267684,hk_hh_2313283,2313283,0,reference_person,18,2,M,3720,912,19,1,True,True,1,20.000024482134844,Sha Tin,1.0,public_rental,fixed_worker,,441,work_poi_igeocom:526848,private_car_passenger_van,ride,,209426.17845377536,2476690.9940816527,home_hk_hh_2313283,27577.00107520204,58138.81789270832,,19|M|2,1
hk_person_06282717,6282717,hk_hh_2319101,2319101,0,reference_person,32,3,F,3721,873,19,1,True,True,1,20.000024482134844,Sha Tin,1.0,public_rental,fixed_worker,,415,work_poi_igeocom:21176205,private_car_passenger_van,ride,,208845.94706646865,2477810.1566063706,home_hk_hh_2319101,30171.838357849527,66223.40164221078,,19|F|3,2
hk_person_06306021,6306021,hk_hh_2327506,2327506,2,other_member,54,4,M,3722,957,19,2,True,True,1,20.000024482134844,Sha Tin,5.0,private_permanent,fixed_worker,,881,work_poi_igeocom:21248069,private_car_passenger_van,ride,,210268.11097304343,2480369.4071477903,home_hk_hh_2327506,27711.140833516718,52291.14721940242,,19|M|4,1
hk_person_06329361,6329361,hk_hh_2335644,2335644,3,other_member,32,3,M,3723,998,19,2,True,True,1,20.000024482134844,Sha Tin,5.0,private_permanent,fixed_worker,,1029,work_poi_igeocom:21078781,private_car_passenger_van,ride,,211198.61159616738,2479613.168691212,home_hk_hh_2335644,28156.832834332774,59099.744736035944,,19|M|3,3
hk_person_06336744,6336744,hk_hh_2338104,2338104,0,reference_person,56,4,F,3723,998,19,1,True,True,1,20.000024482134844,Sha Tin,3.0,private_permanent,fixed_worker,,1302,work_poi_igeocom:21078301,private_car_passenger_van,ride,,211619.2493315045,2479143.552874868,home_hk_hh_2338104,28825.05734752883,64168.37882846626,,19|F|4,2
hk_person_06369388,6369388,hk_hh_2348370,2348370,0,reference_person,52,4,F,3726,1167,20,1,True,True,1,20.000024482134844,Sha Tin,3.0,public_rental,fixed_worker,,1157,work_poi_igeocom:542857,private_car_passenger_van,ride,,215540.25037175103,2482210.8965010406,home_hk_hh_2348370,24042.808661301126,63610.60279604848,,20|F|4,1
hk_person_06477592,6477592,hk_hh_2385125,2385125,0,reference_person,41,3,F,3732,1167,20,1,True,True,1,20.000024482134844,Sha Tin,2.0,subsidised_home_ownership,fixed_worker,,347,work_grid_347,private_car_passenger_van,ride,,214934.31938375707,2481945.009651271,home_hk_hh_2385125,26641.022240768714,65450.78661894562,,20|F|3,1
hk_person_06534664,6534664,hk_hh_2405627,2405627,1,partner_or_other_adult,38,3,M,3735,1124,20,1,True,True,1,20.000024482134844,Sha Tin,3.0,private_permanent,fixed_worker,,785,work_poi_igeocom:531682,private_car_passenger_van,ride,,214216.93142536678,2480295.9263955117,home_hk_hh_2405627,31081.322107001193,64738.15075071178,,20|M|3,1
hk_person_06609057,6609057,hk_hh_2430751,2430751,2,other_member,33,3,M,3740,1040,19,2,True,True,1,20.000024482134844,Sha Tin,5.0,private_permanent,fixed_worker,,782,work_poi_igeocom:21133106,private_car_passenger_van,ride,,212208.1860332695,2478486.1150370995,home_hk_hh_2430751,25777.58315207989,60029.05009640918,,19|M|3,3
hk_person_06658911,6658911,hk_hh_2448305,2448305,1,partner_or_other_adult,60,4,F,3802,1309,25,2,True,True,1,20.000024482134844,Sai Kung,3.0,private_permanent,fixed_worker,,1167,work_poi_osm:5397686915:25306,private_car_passenger_van,ride,,219138.78817285452,2477065.923827017,home_hk_hh_2448305,26977.837857349525,57417.55894652895,,25|F|4,1
hk_person_06744177,6744177,hk_hh_2476920,2476920,0,reference_person,38,3,F,3808,1233,21,1,True,True,1,20.000024482134844,Sai Kung,2.0,private_permanent,fixed_worker,,866,work_poi_osm:6449106986:28930,private_car_passenger_van,ride,,216593.11269717698,2469354.9719896005,home_hk_hh_2476920,26338.1241519144,62744.47691723828,,21|F|3,2
hk_person_06793234,6793234,hk_hh_2494667,2494667,0,reference_person,63,4,F,3810,1268,21,1,True,True,1,20.000024482134844,Sai Kung,5.0,private_permanent,fixed_worker,,1188,work_poi_osm:1649800466:2897,private_car_passenger_van,ride,,217874.936526175,2468962.25669978,home_hk_hh_2494667,25421.45647839675,54003.621424197656,,21|F|4,2
hk_person_06852009,6852009,hk_hh_2514572,2514572,0,reference_person,36,3,M,3814,1233,21,1,True,True,1,20.000024482134844,Sai Kung,4.0,public_rental,fixed_worker,,988,work_poi_osm:12873347048:45900,private_car_passenger_van,ride,,217017.57984790968,2469070.19141132,home_hk_hh_2514572,27507.9393741032,53640.27049205701,,21|M|3,2
hk_person_06939843,6939843,hk_hh_2545506,2545506,0,reference_person,57,4,M,3820,1235,21,1,True,True,1,20.000024482134844,Sai Kung,5.0,private_permanent,fixed_worker,,865,work_poi_igeocom:547518,private_car_passenger_van,ride,,216537.53514131287,2471018.2651987546,home_hk_hh_2545506,36349.32254243212,61614.49358381449,,21|M|4,1
hk_person_06977479,6977479,hk_hh_2559243,2559243,0,reference_person,39,3,M,3822,1270,21,1,True,True,1,20.000024482134844,Sai Kung,2.0,subsidised_home_ownership,fixed_worker,,1033,work_poi_osm:missing:69790,private_car_passenger_van,ride,,217573.28522590658,2471276.437075538,home_hk_hh_2559243,28310.24497725085,61406.701200874784,,21|M|3,2
hk_person_06984346,6984346,hk_hh_2561641,2561641,0,reference_person,39,3,F,3823,1269,21,1,True,True,1,20.000024482134844,Sai Kung,3.0,public_rental,fixed_worker,,828,work_poi_igeocom:562664,private_car_passenger_van,ride,,218161.11699052958,2470526.9736566637,home_hk_hh_2561641,20718.82594195009,55216.40567604072,,21|F|3,2
hk_person_07020387,7020387,hk_hh_2574033,2574033,0,reference_person,23,2,M,3825,1269,21,1,True,True,1,20.000024482134844,Sai Kung,5.0,subsidised_home_ownership,fixed_worker,,1108,work_poi_igeocom:539045,private_car_passenger_van,ride,,218329.55807265273,2470339.2229053783,home_hk_hh_2574033,30749.513003878554,63429.27387291158,,21|M|2,1
hk_person_07051513,7051513,hk_hh_2584845,2584845,0,reference_person,54,4,F,3827,1268,21,1,True,True,1,20.000024482134844,Sai Kung,5.0,private_permanent,fixed_worker,,905,work_poi_igeocom:541675,private_car_passenger_van,ride,,218142.6932422727,2469511.483982973,home_hk_hh_2584845,28633.403949774867,50838.27368586812,,21|F|4,2
hk_person_07156473,7156473,hk_hh_2621104,2621104,0,reference_person,39,3,F,3902,128,22,1,True,True,1,20.000024482134844,Islands,3.0,public_rental,fixed_worker,,107,work_grid_107,private_car_passenger_van,ride,,183793.56646349363,2466662.3175683846,home_hk_hh_2621104,31530.56301838975,57810.571153849785,,22|F|3,1
hk_person_07214972,7214972,hk_hh_2641169,2641169,0,reference_person,59,4,M,3905,173,22,1,True,True,1,20.000024482134844,Islands,3.0,private_permanent,fixed_worker,,814,work_grid_814,private_car_passenger_van,ride,,185637.44327300595,2468564.7936111228,home_hk_hh_2641169,31372.239388492206,65522.39052841737,,22|M|4,1
