person_id,household_id,role,leg_index,mode,assigned_vehicle_id,route_vehicle_id,departure_time_s,travel_time_s,origin_type,origin_facility_id,origin_x,origin_y,destination_type,destination_facility_id,destination_x,destination_y,route_distance_m,arrival_time_s,real_driver_person_count,real_driver_leg_count,direct_candidate_count,detour_candidate_count,candidate_status,best_driver_person_id,best_driver_leg_index,best_vehicle_id,best_departure_delta_s,best_arrival_delta_s,best_origin_gap_m,best_destination_gap_m,best_detour_added_distance_m,best_detour_ratio,allocation_source,household_private_vehicle_count,student_stage,age,sex,relationship_role,is_designated_driver
hk_person_02312675,hk_hh_0979306,day_school_student,1,car_passenger,,,56410.0,350.0,school_secondary,school_466,217503.94,2473415.222,home,home_hk_hh_0979306,213388.446,2472646.045,5649.539000000002,56760.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,13,F,child,False
hk_person_02312677,hk_hh_0979306,day_school_student,0,car_passenger,,,27375.0,297.0,home,home_hk_hh_0979306,213388.446,2472646.045,school_secondary,school_768,213829.613,2470504.76,4321.233,27672.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,13,M,child,False
hk_person_02312677,hk_hh_0979306,day_school_student,1,car_passenger,,,57255.0,309.0,school_secondary,school_768,213829.613,2470504.76,home,home_hk_hh_0979306,213388.446,2472646.045,4210.295999999999,57564.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,13,M,child,False
hk_person_02328440,hk_hh_0984934,day_school_student,0,car_passenger,,,28216.0,664.0,home,home_hk_hh_0984934,212127.567,2474147.027,school_primary,school_341,217526.909,2470047.233,9258.159999999998,28880.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,10,F,child,False
hk_person_02328440,hk_hh_0984934,day_school_student,1,car_passenger,,,55861.0,751.0,school_primary,school_341,217526.909,2470047.233,home,home_hk_hh_0984934,212127.567,2474147.027,12021.092000000002,56612.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,10,F,child,False
hk_person_02335319,hk_hh_0987299,day_school_student,0,car_passenger,,,24296.0,472.0,home,home_hk_hh_0987299,214065.326,2472079.451,school_primary,school_1079,218084.158,2470609.833,7129.0459999999985,24768.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,9,M,child,False
hk_person_02335319,hk_hh_0987299,day_school_student,1,car_passenger,,,58289.0,417.0,school_primary,school_1079,218084.158,2470609.833,home,home_hk_hh_0987299,214065.326,2472079.451,6371.273000000001,58706.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,9,M,child,False
hk_person_02340080,hk_hh_0988859,day_school_student,0,car_passenger,,,25419.0,322.0,home,home_hk_hh_0988859,213469.218,2472367.499,school_primary,school_973,210333.354,2470800.416,4606.1359999999995,25741.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,7,F,child,False
hk_person_02340080,hk_hh_0988859,day_school_student,1,car_passenger,,,53540.0,303.0,school_primary,school_973,210333.354,2470800.416,home,home_hk_hh_0988859,213469.218,2472367.499,4697.181,53843.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,7,F,child,False
hk_person_02343101,hk_hh_0989849,day_school_student,0,car_passenger,,,27742.0,566.0,home,home_hk_hh_0989849,213302.56,2472647.632,school_primary,school_375,218408.217,2470776.296,8053.895999999998,28308.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,2,primary,8,F,child,False
hk_person_02343101,hk_hh_0989849,day_school_student,1,car_passenger,,,55541.0,602.0,school_primary,school_375,218408.217,2470776.296,home,home_hk_hh_0989849,213302.56,2472647.632,9118.805000000002,56143.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,2,primary,8,F,child,False
hk_person_02343104,hk_hh_0989849,day_school_student,0,car_passenger,,,28841.0,230.0,home,home_hk_hh_0989849,213302.56,2472647.632,school_primary,school_185,211016.829,2472826.259,3309.476,29071.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,2,primary,11,M,child,False
hk_person_02343104,hk_hh_0989849,day_school_student,1,car_passenger,,,53790.0,266.0,school_primary,school_185,211016.829,2472826.259,home,home_hk_hh_0989849,213302.56,2472647.632,3702.5769999999998,54056.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,2,primary,11,M,child,False
hk_person_02343516,hk_hh_0989990,day_school_student,0,car_passenger,,,28024.0,302.0,home,home_hk_hh_0989990,213290.621,2472001.391,school_kindergarten,school_3103,210168.015,2473326.693,4799.682999999999,28326.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,kindergarten,4,F,child,False
hk_person_02343516,hk_hh_0989990,day_school_student,1,car_passenger,,,44767.0,320.0,school_kindergarten,school_3103,210168.015,2473326.693,home,home_hk_hh_0989990,213290.621,2472001.391,4833.115,45087.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,kindergarten,4,F,child,False
hk_person_02360930,hk_hh_0995946,day_school_student,0,car_passenger,,,26325.0,194.0,home,home_hk_hh_0995946,212869.713,2472470.931,school_secondary,school_636,211270.478,2473704.215,2812.2610000000004,26519.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,12,M,child,False
hk_person_02360930,hk_hh_0995946,day_school_student,1,car_passenger,,,57533.0,184.0,school_secondary,school_636,211270.478,2473704.215,home,home_hk_hh_0995946,212869.713,2472470.931,2549.0729999999994,57717.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,12,M,child,False
hk_person_02370672,hk_hh_0999286,day_school_student,0,car_passenger,,,28307.0,517.0,home,home_hk_hh_0999286,212795.788,2473118.763,school_kindergarten,school_2203,208260.889,2472773.357,7610.637,28824.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,kindergarten,3,F,child,False
hk_person_02370672,hk_hh_0999286,day_school_student,1,car_passenger,,,44838.0,510.0,school_kindergarten,school_2203,208260.889,2472773.357,home,home_hk_hh_0999286,212795.788,2473118.763,7269.461000000002,45348.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,kindergarten,3,F,child,False
hk_person_02387545,hk_hh_1005594,fixed_worker,0,car_passenger,hk_vehicle_0179630,,30450.0,761.0,home,home_hk_hh_1005594,212629.152,2473398.905,work,work_poi_osm:missing:59066,215673.96,2482912.581,13395.092000000008,31211.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,50,F,partner_or_other_adult,True
hk_person_02387545,hk_hh_1005594,fixed_worker,1,car_passenger,hk_vehicle_0179630,,62712.0,715.0,work,work_poi_osm:missing:59066,215673.96,2482912.581,home,home_hk_hh_1005594,212629.152,2473398.905,12905.543999999994,63427.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,50,F,partner_or_other_adult,True
hk_person_02388455,hk_hh_1005951,day_school_student,0,car_passenger,,,25922.0,982.0,home,home_hk_hh_1005951,212455.676,2473309.768,school_secondary,school_1178,219381.49,2478009.481,13743.652000000004,26904.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,16,M,child,False
hk_person_02388455,hk_hh_1005951,day_school_student,1,car_passenger,,,56927.0,1024.0,school_secondary,school_1178,219381.49,2478009.481,home,home_hk_hh_1005951,212455.676,2473309.768,14830.043999999996,57951.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,16,M,child,False
hk_person_02396707,hk_hh_1009125,fixed_worker,0,car_passenger,hk_vehicle_0179797,,31452.0,565.0,home,home_hk_hh_1009125,212709.905,2473120.353,work,work_grid_1191,215879.813,2467052.378,9541.163000000002,32017.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,35,F,reference_person,True
hk_person_02396707,hk_hh_1009125,fixed_worker,1,car_passenger,hk_vehicle_0179797,,70872.0,640.0,work,work_grid_1191,215879.813,2467052.378,home,home_hk_hh_1009125,212709.905,2473120.353,10462.729,71512.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,35,F,reference_person,True
hk_person_02401261,hk_hh_1010873,day_school_student,0,car_passenger,,,25856.0,493.0,home,home_hk_hh_1010873,213605.232,2470425.613,school_secondary,school_1010,216552.371,2469202.818,7362.015000000002,26349.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,M,child,False
hk_person_02401261,hk_hh_1010873,day_school_student,1,car_passenger,,,56778.0,439.0,school_secondary,school_1010,216552.371,2469202.818,home,home_hk_hh_1010873,213605.232,2470425.613,7064.674000000001,57217.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,M,child,False
hk_person_02401490,hk_hh_1010963,day_school_student,0,car_passenger,,,23957.0,343.0,home,home_hk_hh_1010963,214098.536,2469215.966,school_secondary,school_602,217561.825,2469560.211,5792.574999999998,24300.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,15,F,child,False
hk_person_02401490,hk_hh_1010963,day_school_student,1,car_passenger,,,58229.0,375.0,school_secondary,school_602,217561.825,2469560.211,home,home_hk_hh_1010963,214098.536,2469215.966,6026.059000000002,58604.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,15,F,child,False
hk_person_02413045,hk_hh_1015600,day_school_student,0,car_passenger,,,27121.0,268.0,home,home_hk_hh_1015600,213192.792,2471356.738,school_kindergarten,school_2884,211571.199,2474183.499,4119.553000000001,27389.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,kindergarten,5,F,child,False
hk_person_02413045,hk_hh_1015600,day_school_student,1,car_passenger,,,44474.0,252.0,school_kindergarten,school_2884,211571.199,2474183.499,home,home_hk_hh_1015600,213192.792,2471356.738,3925.002,44726.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,kindergarten,5,F,child,False
hk_person_02415763,hk_hh_1016674,day_school_student,0,car_passenger,,,27621.0,459.0,home,home_hk_hh_1016674,213613.744,2470887.211,school_secondary,school_557,209514.465,2470414.423,6695.166,28080.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,14,F,child,False
hk_person_02415763,hk_hh_1016674,day_school_student,1,car_passenger,,,58237.0,447.0,school_secondary,school_557,209514.465,2470414.423,home,home_hk_hh_1016674,213613.744,2470887.211,7110.687000000001,58684.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,14,F,child,False
hk_person_02417046,hk_hh_1017129,day_school_student,0,car_passenger,,,25203.0,348.0,home,home_hk_hh_1017129,213182.561,2470802.817,school_kindergarten,school_1425,215096.756,2470940.421,4842.412000000002,25551.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,kindergarten,4,M,child,False
hk_person_02417046,hk_hh_1017129,day_school_student,1,car_passenger,,,43631.0,302.0,school_kindergarten,school_1425,215096.756,2470940.421,home,home_hk_hh_1017129,213182.561,2470802.817,4200.795000000002,43933.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,kindergarten,4,M,child,False
hk_person_02418364,hk_hh_1017605,fixed_worker,0,car_passenger,hk_vehicle_0181198,,27437.0,750.0,home,home_hk_hh_1017605,212768.45,2471641.638,work,work_poi_osm:missing:52749,214157.289,2466626.439,13196.228,28187.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,adult_retained_private_car_passenger_van,2,,37,M,reference_person,True
hk_person_02418364,hk_hh_1017605,fixed_worker,1,car_passenger,hk_vehicle_0181198,,57710.0,551.0,work,work_poi_osm:missing:52749,214157.289,2466626.439,home,home_hk_hh_1017605,212768.45,2471641.638,9880.499999999996,58261.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,adult_retained_private_car_passenger_van,2,,37,M,reference_person,True
hk_person_02429366,hk_hh_1021575,day_school_student,0,car_passenger,,,27026.0,178.0,home,home_hk_hh_1021575,212438.566,2472386.562,school_secondary,school_573,210424.099,2473346.781,2835.138,27204.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,M,child,False
hk_person_02429366,hk_hh_1021575,day_school_student,1,car_passenger,,,55905.0,214.0,school_secondary,school_573,210424.099,2473346.781,home,home_hk_hh_1021575,212438.566,2472386.562,3251.999000000001,56119.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,M,child,False
hk_person_02430359,hk_hh_1022017,day_school_student,0,car_passenger,,,25229.0,237.0,home,home_hk_hh_1022017,212776.992,2472103.239,school_primary,school_1072,210929.886,2473260.237,3546.6760000000004,25466.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,primary,7,M,child,False
hk_person_02430359,hk_hh_1022017,day_school_student,1,car_passenger,,,55815.0,193.0,school_primary,school_1072,210929.886,2473260.237,home,home_hk_hh_1022017,212776.992,2472103.239,2885.6189999999997,56008.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,primary,7,M,child,False
hk_person_02431325,hk_hh_1022450,fixed_worker,0,car_passenger,hk_vehicle_0182344,,28420.0,312.0,home,home_hk_hh_1022450,212524.454,2472384.971,work,work_poi_osm:12873347048:45900,211530.323,2470669.426,4609.135,28732.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,63,M,reference_person,True
hk_person_02431325,hk_hh_1022450,fixed_worker,1,car_passenger,hk_vehicle_0182344,,55352.0,262.0,work,work_poi_osm:12873347048:45900,211530.323,2470669.426,home,home_hk_hh_1022450,212524.454,2472384.971,3958.0380000000005,55614.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,63,M,reference_person,True
hk_person_02448307,hk_hh_1030144,day_school_student,0,car_passenger,,,27541.0,256.0,home,home_hk_hh_1030144,212256.521,2471835.823,school_secondary,school_1017,210225.214,2472453.781,3580.9719999999998,27797.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,12,F,child,False
hk_person_02448307,hk_hh_1030144,day_school_student,1,car_passenger,,,57572.0,270.0,school_secondary,school_1017,210225.214,2472453.781,home,home_hk_hh_1030144,212256.521,2471835.823,3757.4760000000006,57842.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,12,F,child,False
hk_person_02448328,hk_hh_1030152,day_school_student,0,car_passenger,,,27299.0,379.0,home,home_hk_hh_1030152,212605.213,2472106.419,school_primary,school_166,209381.857,2472791.848,6030.602000000001,27678.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,2,primary,11,F,child,False
hk_person_02448328,hk_hh_1030152,day_school_student,1,car_passenger,,,55703.0,314.0,school_primary,school_166,209381.857,2472791.848,home,home_hk_hh_1030152,212605.213,2472106.419,4731.333,56017.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,2,primary,11,F,child,False
hk_person_02473407,hk_hh_1039678,day_school_student,0,car_passenger,,,24565.0,166.0,home,home_hk_hh_1039678,212182.615,2472483.659,school_primary,school_19,213611.196,2470919.172,2702.2419999999997,24731.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,8,F,child,False
hk_person_02473407,hk_hh_1039678,day_school_student,1,car_passenger,,,56714.0,246.0,school_primary,school_19,213611.196,2470919.172,home,home_hk_hh_1039678,212182.615,2472483.659,3586.761000000001,56960.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,8,F,child,False
hk_person_02476649,hk_hh_1040864,day_school_student,0,car_passenger,,,29430.0,21.0,home,home_hk_hh_1040864,212426.593,2471740.319,school_secondary,school_653,212754.616,2471725.843,306.023,29451.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,16,F,child,False
hk_person_02476649,hk_hh_1040864,day_school_student,1,car_passenger,,,58135.0,18.0,school_secondary,school_653,212754.616,2471725.843,home,home_hk_hh_1040864,212426.593,2471740.319,266.46900000000005,58153.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,16,F,child,False
hk_person_02488639,hk_hh_1045702,fixed_worker,0,car_passenger,hk_vehicle_0185016,,27865.0,341.0,home,home_hk_hh_1045702,213204.732,2472002.978,work,work_poi_osm:missing:66930,209338.973,2471191.736,5465.806,28206.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,46,M,partner_or_other_adult,True
hk_person_02488639,hk_hh_1045702,fixed_worker,1,car_passenger,hk_vehicle_0185016,,61541.0,363.0,work,work_poi_osm:missing:66930,209338.973,2471191.736,home,home_hk_hh_1045702,213204.732,2472002.978,5350.317000000001,61904.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,46,M,partner_or_other_adult,True
hk_person_02494090,hk_hh_1047906,day_school_student,0,car_passenger,,,26574.0,215.0,home,home_hk_hh_1047906,213127.374,2472466.166,school_primary,school_1065,213412.15,2470497.565,3296.3929999999996,26789.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,11,F,child,False
hk_person_02494090,hk_hh_1047906,day_school_student,1,car_passenger,,,54267.0,257.0,school_primary,school_1065,213412.15,2470497.565,home,home_hk_hh_1047906,213127.374,2472466.166,3819.6160000000004,54524.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,11,F,child,False
hk_person_02515976,hk_hh_1056267,day_school_student,0,car_passenger,,,25250.0,106.0,home,home_hk_hh_1056267,213041.487,2472467.754,school_secondary,school_542,212204.692,2472607.84,1308.595,25356.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,15,F,child,False
hk_person_02515976,hk_hh_1056267,day_school_student,1,car_passenger,,,59212.0,105.0,school_secondary,school_542,212204.692,2472607.84,home,home_hk_hh_1056267,213041.487,2472467.754,1325.9029999999998,59317.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,15,F,child,False
hk_person_02532081,hk_hh_1062209,day_school_student,0,car_passenger,,,25513.0,851.0,home,home_hk_hh_1062209,214491.372,2471886.907,school_secondary,school_616,218853.168,2477800.239,12056.596000000001,26364.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,17,F,child,False
hk_person_02532081,hk_hh_1062209,day_school_student,1,car_passenger,,,56614.0,817.0,school_secondary,school_616,218853.168,2477800.239,home,home_hk_hh_1062209,214491.372,2471886.907,12128.976999999995,57431.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,17,F,child,False
hk_person_02536996,hk_hh_1063823,day_school_student,0,car_passenger,,,24835.0,293.0,home,home_hk_hh_1063823,214573.866,2471700.689,school_secondary,school_997,214306.798,2470654.948,4077.826,25128.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,secondary,14,F,child,False
hk_person_02536996,hk_hh_1063823,day_school_student,1,car_passenger,,,58882.0,277.0,school_secondary,school_997,214306.798,2470654.948,home,home_hk_hh_1063823,214573.866,2471700.689,3977.401,59159.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,secondary,14,F,child,False
hk_person_02537811,hk_hh_1064085,day_school_student,0,car_passenger,,,27345.0,194.0,home,home_hk_hh_1064085,214154.615,2472262.509,school_primary,school_154,214674.695,2470099.632,2709.243,27539.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,primary,6,F,child,False
hk_person_02537811,hk_hh_1064085,day_school_student,1,car_passenger,,,55489.0,223.0,school_primary,school_154,214674.695,2470099.632,home,home_hk_hh_1064085,214154.615,2472262.509,3107.968,55712.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,primary,6,F,child,False
hk_person_02539555,hk_hh_1064658,day_school_student,0,car_passenger,,,28925.0,144.0,home,home_hk_hh_1064658,214067.026,2472171.771,school_secondary,school_1109,213842.14,2470692.673,2013.3870000000002,29069.0,1,4,1,1,existing_car_leg_direct,hk_person_02539554,1,hk_vehicle_0186825,1.0,1.0,1.1847328080800739,24.88547715298233,49.12580699451951,1.033370627063206,student_original_private_vehicle_retained,1,secondary,15,M,child,False
hk_person_02539555,hk_hh_1064658,day_school_student,1,car_passenger,,,56483.0,189.0,school_secondary,school_1109,213842.14,2470692.673,home,home_hk_hh_1064658,214067.026,2472171.771,2643.992,56672.0,1,4,1,1,existing_car_leg_direct,hk_person_02539554,10,hk_vehicle_0186825,38.0,92.0,24.88547715298233,1.1847328080800739,0.9180671139158676,1.000623633017996,student_original_private_vehicle_retained,1,secondary,15,M,child,False
hk_person_02540531,hk_hh_1064972,fixed_worker,0,car_passenger,hk_vehicle_0186900,,29518.0,256.0,home,home_hk_hh_1064972,214238.802,2472168.607,work,work_poi_osm:missing:69228,213050.676,2470880.837,3644.8540000000003,29774.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,35,M,reference_person,True
hk_person_02540531,hk_hh_1064972,fixed_worker,1,car_passenger,hk_vehicle_0186900,,60835.0,271.0,work,work_poi_osm:missing:69228,213050.676,2470880.837,home,home_hk_hh_1064972,214238.802,2472168.607,3773.994000000001,61106.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,35,M,reference_person,True
hk_person_02544164,hk_hh_1066118,fixed_worker,0,car_passenger,hk_vehicle_0187157,,29348.0,449.0,home,home_hk_hh_1066118,214573.866,2471700.689,work,work_poi_igeocom:543198,210079.047,2471103.509,6681.045000000001,29797.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,35,F,partner_or_other_adult,True
hk_person_02544164,hk_hh_1066118,fixed_worker,1,car_passenger,hk_vehicle_0187157,,60964.0,440.0,work,work_poi_igeocom:543198,210079.047,2471103.509,home,home_hk_hh_1066118,214573.866,2471700.689,6639.121000000002,61404.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,35,F,partner_or_other_adult,True
hk_person_02549792,hk_hh_1067967,day_school_student,0,car_passenger,,,26016.0,176.0,home,home_hk_hh_1067967,213895.25,2472174.937,school_secondary,school_431,214781.028,2471407.966,2585.1220000000003,26192.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,15,M,child,False
hk_person_02549792,hk_hh_1067967,day_school_student,1,car_passenger,,,57933.0,227.0,school_secondary,school_431,214781.028,2471407.966,home,home_hk_hh_1067967,213895.25,2472174.937,3331.2739999999994,58160.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,15,M,child,False
hk_person_02549795,hk_hh_1067967,day_school_student,0,car_passenger,,,27101.0,845.0,home,home_hk_hh_1067967,213895.25,2472174.937,school_secondary,school_432,216689.877,2464712.172,13637.269000000004,27946.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,14,F,child,False
hk_person_02549795,hk_hh_1067967,day_school_student,1,car_passenger,,,59850.0,870.0,school_secondary,school_432,216689.877,2464712.172,home,home_hk_hh_1067967,213895.25,2472174.937,13837.356999999996,60720.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,14,F,child,False
hk_person_02549800,hk_hh_1067967,day_school_student,0,car_passenger,,,27181.0,996.0,home,home_hk_hh_1067967,213895.25,2472174.937,school_secondary,school_707,203486.846,2477003.862,16791.988999999998,28177.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,M,child,False
hk_person_02549800,hk_hh_1067967,day_school_student,1,car_passenger,,,57670.0,968.0,school_secondary,school_707,203486.846,2477003.862,home,home_hk_hh_1067967,213895.25,2472174.937,16587.809999999998,58638.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,M,child,False
hk_person_02565382,hk_hh_1073958,day_school_student,0,car_passenger,,,25620.0,200.0,home,home_hk_hh_1073958,214326.39,2472259.346,school_primary,school_154,214674.695,2470099.632,2792.96,25820.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,primary,7,F,child,False
hk_person_02565382,hk_hh_1073958,day_school_student,1,car_passenger,,,55202.0,206.0,school_primary,school_154,214674.695,2470099.632,home,home_hk_hh_1073958,214326.39,2472259.346,2873.806,55408.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,primary,7,F,child,False
hk_person_02568826,hk_hh_1075164,day_school_student,0,car_passenger,,,28291.0,161.0,home,home_hk_hh_1075164,215245.75,2470857.2,school_primary,school_212,215351.472,2469845.774,2248.118,28452.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,primary,8,F,child,False
hk_person_02568826,hk_hh_1075164,day_school_student,1,car_passenger,,,55540.0,218.0,school_primary,school_212,215351.472,2469845.774,home,home_hk_hh_1075164,215245.75,2470857.2,3039.842000000001,55758.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,primary,8,F,child,False
hk_person_02573641,hk_hh_1076768,day_school_student,0,car_passenger,,,26111.0,208.0,home,home_hk_hh_1076768,214144.414,2471708.591,school_secondary,school_1108,214369.163,2472328.091,3074.548,26319.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,16,M,child,False
hk_person_02573641,hk_hh_1076768,day_school_student,1,car_passenger,,,58918.0,164.0,school_secondary,school_1108,214369.163,2472328.091,home,home_hk_hh_1076768,214144.414,2471708.591,2391.6690000000003,59082.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,16,M,child,False
hk_person_02575600,hk_hh_1077434,day_school_student,0,car_passenger,,,26920.0,219.0,home,home_hk_hh_1077434,214068.727,2472264.091,school_primary,school_153,215352.886,2470845.923,3052.6560000000004,27139.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_swap_car_household_donor,1,primary,6,F,child,False
