person_id,household_id,role,allocation_source,student_stage,age,sex,relationship_role,household_private_vehicle_count,car_passenger_leg_count,compatible_leg_count,direct_leg_count,common_direct_driver_count,common_detour_screen_driver_count,candidate_tour_status,candidate_same_driver_person_id
hk_person_01760547,hk_hh_0774078,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01765304,hk_hh_0775347,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_01775724,hk_hh_0778500,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_01779721,hk_hh_0780140,day_school_student,student_swap_car_household_donor,primary,8,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01786633,hk_hh_0782867,day_school_student,student_original_private_vehicle_retained,primary,9,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01786634
hk_person_01797952,hk_hh_0787588,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01798674,hk_hh_0787890,fixed_worker,adult_retained_private_car_passenger_van,,40,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_01814117,hk_hh_0794303,day_school_student,student_swap_car_household_donor,secondary,14,F,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_01826990,hk_hh_0799673,fixed_worker,adult_retained_private_car_passenger_van,,45,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_01830934,hk_hh_0801281,day_school_student,student_original_private_vehicle_retained,kindergarten,4,M,child,2,2,2,2,1,1,complete_direct_same_driver,hk_person_01830931
hk_person_01848965,hk_hh_0808338,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01854700,hk_hh_0810710,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01854704,hk_hh_0810710,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01855825,hk_hh_0811240,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01855827,hk_hh_0811240,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01855835,hk_hh_0811240,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01862845,hk_hh_0814548,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01870397,hk_hh_0817524,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01870677,hk_hh_0817622,day_school_student,student_original_private_vehicle_retained,primary,7,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01870676
hk_person_01873136,hk_hh_0818471,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01875674,hk_hh_0819372,day_school_student,student_original_private_vehicle_retained,primary,10,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01875673
hk_person_01875783,hk_hh_0819409,day_school_student,student_original_private_vehicle_retained,primary,10,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01877423,hk_hh_0820002,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01878758,hk_hh_0820461,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01879014,hk_hh_0820551,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01880005,hk_hh_0820902,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01881483,hk_hh_0821437,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01881973,hk_hh_0821615,day_school_student,student_original_private_vehicle_retained,primary,6,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01881975
hk_person_01882963,hk_hh_0821963,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01883049,hk_hh_0821988,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01883319,hk_hh_0822075,day_school_student,student_original_private_vehicle_retained,primary,10,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01883318
hk_person_01888866,hk_hh_0823773,day_school_student,student_swap_car_household_donor,primary,7,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01894242,hk_hh_0825385,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01895067,hk_hh_0825637,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01901816,hk_hh_0827716,day_school_student,student_original_private_vehicle_retained,primary,11,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01901811
hk_person_01901908,hk_hh_0827745,day_school_student,student_swap_car_household_donor,primary,8,F,child,3,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01901909,hk_hh_0827745,day_school_student,student_swap_car_household_donor,secondary,15,F,child,3,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01902265,hk_hh_0827879,day_school_student,student_swap_car_household_donor,primary,10,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01903053,hk_hh_0828154,fixed_worker,adult_retained_private_car_passenger_van,,25,F,reference_person,3,2,0,0,0,0,no_real_driver_current_plan,
hk_person_01905282,hk_hh_0828923,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_01906467,hk_hh_0829336,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01911016,hk_hh_0830884,day_school_student,student_original_private_vehicle_retained,kindergarten,4,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01911805,hk_hh_0831152,fixed_worker,adult_retained_private_car_passenger_van,,35,F,other_member,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01915879,hk_hh_0832558,day_school_student,student_original_private_vehicle_retained,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01921082,hk_hh_0834355,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01926834,hk_hh_0836487,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01938300,hk_hh_0840733,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01940577,hk_hh_0841658,day_school_student,student_original_private_vehicle_retained,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01940578,hk_hh_0841658,day_school_student,student_original_private_vehicle_retained,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01943552,hk_hh_0842996,day_school_student,student_original_private_vehicle_retained,secondary,15,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01943549
hk_person_01954578,hk_hh_0847692,day_school_student,student_original_private_vehicle_retained,secondary,13,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01954577
hk_person_01958333,hk_hh_0849139,day_school_student,student_original_private_vehicle_retained,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01972777,hk_hh_0854613,day_school_student,student_original_private_vehicle_retained,secondary,15,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_01972776
hk_person_01974650,hk_hh_0855239,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_01983434,hk_hh_0858217,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01985235,hk_hh_0858846,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01985616,hk_hh_0858976,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_01985617,hk_hh_0858976,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_01998861,hk_hh_0863550,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_01999537,hk_hh_0863794,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02009205,hk_hh_0867207,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02012912,hk_hh_0868532,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02013902,hk_hh_0868934,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02028846,hk_hh_0874895,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02044006,hk_hh_0880495,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02050138,hk_hh_0882824,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02055510,hk_hh_0884973,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02063268,hk_hh_0888071,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02078057,hk_hh_0893973,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02078058,hk_hh_0893973,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02078108,hk_hh_0893990,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02078460,hk_hh_0894115,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02083524,hk_hh_0896004,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02085203,hk_hh_0896613,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02087799,hk_hh_0897567,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02089177,hk_hh_0898075,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_02092788,hk_hh_0899406,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02092958,hk_hh_0899467,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02095252,hk_hh_0900331,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02096044,hk_hh_0900612,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_02096045,hk_hh_0900612,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_02096079,hk_hh_0900625,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02098204,hk_hh_0901418,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02112224,hk_hh_0906535,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02115138,hk_hh_0907629,fixed_worker,adult_retained_private_car_passenger_van,,40,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02119671,hk_hh_0909407,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02121925,hk_hh_0910265,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02131892,hk_hh_0914078,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02134418,hk_hh_0915042,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02134419,hk_hh_0915042,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02149565,hk_hh_0920636,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02159829,hk_hh_0924436,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02163308,hk_hh_0925718,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02163642,hk_hh_0925831,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02163644,hk_hh_0925831,day_school_student,student_original_private_vehicle_retained,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02206301,hk_hh_0941208,day_school_student,student_swap_car_household_donor,primary,8,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02212914,hk_hh_0943783,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02255999,hk_hh_0959758,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02256000,hk_hh_0959758,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02256840,hk_hh_0960051,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_02274385,hk_hh_0966258,fixed_worker,adult_retained_private_car_passenger_van,,59,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02274530,hk_hh_0966312,fixed_worker,adult_retained_private_car_passenger_van,,64,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02293728,hk_hh_0973159,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02312675,hk_hh_0979306,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02312677,hk_hh_0979306,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02328440,hk_hh_0984934,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02335319,hk_hh_0987299,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02340080,hk_hh_0988859,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02343101,hk_hh_0989849,day_school_student,student_swap_car_household_donor,primary,8,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02343104,hk_hh_0989849,day_school_student,student_swap_car_household_donor,primary,11,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02343516,hk_hh_0989990,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02360930,hk_hh_0995946,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02370672,hk_hh_0999286,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02387545,hk_hh_1005594,fixed_worker,adult_retained_private_car_passenger_van,,50,F,partner_or_other_adult,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02388455,hk_hh_1005951,day_school_student,student_original_private_vehicle_retained,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02396707,hk_hh_1009125,fixed_worker,adult_retained_private_car_passenger_van,,35,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02401261,hk_hh_1010873,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02401490,hk_hh_1010963,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02413045,hk_hh_1015600,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02415763,hk_hh_1016674,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02417046,hk_hh_1017129,day_school_student,student_original_private_vehicle_retained,kindergarten,4,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02418364,hk_hh_1017605,fixed_worker,adult_retained_private_car_passenger_van,,37,M,reference_person,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02429366,hk_hh_1021575,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02430359,hk_hh_1022017,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02431325,hk_hh_1022450,fixed_worker,adult_retained_private_car_passenger_van,,63,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02448307,hk_hh_1030144,day_school_student,student_original_private_vehicle_retained,secondary,12,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02448328,hk_hh_1030152,day_school_student,student_swap_car_household_donor,primary,11,F,child,2,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02473407,hk_hh_1039678,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02476649,hk_hh_1040864,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02488639,hk_hh_1045702,fixed_worker,adult_retained_private_car_passenger_van,,46,M,partner_or_other_adult,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02494090,hk_hh_1047906,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02515976,hk_hh_1056267,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02532081,hk_hh_1062209,day_school_student,student_original_private_vehicle_retained,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02536996,hk_hh_1063823,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02537811,hk_hh_1064085,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02539555,hk_hh_1064658,day_school_student,student_original_private_vehicle_retained,secondary,15,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_02539554
hk_person_02540531,hk_hh_1064972,fixed_worker,adult_retained_private_car_passenger_van,,35,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02544164,hk_hh_1066118,fixed_worker,adult_retained_private_car_passenger_van,,35,F,partner_or_other_adult,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02549792,hk_hh_1067967,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02549795,hk_hh_1067967,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02549800,hk_hh_1067967,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02565382,hk_hh_1073958,day_school_student,student_original_private_vehicle_retained,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02568826,hk_hh_1075164,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02573641,hk_hh_1076768,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02575600,hk_hh_1077434,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02578390,hk_hh_1078363,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02582965,hk_hh_1079856,fixed_worker,adult_retained_private_car_passenger_van,,50,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02585583,hk_hh_1080735,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02590354,hk_hh_1082415,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_02592570,hk_hh_1083199,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02606206,hk_hh_1088026,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02606209,hk_hh_1088026,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02608313,hk_hh_1088752,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02619662,hk_hh_1092636,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02623027,hk_hh_1093819,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02628364,hk_hh_1095848,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02630885,hk_hh_1096824,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02632982,hk_hh_1097631,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02649945,hk_hh_1103880,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02658987,hk_hh_1107107,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02663262,hk_hh_1108576,fixed_worker,adult_retained_private_car_passenger_van,,53,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02665018,hk_hh_1109179,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02666627,hk_hh_1109738,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02670988,hk_hh_1111239,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02695101,hk_hh_1120027,day_school_student,student_original_private_vehicle_retained,secondary,15,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02695856,hk_hh_1120326,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02696628,hk_hh_1120622,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02711645,hk_hh_1126307,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02711646,hk_hh_1126307,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02724891,hk_hh_1131051,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02726496,hk_hh_1131614,fixed_worker,adult_retained_private_car_passenger_van,,43,F,other_member,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02739247,hk_hh_1136120,day_school_student,student_original_private_vehicle_retained,secondary,14,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_02739246
hk_person_02748561,hk_hh_1139451,day_school_student,student_original_private_vehicle_retained,primary,8,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_02748560
hk_person_02757701,hk_hh_1142703,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02760638,hk_hh_1143733,day_school_student,student_original_private_vehicle_retained,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02766073,hk_hh_1145365,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02787628,hk_hh_1152737,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02787984,hk_hh_1152855,day_school_student,student_original_private_vehicle_retained,secondary,12,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_02787983
hk_person_02787985,hk_hh_1152855,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_02790404,hk_hh_1153657,day_school_student,student_original_private_vehicle_retained,kindergarten,5,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_02790402
hk_person_02798327,hk_hh_1156297,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02798328,hk_hh_1156297,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02811502,hk_hh_1160875,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_02840927,hk_hh_1172279,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_02841578,hk_hh_1172500,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
