candidate_group_id,household_id,candidate_source,new_candidate,passenger_person_id,passenger_leg_index,driver_person_id,driver_leg_index,vehicle_id,passenger_planned_departure_time_s,driver_planned_departure_time_s,passenger_ready_before_driver_s,origin_access_gap_m,destination_egress_gap_m,passenger_pickup_link,passenger_dropoff_link,driver_route_start_link,driver_route_end_link
joint:hk_hh_0760407:hk_person_01715937:0,hk_hh_0760407,existing_car_leg_detour_screen,true,hk_person_01715937,0,hk_person_01715938,1,hk_vehicle_0142094,28088.0,29562.0,1474.0,6.010073063422186,5198.351978083261,road_107415_0_r,road_108034_0_f,road_107415_0_r,road_272787_0_f
joint:hk_hh_0772705:hk_person_01755452:0,hk_hh_0772705,existing_car_leg_detour_screen,true,hk_person_01755452,0,hk_person_01755449,1,hk_vehicle_0146070,27181.0,27167.0,-14.0,51.183867982042905,4597.285344136076,road_107999_0_f,road_103345_0_f,road_107999_0_f,road_274408_0_f
joint:hk_hh_0772788:hk_person_01755753:0,hk_hh_0772788,legacy_complete_direct_pair,false,hk_person_01755753,0,hk_person_01755750,1,hk_vehicle_0146109,26516.0,26551.0,35.0,22.801774849983847,23.255700376934733,road_107401_0_f,road_103730_0_f,road_107401_0_f,road_103730_0_f
joint:hk_hh_0772788:hk_person_01755753:1,hk_hh_0772788,legacy_complete_direct_pair,false,hk_person_01755753,1,hk_person_01755750,10,hk_vehicle_0146109,56717.0,56753.0,36.0,23.255700376934733,22.801774849983847,road_103730_0_f,road_107401_0_f,road_103730_0_f,road_107401_0_f
joint:hk_hh_0772880:hk_person_01756106:0,hk_hh_0772880,legacy_complete_direct_pair,false,hk_person_01756106,0,hk_person_01756104,1,hk_vehicle_0146150,29875.0,29901.0,26.0,16.69436667858145,46.38750089028204,road_107791_0_f,road_102715_0_r,road_107791_0_f,road_102715_0_r
joint:hk_hh_0772880:hk_person_01756106:1,hk_hh_0772880,legacy_complete_direct_pair,false,hk_person_01756106,1,hk_person_01756104,10,hk_vehicle_0146150,45036.0,45108.0,72.0,46.38750089028204,16.69436667858145,road_102715_0_r,road_107791_0_f,road_102715_0_r,road_107791_0_f
joint:hk_hh_0775347:hk_person_01765304:0,hk_hh_0775347,existing_car_leg_detour_screen,true,hk_person_01765304,0,hk_person_01765305,1,hk_vehicle_0147089,27671.0,28143.0,472.0,29.51603132198605,18907.949481496544,road_261477_0_f,road_106385_0_f,road_261477_0_f,road_272287_0_f
joint:hk_hh_0778500:hk_person_01775724:0,hk_hh_0778500,existing_car_leg_detour_screen,true,hk_person_01775724,0,hk_person_01775721,1,hk_vehicle_0148110,29601.0,31361.0,1760.0,16.128881192460984,11117.158832930318,road_102677_0_f,road_107997_0_f,road_102677_0_f,road_4357_0_r
joint:hk_hh_0782867:hk_person_01786633:0,hk_hh_0782867,legacy_complete_direct_pair,false,hk_person_01786633,0,hk_person_01786634,1,hk_vehicle_0149097,25275.0,25275.0,0.0,0.6100089959632244,29.711249553999025,road_103791_0_f,road_107257_0_f,road_103791_0_f,road_107257_0_f
joint:hk_hh_0782867:hk_person_01786633:1,hk_hh_0782867,legacy_complete_direct_pair,false,hk_person_01786633,1,hk_person_01786634,10,hk_vehicle_0149097,58000.0,58046.0,46.0,29.711249553999025,0.6100089959632244,road_107257_0_f,road_103791_0_f,road_107257_0_f,road_103791_0_f
joint:hk_hh_0794303:hk_person_01814117:0,hk_hh_0794303,existing_car_leg_detour_screen,true,hk_person_01814117,0,hk_person_01814114,1,hk_vehicle_0149993,25334.0,26291.0,957.0,26.27684815047863,6841.102674837311,road_102534_0_f,road_107341_0_f,road_102534_0_f,road_2020_0_r
joint:hk_hh_0801281:hk_person_01830934:0,hk_hh_0801281,legacy_complete_direct_pair,false,hk_person_01830934,0,hk_person_01830931,1,hk_vehicle_0151393,25696.0,25704.0,8.0,5.628834627973239,25.571366747648966,road_103575_0_f,road_295749_0_f,road_103575_0_f,road_295749_0_f
joint:hk_hh_0801281:hk_person_01830934:1,hk_hh_0801281,legacy_complete_direct_pair,false,hk_person_01830934,1,hk_person_01830931,10,hk_vehicle_0151393,46557.0,46596.0,39.0,25.571366747648966,5.628834627973239,road_295749_0_f,road_103575_0_f,road_295749_0_f,road_103575_0_f
joint:hk_hh_0817622:hk_person_01870677:0,hk_hh_0817622,legacy_complete_direct_pair,false,hk_person_01870677,0,hk_person_01870676,1,hk_vehicle_0154856,26730.0,26736.0,6.0,4.355528380726629,4.976782078120717,road_102173_0_f,road_102447_0_f,road_102173_0_f,road_102447_0_f
joint:hk_hh_0817622:hk_person_01870677:1,hk_hh_0817622,legacy_complete_direct_pair,false,hk_person_01870677,1,hk_person_01870676,10,hk_vehicle_0154856,57128.0,57135.0,7.0,4.976782078120717,4.355528380726629,road_102447_0_f,road_102173_0_f,road_102447_0_f,road_102173_0_f
joint:hk_hh_0819372:hk_person_01875674:0,hk_hh_0819372,legacy_complete_direct_pair,false,hk_person_01875674,0,hk_person_01875673,1,hk_vehicle_0155384,27686.0,27717.0,31.0,20.08905593505312,13.977096655972371,road_103733_0_f,road_3495_0_f,road_103733_0_f,road_3495_0_f
joint:hk_hh_0819372:hk_person_01875674:1,hk_hh_0819372,legacy_complete_direct_pair,false,hk_person_01875674,1,hk_person_01875673,10,hk_vehicle_0155384,55371.0,55392.0,21.0,13.977096655972371,20.08905593505312,road_3495_0_f,road_103733_0_f,road_3495_0_f,road_103733_0_f
joint:hk_hh_0821615:hk_person_01881973:0,hk_hh_0821615,legacy_complete_direct_pair,false,hk_person_01881973,0,hk_person_01881975,1,hk_vehicle_0156048,29272.0,29290.0,18.0,11.591900620582706,67.98942919970749,road_102175_0_f,road_284569_0_f,road_102175_0_f,road_284569_0_f
joint:hk_hh_0821615:hk_person_01881973:1,hk_hh_0821615,legacy_complete_direct_pair,false,hk_person_01881973,1,hk_person_01881975,10,hk_vehicle_0156048,56615.0,56721.0,106.0,67.98942919970749,11.591900620582706,road_284569_0_f,road_102175_0_f,road_284569_0_f,road_102175_0_f
joint:hk_hh_0822075:hk_person_01883319:0,hk_hh_0822075,legacy_complete_direct_pair,false,hk_person_01883319,0,hk_person_01883318,1,hk_vehicle_0156195,28119.0,28152.0,33.0,21.349438044499287,18.148140819257083,road_104071_0_f,road_102594_0_f,road_104071_0_f,road_102594_0_f
joint:hk_hh_0822075:hk_person_01883319:1,hk_hh_0822075,legacy_complete_direct_pair,false,hk_person_01883319,1,hk_person_01883318,10,hk_vehicle_0156195,54757.0,54785.0,28.0,18.148140819257083,21.349438044499287,road_102594_0_f,road_104071_0_f,road_102594_0_f,road_104071_0_f
joint:hk_hh_0827716:hk_person_01901816:0,hk_hh_0827716,legacy_complete_direct_pair,false,hk_person_01901816,0,hk_person_01901811,1,hk_vehicle_0158103,25825.0,25835.0,10.0,6.493608184270708,29.957423443253106,road_102274_0_f,road_115922_0_f,road_102274_0_f,road_115922_0_f
joint:hk_hh_0827716:hk_person_01901816:1,hk_hh_0827716,legacy_complete_direct_pair,false,hk_person_01901816,1,hk_person_01901811,10,hk_vehicle_0158103,54403.0,54449.0,46.0,29.957423443253106,6.493608184270708,road_115922_0_f,road_102274_0_f,road_115922_0_f,road_102274_0_f
joint:hk_hh_0842996:hk_person_01943552:0,hk_hh_0842996,legacy_complete_direct_pair,false,hk_person_01943552,0,hk_person_01943549,1,hk_vehicle_0162223,26635.0,26642.0,7.0,5.08504444414229,49.333956711117445,road_269946_0_f,road_100168_0_f,road_269946_0_f,road_100168_0_f
joint:hk_hh_0842996:hk_person_01943552:1,hk_hh_0842996,legacy_complete_direct_pair,false,hk_person_01943552,1,hk_person_01943549,10,hk_vehicle_0162223,54785.0,54861.0,76.0,49.333956711117445,5.08504444414229,road_100168_0_f,road_269946_0_f,road_100168_0_f,road_269946_0_f
joint:hk_hh_0847692:hk_person_01954578:0,hk_hh_0847692,legacy_complete_direct_pair,false,hk_person_01954578,0,hk_person_01954577,1,hk_vehicle_0162988,26295.0,26312.0,17.0,11.491892185134803,17.68440433400739,road_103571_0_r,road_106022_0_f,road_103571_0_r,road_106022_0_f
joint:hk_hh_0847692:hk_person_01954578:1,hk_hh_0847692,legacy_complete_direct_pair,false,hk_person_01954578,1,hk_person_01954577,10,hk_vehicle_0162988,56967.0,56994.0,27.0,17.68440433400739,11.491892185134803,road_106022_0_f,road_103571_0_r,road_106022_0_f,road_103571_0_r
joint:hk_hh_0854613:hk_person_01972777:0,hk_hh_0854613,legacy_complete_direct_pair,false,hk_person_01972777,0,hk_person_01972776,1,hk_vehicle_0164013,27643.0,27672.0,29.0,18.74622925536871,14.921200358001768,road_104898_0_r,road_104762_0_r,road_104898_0_r,road_104762_0_r
joint:hk_hh_0854613:hk_person_01972777:1,hk_hh_0854613,legacy_complete_direct_pair,false,hk_person_01972777,1,hk_person_01972776,10,hk_vehicle_0164013,55406.0,55429.0,23.0,14.921200358001768,18.74622925536871,road_104762_0_r,road_104898_0_r,road_104762_0_r,road_104898_0_r
joint:hk_hh_0858976:hk_person_01985616:0,hk_hh_0858976,existing_car_leg_detour_screen,true,hk_person_01985616,0,hk_person_01985615,1,hk_vehicle_0164781,27062.0,27735.0,673.0,0.6706906682707983,8653.46758155829,road_105102_0_f,road_102332_0_f,road_105102_0_f,road_282140_0_f
joint:hk_hh_0898075:hk_person_02089177:0,hk_hh_0898075,existing_car_leg_detour_screen,true,hk_person_02089177,0,hk_person_02089179,1,hk_vehicle_0169114,30750.0,29218.0,-1532.0,13.834861762952185,3200.278293776365,road_102889_0_f,road_103494_0_f,road_102889_0_f,road_267065_0_f
joint:hk_hh_0900612:hk_person_02096044:0,hk_hh_0900612,existing_car_leg_detour_screen,true,hk_person_02096044,0,hk_person_02096042,1,hk_vehicle_0169509,26353.0,27497.0,1144.0,50.88687682006662,10309.928149457544,road_102811_0_f,road_102755_0_f,road_102811_0_f,road_4375_0_r
joint:hk_hh_0900612:hk_person_02096045:0,hk_hh_0900612,existing_car_leg_detour_screen,true,hk_person_02096045,0,hk_person_02096042,1,hk_vehicle_0169509,27330.0,27497.0,167.0,50.88687682006662,3286.140809793869,road_102811_0_f,road_2759_0_r,road_102811_0_f,road_4375_0_r
joint:hk_hh_0960051:hk_person_02256840:0,hk_hh_0960051,existing_car_leg_detour_screen,true,hk_person_02256840,0,hk_person_02256838,1,hk_vehicle_0175003,28409.0,28505.0,96.0,141.09169687153508,6019.606235732458,road_261452_0_f,road_271127_0_f,road_261452_0_f,road_7423_0_r
joint:hk_hh_1064658:hk_person_02539555:0,hk_hh_1064658,legacy_complete_direct_pair,false,hk_person_02539555,0,hk_person_02539554,1,hk_vehicle_0186825,28925.0,28926.0,1.0,1.1847328080800739,24.88547715298233,road_100202_0_f,road_100090_0_f,road_100202_0_f,road_100090_0_f
joint:hk_hh_1064658:hk_person_02539555:1,hk_hh_1064658,legacy_complete_direct_pair,false,hk_person_02539555,1,hk_person_02539554,10,hk_vehicle_0186825,56483.0,56521.0,38.0,24.88547715298233,1.1847328080800739,road_100090_0_f,road_100202_0_f,road_100090_0_f,road_100202_0_f
joint:hk_hh_1082415:hk_person_02590354:0,hk_hh_1082415,existing_car_leg_detour_screen,true,hk_person_02590354,0,hk_person_02590353,1,hk_vehicle_0188469,24757.0,25564.0,807.0,66.03962965543207,2129.396522216158,road_100176_0_r,road_100143_0_f,road_100176_0_r,road_266653_0_f
joint:hk_hh_1136120:hk_person_02739247:0,hk_hh_1136120,legacy_complete_direct_pair,false,hk_person_02739247,0,hk_person_02739246,1,hk_vehicle_0193228,25088.0,25094.0,6.0,4.399236679816754,34.24196060930723,road_101830_0_f,road_2767_0_r,road_101830_0_f,road_2767_0_r
joint:hk_hh_1136120:hk_person_02739247:1,hk_hh_1136120,legacy_complete_direct_pair,false,hk_person_02739247,1,hk_person_02739246,10,hk_vehicle_0193228,58133.0,58186.0,53.0,34.24196060930723,4.399236679816754,road_2767_0_r,road_101830_0_f,road_2767_0_r,road_101830_0_f
joint:hk_hh_1139451:hk_person_02748561:0,hk_hh_1139451,legacy_complete_direct_pair,false,hk_person_02748561,0,hk_person_02748560,1,hk_vehicle_0193540,27405.0,27433.0,28.0,18.426931058449078,20.595710089711808,road_277035_0_f,road_284547_0_f,road_277035_0_f,road_284547_0_f
joint:hk_hh_1139451:hk_person_02748561:1,hk_hh_1139451,legacy_complete_direct_pair,false,hk_person_02748561,1,hk_person_02748560,10,hk_vehicle_0193540,55320.0,55352.0,32.0,20.595710089711808,18.426931058449078,road_284547_0_f,road_277035_0_f,road_284547_0_f,road_277035_0_f
joint:hk_hh_1152855:hk_person_02787984:0,hk_hh_1152855,legacy_complete_direct_pair,false,hk_person_02787984,0,hk_person_02787983,1,hk_vehicle_0195509,27827.0,27837.0,10.0,6.547200012300069,43.892055454237386,road_285010_0_r,road_107600_0_f,road_285010_0_r,road_107600_0_f
joint:hk_hh_1152855:hk_person_02787984:1,hk_hh_1152855,legacy_complete_direct_pair,false,hk_person_02787984,1,hk_person_02787983,10,hk_vehicle_0195509,57422.0,57490.0,68.0,43.892055454237386,6.547200012300069,road_107600_0_f,road_285010_0_r,road_107600_0_f,road_285010_0_r
joint:hk_hh_1152855:hk_person_02787985:0,hk_hh_1152855,existing_car_leg_detour_screen,true,hk_person_02787985,0,hk_person_02787983,1,hk_vehicle_0195509,27902.0,27837.0,-65.0,6.547200012300069,5879.059805152623,road_285010_0_r,road_260408_0_f,road_285010_0_r,road_107600_0_f
joint:hk_hh_1153657:hk_person_02790404:0,hk_hh_1153657,legacy_complete_direct_pair,false,hk_person_02790404,0,hk_person_02790402,1,hk_vehicle_0195693,27712.0,27743.0,31.0,20.449360193896645,61.343561243121755,road_100408_0_f,road_100525_0_f,road_100408_0_f,road_100525_0_f
joint:hk_hh_1153657:hk_person_02790404:1,hk_hh_1153657,legacy_complete_direct_pair,false,hk_person_02790404,1,hk_person_02790402,10,hk_vehicle_0195693,46778.0,46873.0,95.0,61.343561243121755,20.449360193896645,road_100525_0_f,road_100408_0_f,road_100525_0_f,road_100408_0_f
joint:hk_hh_1176690:hk_person_02854124:0,hk_hh_1176690,legacy_complete_direct_pair,false,hk_person_02854124,0,hk_person_02854123,1,hk_vehicle_0199577,30081.0,30099.0,18.0,12.041586149469802,33.64801701486847,road_281984_0_f,road_661_0_r,road_281984_0_f,road_661_0_r
joint:hk_hh_1176690:hk_person_02854124:1,hk_hh_1176690,legacy_complete_direct_pair,false,hk_person_02854124,1,hk_person_02854123,10,hk_vehicle_0199577,54364.0,54416.0,52.0,33.64801701486847,12.041586149469802,road_661_0_r,road_281984_0_f,road_661_0_r,road_281984_0_f
joint:hk_hh_1178959:hk_person_02860922:0,hk_hh_1178959,existing_car_leg_detour_screen,true,hk_person_02860922,0,hk_person_02860924,1,hk_vehicle_0200260,29492.0,28171.0,-1321.0,108.12647260786477,8671.035914332311,road_101919_0_f,road_266653_0_f,road_101919_0_f,road_164281_0_f
joint:hk_hh_1179137:hk_person_02861449:0,hk_hh_1179137,existing_car_leg_detour_screen,true,hk_person_02861449,0,hk_person_02861448,1,hk_vehicle_0200314,24915.0,26030.0,1115.0,12.041586149469802,12908.383818827406,road_281984_0_f,road_116102_0_f,road_281984_0_f,road_275916_0_r
joint:hk_hh_1179495:hk_person_02862570:0,hk_hh_1179495,legacy_complete_direct_pair,false,hk_person_02862570,0,hk_person_02862569,1,hk_vehicle_0200410,27962.0,28046.0,84.0,54.16643360972987,37.005916569079375,road_284550_0_f,road_4556_0_f,road_284550_0_f,road_4556_0_f
joint:hk_hh_1179495:hk_person_02862570:1,hk_hh_1179495,legacy_complete_direct_pair,false,hk_person_02862570,1,hk_person_02862569,10,hk_vehicle_0200410,58207.0,58264.0,57.0,37.005916569079375,54.16643360972987,road_4556_0_f,road_284550_0_f,road_4556_0_f,road_284550_0_f
joint:hk_hh_1203967:hk_person_02931272:0,hk_hh_1203967,existing_car_leg_detour_screen,true,hk_person_02931272,0,hk_person_02931270,1,hk_vehicle_0204199,25440.0,25528.0,88.0,15.110290749973366,10189.853919254043,road_99978_0_f,road_103055_0_r,road_99978_0_f,road_269424_0_r
joint:hk_hh_1204118:hk_person_02931704:0,hk_hh_1204118,existing_car_leg_detour_screen,true,hk_person_02931704,0,hk_person_02931701,1,hk_vehicle_0204229,25625.0,27367.0,1742.0,17.97116219791088,6764.839212738493,road_101372_0_f,road_103170_0_f,road_101372_0_f,road_129517_0_r
joint:hk_hh_1231533:hk_person_03001430:0,hk_hh_1231533,legacy_complete_direct_pair,false,hk_person_03001430,0,hk_person_03001428,1,hk_vehicle_0208253,28347.0,28399.0,52.0,33.83741646436759,67.27566977829493,road_260324_0_f,road_100170_0_r,road_260324_0_f,road_100170_0_r
joint:hk_hh_1231533:hk_person_03001430:1,hk_hh_1231533,legacy_complete_direct_pair,false,hk_person_03001430,1,hk_person_03001428,10,hk_vehicle_0208253,45793.0,45897.0,104.0,67.27566977829493,33.83741646436759,road_100170_0_r,road_260324_0_f,road_100170_0_r,road_260324_0_f
joint:hk_hh_1244007:hk_person_03032138:0,hk_hh_1244007,existing_car_leg_detour_screen,true,hk_person_03032138,0,hk_person_03032136,1,hk_vehicle_0209314,27368.0,26895.0,-473.0,13.761433428320725,7401.301081365912,road_103683_0_f,road_99952_0_f,road_103683_0_f,road_106597_0_f
joint:hk_hh_1251580:hk_person_03051125:0,hk_hh_1251580,legacy_complete_direct_pair,false,hk_person_03051125,0,hk_person_03051123,1,hk_vehicle_0210179,27068.0,27144.0,76.0,49.29008939934874,67.43461491420445,road_260646_0_r,road_165512_0_f,road_260646_0_r,road_165512_0_f
joint:hk_hh_1251580:hk_person_03051125:1,hk_hh_1251580,legacy_complete_direct_pair,false,hk_person_03051125,1,hk_person_03051123,10,hk_vehicle_0210179,56343.0,56448.0,105.0,67.43461491420445,49.29008939934874,road_165512_0_f,road_260646_0_r,road_165512_0_f,road_260646_0_r
joint:hk_hh_1304542:hk_person_03496693:0,hk_hh_1304542,legacy_complete_direct_pair,false,hk_person_03496693,0,hk_person_03496688,1,hk_vehicle_0229428,26311.0,26350.0,39.0,25.56852081852135,45.21407618372178,road_59085_0_f,road_272299_0_f,road_59085_0_f,road_272299_0_f
joint:hk_hh_1304542:hk_person_03496693:1,hk_hh_1304542,legacy_complete_direct_pair,false,hk_person_03496693,1,hk_person_03496688,10,hk_vehicle_0229428,46018.0,46088.0,70.0,45.21407618372178,25.56852081852135,road_272299_0_f,road_59085_0_f,road_272299_0_f,road_59085_0_f
joint:hk_hh_1341962:hk_person_03598801:0,hk_hh_1341962,existing_car_leg_detour_screen,true,hk_person_03598801,0,hk_person_03598800,1,hk_vehicle_0234082,26967.0,26239.0,-728.0,50.89092385899078,22132.24594136056,road_57718_0_r,road_59108_0_r,road_57718_0_r,road_260496_0_f
joint:hk_hh_1346255:hk_person_03610519:0,hk_hh_1346255,legacy_complete_direct_pair,false,hk_person_03610519,0,hk_person_03610518,1,hk_vehicle_0234994,26770.0,26810.0,40.0,26.002799395669186,31.14195074171912,road_271765_0_r,road_163913_0_r,road_271765_0_r,road_163913_0_r
joint:hk_hh_1346255:hk_person_03610519:1,hk_hh_1346255,legacy_complete_direct_pair,false,hk_person_03610519,1,hk_person_03610518,10,hk_vehicle_0234994,58396.0,58444.0,48.0,31.14195074171912,26.002799395669186,road_163913_0_r,road_271765_0_r,road_163913_0_r,road_271765_0_r
joint:hk_hh_1388401:hk_person_03729738:0,hk_hh_1388401,existing_car_leg_detour_screen,true,hk_person_03729738,0,hk_person_03729735,1,hk_vehicle_0241358,27765.0,26928.0,-837.0,59.9614770498738,15047.542336480225,road_273863_0_f,road_92924_0_r,road_273863_0_f,road_282986_0_f
joint:hk_hh_1396013:hk_person_03750437:0,hk_hh_1396013,legacy_complete_direct_pair,false,hk_person_03750437,0,hk_person_03750435,1,hk_vehicle_0242585,26845.0,27011.0,166.0,106.9989301674963,122.71209506013724,road_9393_0_r,road_270969_0_r,road_9393_0_r,road_270969_0_r
joint:hk_hh_1396013:hk_person_03750437:1,hk_hh_1396013,legacy_complete_direct_pair,false,hk_person_03750437,1,hk_person_03750435,10,hk_vehicle_0242585,45723.0,45914.0,191.0,122.71209506013724,106.9989301674963,road_270969_0_r,road_9393_0_r,road_270969_0_r,road_9393_0_r
joint:hk_hh_1416093:hk_person_03804016:0,hk_hh_1416093,legacy_complete_direct_pair,false,hk_person_03804016,0,hk_person_03804015,1,hk_vehicle_0244284,24768.0,24787.0,19.0,12.674449013704049,26.64756872765981,road_270428_0_f,road_8369_0_f,road_270428_0_f,road_8369_0_f
joint:hk_hh_1416093:hk_person_03804016:1,hk_hh_1416093,legacy_complete_direct_pair,false,hk_person_03804016,1,hk_person_03804015,10,hk_vehicle_0244284,55394.0,55435.0,41.0,26.64756872765981,12.674449013704049,road_8369_0_f,road_270428_0_f,road_8369_0_f,road_270428_0_f
joint:hk_hh_1417359:hk_person_03807527:0,hk_hh_1417359,existing_car_leg_detour_screen,true,hk_person_03807527,0,hk_person_03807526,1,hk_vehicle_0244415,26372.0,26552.0,180.0,53.96499013541253,12559.204219273668,road_96853_0_f,road_93294_0_f,road_96853_0_f,road_94676_0_f
joint:hk_hh_1435459:hk_person_03859018:0,hk_hh_1435459,legacy_complete_direct_pair,false,hk_person_03859018,0,hk_person_03859019,1,hk_vehicle_0246223,26486.0,26544.0,58.0,37.24387518146455,30.288162390634827,road_56948_0_f,road_93271_0_r,road_56948_0_f,road_93271_0_r
joint:hk_hh_1435459:hk_person_03859018:1,hk_hh_1435459,legacy_complete_direct_pair,false,hk_person_03859018,1,hk_person_03859019,10,hk_vehicle_0246223,58826.0,58873.0,47.0,30.288162390634827,37.24387518146455,road_93271_0_r,road_56948_0_f,road_93271_0_r,road_56948_0_f
joint:hk_hh_1436781:hk_person_03862375:0,hk_hh_1436781,existing_car_leg_detour_screen,true,hk_person_03862375,0,hk_person_03862374,1,hk_vehicle_0246460,25438.0,24614.0,-824.0,20.193225697127108,16395.689466713735,road_60028_0_f,road_267467_0_f,road_60028_0_f,road_60692_0_f
joint:hk_hh_1443186:hk_person_03879223:0,hk_hh_1443186,legacy_complete_direct_pair,false,hk_person_03879223,0,hk_person_03879222,1,hk_vehicle_0247656,25256.0,25278.0,22.0,14.137331290518881,126.21910489297991,road_93367_0_f,road_270969_0_r,road_93367_0_f,road_270969_0_r
joint:hk_hh_1443186:hk_person_03879223:1,hk_hh_1443186,legacy_complete_direct_pair,false,hk_person_03879223,1,hk_person_03879222,10,hk_vehicle_0247656,43905.0,44101.0,196.0,126.21910489297991,14.137331290518881,road_270969_0_r,road_93367_0_f,road_270969_0_r,road_93367_0_f
joint:hk_hh_1445871:hk_person_03886323:0,hk_hh_1445871,legacy_complete_direct_pair,false,hk_person_03886323,0,hk_person_03886324,1,hk_vehicle_0248142,25204.0,25227.0,23.0,15.224380641041176,39.978923550359966,road_59162_0_f,road_58735_0_f,road_59162_0_f,road_58735_0_f
joint:hk_hh_1445871:hk_person_03886323:1,hk_hh_1445871,legacy_complete_direct_pair,false,hk_person_03886323,1,hk_person_03886324,10,hk_vehicle_0248142,56249.0,56311.0,62.0,39.978923550359966,15.224380641041176,road_58735_0_f,road_59162_0_f,road_58735_0_f,road_59162_0_f
joint:hk_hh_1450313:hk_person_03898770:0,hk_hh_1450313,existing_car_leg_detour_screen,true,hk_person_03898770,0,hk_person_03898772,1,hk_vehicle_0249368,28248.0,28042.0,-206.0,15.318148631353592,5233.049282358501,road_60374_0_f,road_106321_0_f,road_60374_0_f,road_2657_0_f
joint:hk_hh_1451646:hk_person_03902527:0,hk_hh_1451646,existing_car_leg_detour_screen,true,hk_person_03902527,0,hk_person_03902524,1,hk_vehicle_0249756,27431.0,26026.0,-1405.0,16.19951171609155,16365.422195503977,road_93097_0_r,road_59998_0_f,road_93097_0_r,road_59226_0_f
joint:hk_hh_1454326:hk_person_03910150:0,hk_hh_1454326,existing_car_leg_detour_screen,true,hk_person_03910150,0,hk_person_03910149,1,hk_vehicle_0250554,24829.0,25689.0,860.0,98.74725862017361,14728.379035265614,road_260768_0_f,road_105353_0_f,road_260768_0_f,road_2207_0_f
joint:hk_hh_1460883:hk_person_03929936:0,hk_hh_1460883,legacy_complete_direct_pair,false,hk_person_03929936,0,hk_person_03929934,1,hk_vehicle_0252329,28089.0,28100.0,11.0,7.555816479926366,58.13924382491807,road_96867_0_f,road_60066_0_f,road_96867_0_f,road_60066_0_f
joint:hk_hh_1460883:hk_person_03929936:1,hk_hh_1460883,legacy_complete_direct_pair,false,hk_person_03929936,1,hk_person_03929934,10,hk_vehicle_0252329,46368.0,46458.0,90.0,58.13924382491807,7.555816479926366,road_60066_0_f,road_96867_0_f,road_60066_0_f,road_96867_0_f
joint:hk_hh_1495011:hk_person_04022516:0,hk_hh_1495011,legacy_complete_direct_pair,false,hk_person_04022516,0,hk_person_04022518,1,hk_vehicle_0259792,26750.0,26781.0,31.0,20.275179794340055,41.64908445049341,road_112016_0_f,road_60013_0_r,road_112016_0_f,road_60013_0_r
joint:hk_hh_1495011:hk_person_04022516:1,hk_hh_1495011,legacy_complete_direct_pair,false,hk_person_04022516,1,hk_person_04022518,10,hk_vehicle_0259792,42871.0,42935.0,64.0,41.64908445049341,20.275179794340055,road_60013_0_r,road_112016_0_f,road_60013_0_r,road_112016_0_f
joint:hk_hh_1510086:hk_person_04063676:0,hk_hh_1510086,existing_car_leg_detour_screen,true,hk_person_04063676,0,hk_person_04063675,1,hk_vehicle_0262993,27648.0,26120.0,-1528.0,9.474186611229616,3995.020734524762,road_93653_0_f,road_102226_0_f,road_93653_0_f,road_4210_0_f
joint:hk_hh_1515065:hk_person_04078345:0,hk_hh_1515065,existing_car_leg_detour_screen,true,hk_person_04078345,0,hk_person_04078341,1,hk_vehicle_0264376,27524.0,25909.0,-1615.0,27.398819793750093,6713.555403298581,road_109127_0_f,road_58638_0_f,road_109127_0_f,road_106009_0_f
joint:hk_hh_1517246:hk_person_04085115:0,hk_hh_1517246,existing_car_leg_detour_screen,true,hk_person_04085115,0,hk_person_04085116,1,hk_vehicle_0264931,28468.0,28373.0,-95.0,3.713323790398143,7429.910651253166,road_93201_0_r,road_272944_0_f,road_93201_0_r,road_107313_0_r
joint:hk_hh_1556237:hk_person_04192701:0,hk_hh_1556237,legacy_complete_direct_pair,false,hk_person_04192701,0,hk_person_04192699,1,hk_vehicle_0271512,27072.0,27079.0,7.0,4.782491316059907,29.611869106826816,road_96995_0_f,road_268793_0_f,road_96995_0_f,road_268793_0_f
joint:hk_hh_1556237:hk_person_04192701:1,hk_hh_1556237,legacy_complete_direct_pair,false,hk_person_04192701,1,hk_person_04192699,10,hk_vehicle_0271512,55299.0,55345.0,46.0,29.611869106826816,4.782491316059907,road_268793_0_f,road_96995_0_f,road_268793_0_f,road_96995_0_f
joint:hk_hh_1598150:hk_person_04305143:0,hk_hh_1598150,legacy_complete_direct_pair,false,hk_person_04305143,0,hk_person_04305142,1,hk_vehicle_0279247,23806.0,23937.0,131.0,84.30795717151875,38.466367854448,road_97053_0_f,road_271786_0_r,road_97053_0_f,road_271786_0_r
joint:hk_hh_1598150:hk_person_04305143:1,hk_hh_1598150,legacy_complete_direct_pair,false,hk_person_04305143,1,hk_person_04305142,10,hk_vehicle_0279247,44037.0,44097.0,60.0,38.466367854448,84.30795717151875,road_271786_0_r,road_97053_0_f,road_271786_0_r,road_97053_0_f
joint:hk_hh_1606162:hk_person_04323194:0,hk_hh_1606162,existing_car_leg_detour_screen,true,hk_person_04323194,0,hk_person_04323193,1,hk_vehicle_0279954,28796.0,27813.0,-983.0,26.0410945432792,15082.931032015635,road_95322_0_f,road_97018_0_f,road_95322_0_f,road_96865_0_f
