link_id,type,length_m,freespeed_mps,modes,source_line_id,source_line_name,mid_nearest_road_distance_m
syn_bus_link_000567,synthetic_bus_trajectory,39.337,13.89,"car,pt",350100010093,108路(动物园--鼓山公交总站),93.014
syn_bus_link_000568,synthetic_bus_trajectory,28.584,13.89,"car,pt",350100010093,108路(动物园--鼓山公交总站),94.704
syn_bus_link_000569,synthetic_bus_trajectory,26.513,13.89,"car,pt",350100010093,108路(动物园--鼓山公交总站),91.304
syn_bus_link_000570,synthetic_bus_trajectory,9.036,13.89,"car,pt",350100010093,108路(动物园--鼓山公交总站),87.043
syn_bus_link_000571,synthetic_bus_trajectory,20.743,13.89,"car,pt",350100010093,108路(动物园--鼓山公交总站),81.601
syn_bus_link_000576,synthetic_bus_trajectory,28.923,13.89,"car,pt",350100010098,100路(敬老线路)(金山浦上公交枢纽站--火车站南广场),83.295
syn_bus_link_000577,synthetic_bus_trajectory,71.229,13.89,"car,pt",350100010098,100路(敬老线路)(金山浦上公交枢纽站--火车站南广场),120.565
syn_bus_link_000578,synthetic_bus_trajectory,12.818,13.89,"car,pt",350100010098,100路(敬老线路)(金山浦上公交枢纽站--火车站南广场),152.61
syn_bus_link_000579,synthetic_bus_trajectory,50.149,13.89,"car,pt",350100010098,100路(敬老线路)(金山浦上公交枢纽站--火车站南广场),141.931
syn_bus_link_000580,synthetic_bus_trajectory,50.149,13.89,"car,pt",350100010098,100路(敬老线路)(金山浦上公交枢纽站--火车站南广场),109.963
syn_bus_link_000581,synthetic_bus_trajectory,54.114,13.89,"car,pt",350100010098,100路(敬老线路)(金山浦上公交枢纽站--火车站南广场),80.655
syn_bus_link_000639,synthetic_bus_trajectory,40.932,13.89,"car,pt",350100010125,73路(公交仁德站--马尾青洲公交总站),93.054
syn_bus_link_000640,synthetic_bus_trajectory,40.932,13.89,"car,pt",350100010125,73路(公交仁德站--马尾青洲公交总站),83.424
syn_bus_link_000641,synthetic_bus_trajectory,41.905,13.89,"car,pt",350100010126,73路(马尾青洲公交总站--公交仁德站),83.967
syn_bus_link_000642,synthetic_bus_trajectory,43.272,13.89,"car,pt",350100010126,73路(马尾青洲公交总站--公交仁德站),90.941
syn_bus_link_000643,synthetic_bus_trajectory,79.556,13.89,"car,pt",350100010127,82路(江口公交总站--公交苍霞站),562.395
syn_bus_link_000644,synthetic_bus_trajectory,79.556,13.89,"car,pt",350100010127,82路(江口公交总站--公交苍霞站),484.207
syn_bus_link_000645,synthetic_bus_trajectory,79.556,13.89,"car,pt",350100010127,82路(江口公交总站--公交苍霞站),406.02
syn_bus_link_000646,synthetic_bus_trajectory,79.556,13.89,"car,pt",350100010127,82路(江口公交总站--公交苍霞站),327.832
syn_bus_link_000647,synthetic_bus_trajectory,79.556,13.89,"car,pt",350100010127,82路(江口公交总站--公交苍霞站),249.645
syn_bus_link_000648,synthetic_bus_trajectory,79.556,13.89,"car,pt",350100010127,82路(江口公交总站--公交苍霞站),171.457
syn_bus_link_000649,synthetic_bus_trajectory,52.579,13.89,"car,pt",350100010127,82路(江口公交总站--公交苍霞站),106.289
syn_bus_link_000650,synthetic_bus_trajectory,70.495,13.89,"car,pt",350100010127,82路(江口公交总站--公交苍霞站),94.31
syn_bus_link_000651,synthetic_bus_trajectory,71.208,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),97.64
syn_bus_link_000652,synthetic_bus_trajectory,40.233,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),109.377
syn_bus_link_000653,synthetic_bus_trajectory,32.313,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),145.157
syn_bus_link_000654,synthetic_bus_trajectory,75.786,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),198.255
syn_bus_link_000655,synthetic_bus_trajectory,75.786,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),272.703
syn_bus_link_000656,synthetic_bus_trajectory,75.786,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),347.15
syn_bus_link_000657,synthetic_bus_trajectory,75.786,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),421.598
syn_bus_link_000658,synthetic_bus_trajectory,75.786,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),496.046
syn_bus_link_000659,synthetic_bus_trajectory,75.786,13.89,"car,pt",350100010128,82路(公交苍霞站--江口公交总站),570.494
syn_bus_link_000660,synthetic_bus_trajectory,26.216,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),550.282
syn_bus_link_000661,synthetic_bus_trajectory,14.18,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),540.132
syn_bus_link_000662,synthetic_bus_trajectory,13.741,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),540.569
syn_bus_link_000663,synthetic_bus_trajectory,21.908,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),532.647
syn_bus_link_000664,synthetic_bus_trajectory,57.198,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),500.13
syn_bus_link_000665,synthetic_bus_trajectory,12.389,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),467.737
syn_bus_link_000666,synthetic_bus_trajectory,12.45,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),455.921
syn_bus_link_000667,synthetic_bus_trajectory,41.293,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),429.468
syn_bus_link_000668,synthetic_bus_trajectory,60.561,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),378.705
syn_bus_link_000669,synthetic_bus_trajectory,16.779,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),340.108
syn_bus_link_000670,synthetic_bus_trajectory,41.981,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),311.257
syn_bus_link_000671,synthetic_bus_trajectory,41.981,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),270.189
syn_bus_link_000672,synthetic_bus_trajectory,14.055,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),242.683
syn_bus_link_000673,synthetic_bus_trajectory,7.837,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),232.194
syn_bus_link_000674,synthetic_bus_trajectory,7.277,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),226.192
syn_bus_link_000675,synthetic_bus_trajectory,7.286,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),221.899
syn_bus_link_000676,synthetic_bus_trajectory,6.838,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),219.492
syn_bus_link_000677,synthetic_bus_trajectory,10.269,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),219.472
syn_bus_link_000678,synthetic_bus_trajectory,33.755,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),229.289
syn_bus_link_000679,synthetic_bus_trajectory,14.914,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),240.176
syn_bus_link_000680,synthetic_bus_trajectory,9.583,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),241.083
syn_bus_link_000681,synthetic_bus_trajectory,8.301,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),238.805
syn_bus_link_000682,synthetic_bus_trajectory,7.433,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),235.132
syn_bus_link_000683,synthetic_bus_trajectory,14.314,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),227.688
syn_bus_link_000684,synthetic_bus_trajectory,11.623,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),217.321
syn_bus_link_000685,synthetic_bus_trajectory,62.623,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),179.286
syn_bus_link_000686,synthetic_bus_trajectory,13.238,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),147.329
syn_bus_link_000687,synthetic_bus_trajectory,10.214,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),138.052
syn_bus_link_000688,synthetic_bus_trajectory,11.356,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),131.714
syn_bus_link_000689,synthetic_bus_trajectory,9.573,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),128.379
syn_bus_link_000690,synthetic_bus_trajectory,65.033,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),134.158
syn_bus_link_000691,synthetic_bus_trajectory,19.007,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),151.062
syn_bus_link_000692,synthetic_bus_trajectory,11.322,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),155.812
syn_bus_link_000693,synthetic_bus_trajectory,15.867,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),155.469
syn_bus_link_000694,synthetic_bus_trajectory,31.178,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),148.777
syn_bus_link_000695,synthetic_bus_trajectory,60.981,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),131.863
syn_bus_link_000696,synthetic_bus_trajectory,60.981,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),121.962
syn_bus_link_000697,synthetic_bus_trajectory,9.458,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),130.18
syn_bus_link_000698,synthetic_bus_trajectory,11.407,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),136.294
syn_bus_link_000699,synthetic_bus_trajectory,12.708,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),145.962
syn_bus_link_000700,synthetic_bus_trajectory,8.781,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),156.051
syn_bus_link_000701,synthetic_bus_trajectory,10.404,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),165.523
syn_bus_link_000702,synthetic_bus_trajectory,53.196,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),172.649
syn_bus_link_000703,synthetic_bus_trajectory,22.946,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),152.492
syn_bus_link_000704,synthetic_bus_trajectory,53.398,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),132.616
syn_bus_link_000705,synthetic_bus_trajectory,11.151,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),115.297
syn_bus_link_000706,synthetic_bus_trajectory,11.33,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),107.639
syn_bus_link_000707,synthetic_bus_trajectory,11.694,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),98.94
syn_bus_link_000708,synthetic_bus_trajectory,12.106,13.89,"car,pt",350100010131,54路(森林公园--公交仁德站),89.427
syn_bus_link_000709,synthetic_bus_trajectory,75.153,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),143.643
syn_bus_link_000710,synthetic_bus_trajectory,58.173,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),208.208
syn_bus_link_000711,synthetic_bus_trajectory,78.11,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),223.884
syn_bus_link_000712,synthetic_bus_trajectory,60.854,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),210.125
syn_bus_link_000713,synthetic_bus_trajectory,21.725,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),201.918
syn_bus_link_000714,synthetic_bus_trajectory,24.325,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),194.713
syn_bus_link_000715,synthetic_bus_trajectory,61.406,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),182.59
syn_bus_link_000716,synthetic_bus_trajectory,15.343,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),179.931
syn_bus_link_000717,synthetic_bus_trajectory,14.948,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),183.629
syn_bus_link_000718,synthetic_bus_trajectory,24.481,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),193.472
syn_bus_link_000719,synthetic_bus_trajectory,36.948,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),216.143
syn_bus_link_000720,synthetic_bus_trajectory,27.368,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),243.775
syn_bus_link_000721,synthetic_bus_trajectory,17.171,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),263.279
syn_bus_link_000722,synthetic_bus_trajectory,14.39,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),276.313
syn_bus_link_000723,synthetic_bus_trajectory,15.531,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),287.933
syn_bus_link_000724,synthetic_bus_trajectory,20.294,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),300.916
syn_bus_link_000725,synthetic_bus_trajectory,44.503,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),323.783
syn_bus_link_000726,synthetic_bus_trajectory,44.503,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),356.491
syn_bus_link_000727,synthetic_bus_trajectory,11.321,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),377.696
syn_bus_link_000728,synthetic_bus_trajectory,30.784,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),397.065
syn_bus_link_000729,synthetic_bus_trajectory,39.946,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),431.345
syn_bus_link_000730,synthetic_bus_trajectory,13.285,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),457.148
syn_bus_link_000731,synthetic_bus_trajectory,54.319,13.89,"car,pt",350100010132,54路(公交仁德站--森林公园),488.185
syn_bus_link_000732,synthetic_bus_trajectory,42.715,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),85.658
syn_bus_link_000733,synthetic_bus_trajectory,14.865,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),96.169
syn_bus_link_000734,synthetic_bus_trajectory,31.797,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),104.574
syn_bus_link_000735,synthetic_bus_trajectory,43.02,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),118.304
syn_bus_link_000736,synthetic_bus_trajectory,17.249,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),129.399
syn_bus_link_000737,synthetic_bus_trajectory,36.087,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),138.731
syn_bus_link_000738,synthetic_bus_trajectory,31.796,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),150.698
syn_bus_link_000739,synthetic_bus_trajectory,53.329,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),165.835
syn_bus_link_000740,synthetic_bus_trajectory,12.431,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),177.027
syn_bus_link_000741,synthetic_bus_trajectory,27.729,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),182.911
syn_bus_link_000742,synthetic_bus_trajectory,29.579,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),188.397
syn_bus_link_000743,synthetic_bus_trajectory,60.096,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),188.762
syn_bus_link_000744,synthetic_bus_trajectory,31.502,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),188.265
syn_bus_link_000745,synthetic_bus_trajectory,18.172,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),190.842
syn_bus_link_000746,synthetic_bus_trajectory,13.458,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),195.167
syn_bus_link_000747,synthetic_bus_trajectory,32.257,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),205.278
syn_bus_link_000748,synthetic_bus_trajectory,13.101,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),217.623
syn_bus_link_000749,synthetic_bus_trajectory,17.292,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),229.007
syn_bus_link_000750,synthetic_bus_trajectory,20.016,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),244.833
syn_bus_link_000751,synthetic_bus_trajectory,19.552,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),262.751
syn_bus_link_000752,synthetic_bus_trajectory,9.306,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),252.257
syn_bus_link_000753,synthetic_bus_trajectory,8.673,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),243.648
syn_bus_link_000754,synthetic_bus_trajectory,6.004,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),236.396
syn_bus_link_000755,synthetic_bus_trajectory,8.844,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),229.199
syn_bus_link_000756,synthetic_bus_trajectory,11.064,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),220.156
syn_bus_link_000757,synthetic_bus_trajectory,33.517,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),203.194
syn_bus_link_000758,synthetic_bus_trajectory,15.26,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),187.969
syn_bus_link_000759,synthetic_bus_trajectory,14.068,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),182.892
syn_bus_link_000760,synthetic_bus_trajectory,13.092,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),181.711
syn_bus_link_000761,synthetic_bus_trajectory,17.168,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),183.572
syn_bus_link_000762,synthetic_bus_trajectory,11.496,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),186.855
syn_bus_link_000763,synthetic_bus_trajectory,18.649,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),191.943
syn_bus_link_000764,synthetic_bus_trajectory,5.852,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),197.088
syn_bus_link_000765,synthetic_bus_trajectory,21.903,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),203.663
syn_bus_link_000766,synthetic_bus_trajectory,11.865,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),206.17
syn_bus_link_000767,synthetic_bus_trajectory,15.201,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),193.492
syn_bus_link_000768,synthetic_bus_trajectory,40.581,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),170.923
syn_bus_link_000769,synthetic_bus_trajectory,16.111,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),148.152
syn_bus_link_000770,synthetic_bus_trajectory,14.859,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),133.824
syn_bus_link_000771,synthetic_bus_trajectory,19.427,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),116.921
syn_bus_link_000772,synthetic_bus_trajectory,45.184,13.89,"car,pt",350100010151,80路(软件园鲲鹏大厦--园中村),84.654
syn_bus_link_000773,synthetic_bus_trajectory,45.184,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),84.654
syn_bus_link_000774,synthetic_bus_trajectory,19.427,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),116.921
syn_bus_link_000775,synthetic_bus_trajectory,14.859,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),133.824
syn_bus_link_000776,synthetic_bus_trajectory,16.111,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),148.152
syn_bus_link_000777,synthetic_bus_trajectory,40.581,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),170.923
syn_bus_link_000778,synthetic_bus_trajectory,15.201,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),193.492
syn_bus_link_000779,synthetic_bus_trajectory,11.865,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),206.17
syn_bus_link_000780,synthetic_bus_trajectory,46.403,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),197.832
syn_bus_link_000781,synthetic_bus_trajectory,10.565,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),186.933
syn_bus_link_000782,synthetic_bus_trajectory,18.1,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),183.616
syn_bus_link_000783,synthetic_bus_trajectory,2.885,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),181.976
syn_bus_link_000784,synthetic_bus_trajectory,10.208,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),181.637
syn_bus_link_000785,synthetic_bus_trajectory,14.068,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),182.892
syn_bus_link_000786,synthetic_bus_trajectory,15.26,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),187.969
syn_bus_link_000787,synthetic_bus_trajectory,33.517,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),203.194
syn_bus_link_000788,synthetic_bus_trajectory,11.064,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),220.156
syn_bus_link_000789,synthetic_bus_trajectory,48.916,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),247.77
syn_bus_link_000790,synthetic_bus_trajectory,48.916,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),231.359
syn_bus_link_000791,synthetic_bus_trajectory,32.257,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),205.278
syn_bus_link_000792,synthetic_bus_trajectory,13.458,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),195.167
syn_bus_link_000793,synthetic_bus_trajectory,18.172,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),190.842
syn_bus_link_000794,synthetic_bus_trajectory,17.552,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),188.533
syn_bus_link_000795,synthetic_bus_trajectory,13.95,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),187.934
syn_bus_link_000796,synthetic_bus_trajectory,60.096,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),188.762
syn_bus_link_000797,synthetic_bus_trajectory,29.579,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),188.397
syn_bus_link_000798,synthetic_bus_trajectory,40.159,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),180.603
syn_bus_link_000799,synthetic_bus_trajectory,53.329,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),165.835
syn_bus_link_000800,synthetic_bus_trajectory,31.796,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),150.698
syn_bus_link_000801,synthetic_bus_trajectory,36.087,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),138.731
syn_bus_link_000802,synthetic_bus_trajectory,17.249,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),129.399
syn_bus_link_000803,synthetic_bus_trajectory,28.979,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),120.881
syn_bus_link_000804,synthetic_bus_trajectory,14.041,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),112.955
syn_bus_link_000805,synthetic_bus_trajectory,31.797,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),104.574
syn_bus_link_000806,synthetic_bus_trajectory,57.577,13.89,"car,pt",350100010152,80路(园中村--软件园鲲鹏大厦),88.258
syn_bus_link_000819,synthetic_bus_trajectory,45.207,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),82.079
syn_bus_link_000820,synthetic_bus_trajectory,61.681,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),127.39
syn_bus_link_000821,synthetic_bus_trajectory,11.135,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),158.653
syn_bus_link_000822,synthetic_bus_trajectory,23.264,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),174.617
syn_bus_link_000823,synthetic_bus_trajectory,13.06,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),192.069
syn_bus_link_000824,synthetic_bus_trajectory,16.548,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),206.674
syn_bus_link_000825,synthetic_bus_trajectory,17.17,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),223.415
syn_bus_link_000826,synthetic_bus_trajectory,52.93,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),166.724
syn_bus_link_000827,synthetic_bus_trajectory,29.266,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),125.705
syn_bus_link_000828,synthetic_bus_trajectory,57.475,13.89,"car,pt",350100010161,85路(淮安公交总站--高湖友谊路口),82.426
syn_bus_link_000829,synthetic_bus_trajectory,43.081,13.89,"car,pt",350100010162,85路(高湖友谊路口--淮安公交总站),132.917
syn_bus_link_000830,synthetic_bus_trajectory,48.411,13.89,"car,pt",350100010162,85路(高湖友谊路口--淮安公交总站),178.06
syn_bus_link_000831,synthetic_bus_trajectory,16.86,13.89,"car,pt",350100010162,85路(高湖友谊路口--淮安公交总站),223.904
syn_bus_link_000832,synthetic_bus_trajectory,31.011,13.89,"car,pt",350100010162,85路(高湖友谊路口--淮安公交总站),200.203
syn_bus_link_000833,synthetic_bus_trajectory,31.586,13.89,"car,pt",350100010162,85路(高湖友谊路口--淮安公交总站),169.995
syn_bus_link_000834,synthetic_bus_trajectory,27.942,13.89,"car,pt",350100010162,85路(高湖友谊路口--淮安公交总站),143.026
syn_bus_link_000835,synthetic_bus_trajectory,59.042,13.89,"car,pt",350100010162,85路(高湖友谊路口--淮安公交总站),106.033
syn_bus_link_000836,synthetic_bus_trajectory,79.728,13.89,"car,pt",350100010166,77路(淮安公交总站--科技园工委会),91.4
syn_bus_link_000837,synthetic_bus_trajectory,15.472,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),84.199
syn_bus_link_000838,synthetic_bus_trajectory,16.337,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),93.399
syn_bus_link_000839,synthetic_bus_trajectory,14.831,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),98.155
syn_bus_link_000840,synthetic_bus_trajectory,14.656,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),96.7
syn_bus_link_000841,synthetic_bus_trajectory,14.638,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),95.687
syn_bus_link_000842,synthetic_bus_trajectory,14.391,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),95.031
syn_bus_link_000843,synthetic_bus_trajectory,14.391,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),94.618
syn_bus_link_000844,synthetic_bus_trajectory,14.391,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),94.319
syn_bus_link_000845,synthetic_bus_trajectory,14.345,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),94.091
syn_bus_link_000846,synthetic_bus_trajectory,14.488,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),93.835
syn_bus_link_000847,synthetic_bus_trajectory,14.391,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),93.393
syn_bus_link_000848,synthetic_bus_trajectory,15.225,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),90.507
syn_bus_link_000849,synthetic_bus_trajectory,12.976,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),84.653
syn_bus_link_000850,synthetic_bus_trajectory,12.976,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),85.538
syn_bus_link_000851,synthetic_bus_trajectory,2.165,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),87.924
syn_bus_link_000852,synthetic_bus_trajectory,13.064,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),91.739
syn_bus_link_000853,synthetic_bus_trajectory,3.203,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),93.375
syn_bus_link_000854,synthetic_bus_trajectory,11.193,13.89,"car,pt",350100010171,90路(城门三丰--杜园山),93.469
